# waittime_end_set	su_S_North
# "waittime_end"	"su_S_North"
# 21
0	0.715
30	0.723
60	0.715
90	0.707
120	0.651
150	0.639
180	0.605
210	0.634
240	0.631
270	0.643
300	0.693
330	0.699
360	0.693
390	0.711
420	0.715
450	0.698
480	0.707
510	0.688
540	0.643
570	0.648
600	0.625
