# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.441666666666667
0.6	0.403333333333333
1.2	0.346666666666667
1.8	0.305
2.4	0.218333333333333
3	0.148333333333333
3.6	0.133333333333333
4.2	0.106666666666667
4.8	0.1
5.4	0.0983333333333333
6	0.128333333333333
6.6	0.166666666666667
7.2	0.238333333333333
7.8	0.295
8.4	0.39
9	0.493333333333333
9.6	0.551666666666667
10.2	0.671666666666667
10.8	0.7
11.4	0.813333333333333
12	0.858333333333333
12.6	0.891666666666667
13.2	0.936666666666667
13.8	0.935
14.4	0.933333333333333
15	0.855
15.6	0.781666666666667
16.2	0.731666666666667
16.8	0.66
17.4	0.571666666666667
18	0.436666666666667
18.6	0.361666666666667
19.2	0.258333333333333
19.8	0.216666666666667
20.4	0.165
21	0.0966666666666667
21.6	0.0766666666666667
22.2	0.075
22.8	0.0933333333333333
23.4	0.153333333333333
24	0.186666666666667
24.6	0.186666666666667
25.2	0.27
25.8	0.318333333333333
26.4	0.361666666666667
27	0.403333333333333
27.6	0.39
28.2	0.44
28.8	0.363333333333333
29.4	0.423333333333333
30	0.351666666666667
30.6	0.308333333333333
31.2	0.27
31.8	0.21
32.4	0.191666666666667
33	0.113333333333333
33.6	0.0916666666666667
34.2	0.0716666666666667
34.8	0.0616666666666667
35.4	0.085
36	0.125
36.6	0.226666666666667
37.2	0.275
37.8	0.345
38.4	0.418333333333333
39	0.565
39.6	0.653333333333333
40.2	0.768333333333333
40.8	0.775
41.4	0.856666666666667
42	0.925
42.6	0.946666666666667
43.2	0.95
43.8	0.925
44.4	0.875
45	0.813333333333333
45.6	0.775
46.2	0.64
46.8	0.566666666666667
47.4	0.485
48	0.386666666666667
48.6	0.285
49.2	0.213333333333333
49.8	0.16
50.4	0.108333333333333
51	0.075
51.6	0.08
52.2	0.0933333333333333
52.8	0.143333333333333
53.4	0.193333333333333
54	0.213333333333333
54.6	0.24
55.2	0.316666666666667
55.8	0.36
56.4	0.358333333333333
57	0.423333333333333
57.6	0.436666666666667
58.2	0.393333333333333
58.8	0.406666666666667
59.4	0.385
60	0.311666666666667
