# waittime_end_set	su_S_North
# "waittime_end"	"su_S_North"
# 21
0	0.73
30	0.723
60	0.701
90	0.675
120	0.656
150	0.672
180	0.627
210	0.631
240	0.639
270	0.645
300	0.661
330	0.675
360	0.715
390	0.691
420	0.712
450	0.704
480	0.684
510	0.677
540	0.663
570	0.645
600	0.644
