# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	131.853332519531	0.115
0.25	132.761840820312	0.105
0.5	135.234375	0.135
0.75	136.141052246094	0.16
1	138.544006347656	0.215
1.25	141.369323730469	0.235
1.5	140.347290039062	0.245
1.75	142.218933105469	0.265
2	145.076599121094	0.295
2.25	143.710327148438	0.295
2.5	147.32177734375	0.345
2.75	147.391052246094	0.355
3	153.793334960938	0.43
3.25	151.386413574219	0.425
3.5	156.718444824219	0.51
3.75	155.167846679688	0.5
4	155.161437988281	0.475
4.25	148.883972167969	0.38
4.5	155.347900390625	0.48
4.75	151.238708496094	0.42
5	149.06494140625	0.375
5.25	148.684997558594	0.405
5.5	147.495727539062	0.35
5.75	145.433654785156	0.345
6	141.444702148438	0.27
6.25	141.069946289062	0.255
6.5	136.49658203125	0.175
6.75	134.671936035156	0.2
7	135.043029785156	0.18
7.25	134.646606445312	0.16
7.5	131.775207519531	0.135
7.75	130.704345703125	0.125
8	128.983154296875	0.105
8.25	131.056518554688	0.105
8.5	129.575500488281	0.1
8.75	127.210998535156	0.065
9	129.592590332031	0.11
9.25	129.837646484375	0.085
9.5	129.739379882812	0.105
9.75	131.045532226562	0.125
10	133.003540039062	0.13
10.25	131.833190917969	0.11
10.5	129.208374023438	0.09
10.75	134.689636230469	0.165
11	127.60986328125	0.05
11.25	130.349731445312	0.115
11.5	130.596008300781	0.11
11.75	131.448669433594	0.125
12	130.17578125	0.095
12.25	133.060607910156	0.13
12.5	131.017761230469	0.12
12.75	127.87109375	0.07
13	128.712463378906	0.085
13.25	128.209838867188	0.075
13.5	128.320007324219	0.08
13.75	127.564086914062	0.075
14	125.851745605469	0.07
14.25	128.595275878906	0.095
14.5	130.418395996094	0.13
14.75	129.632263183594	0.125
15	130.790710449219	0.11
15.25	132.26806640625	0.15
15.5	137.849731445312	0.21
15.75	142.638854980469	0.29
16	141.956176757812	0.29
16.25	142.789611816406	0.31
16.5	141.855163574219	0.305
16.75	142.329711914062	0.315
17	147.16796875	0.38
17.25	148.393859863281	0.385
17.5	148.981628417969	0.41
17.75	145.536804199219	0.365
18	150.3271484375	0.45
18.25	150.477600097656	0.43
18.5	148.951110839844	0.425
18.75	151.356506347656	0.445
19	152.225341796875	0.425
19.25	146.907958984375	0.355
19.5	146.876525878906	0.335
19.75	146.295776367188	0.33
20	140.772094726562	0.235
20.25	140.504760742188	0.225
20.5	138.113403320312	0.24
20.75	138.2958984375	0.225
21	133.577880859375	0.135
21.25	133.569030761719	0.125
21.5	134.595642089844	0.135
21.75	133.075866699219	0.095
22	130.175170898438	0.065
22.25	132.378540039062	0.095
22.5	129.646606445312	0.065
22.75	132.759704589844	0.12
23	131.924743652344	0.07
23.25	132.770080566406	0.095
23.5	133.396911621094	0.12
23.75	129.718322753906	0.06
24	131.792907714844	0.115
24.25	134.117736816406	0.13
24.5	131.935729980469	0.115
24.75	130.995788574219	0.115
25	133.987731933594	0.12
25.25	133.685607910156	0.13
25.5	130.37353515625	0.09
25.75	131.53076171875	0.1
26	131.295166015625	0.115
26.25	130.565185546875	0.105
26.5	129.7705078125	0.075
26.75	132.468566894531	0.125
27	129.947204589844	0.08
27.25	133.493957519531	0.11
27.5	133.73779296875	0.115
27.75	129.324951171875	0.065
28	128.421630859375	0.06
28.25	135.299377441406	0.145
28.5	131.347045898438	0.095
28.75	133.207702636719	0.13
29	134.896850585938	0.15
29.25	137.324829101562	0.185
29.5	138.234558105469	0.205
29.75	136.575622558594	0.21
30	136.878356933594	0.21
