# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	134.171142578125	0.135
0.25	132.818908691406	0.115
0.5	132.793273925781	0.13
0.75	132.021789550781	0.105
1	133.190002441406	0.115
1.25	132.028503417969	0.1
1.5	132.397766113281	0.115
1.75	131.793823242188	0.115
2	131.529846191406	0.105
2.25	130.797424316406	0.105
2.5	129.8828125	0.09
2.75	130.491333007812	0.095
3	129.8046875	0.065
3.25	130.012817382812	0.1
3.5	128.397521972656	0.055
3.75	131.378173828125	0.105
4	132.491149902344	0.105
4.25	129.282531738281	0.1
4.5	138.489990234375	0.195
4.75	137.010498046875	0.185
5	139.222412109375	0.215
5.25	144.075927734375	0.305
5.5	144.540710449219	0.3
5.75	143.542785644531	0.295
6	149.976806640625	0.41
6.25	154.971923828125	0.465
6.5	154.695129394531	0.5
6.75	157.703552246094	0.51
7	157.450866699219	0.525
7.25	158.69384765625	0.565
7.5	159.662475585938	0.575
7.75	167.235107421875	0.675
8	162.058715820312	0.595
8.25	162.560424804688	0.605
8.5	163.236694335938	0.61
8.75	163.427734375	0.64
9	160.872192382812	0.585
9.25	159.859924316406	0.555
9.5	162.375183105469	0.57
9.75	154.698181152344	0.455
10	152.584228515625	0.42
10.25	146.197509765625	0.345
10.5	143.909606933594	0.3
10.75	147.814331054688	0.34
11	143.140258789062	0.31
11.25	138.505249023438	0.245
11.5	135.89599609375	0.175
11.75	133.831787109375	0.135
12	133.021545410156	0.125
12.25	131.520690917969	0.105
12.5	132.183227539062	0.115
12.75	132.598876953125	0.13
13	129.905700683594	0.075
13.25	129.361572265625	0.08
13.5	129.596252441406	0.085
13.75	127.414245605469	0.07
14	128.451232910156	0.11
14.25	129.321594238281	0.105
14.5	130.337524414062	0.115
14.75	130.991821289062	0.1
15	129.39697265625	0.1
15.25	130.574951171875	0.105
15.5	131.658935546875	0.115
15.75	131.861572265625	0.095
16	132.028503417969	0.12
16.25	130.213623046875	0.09
16.5	130.198974609375	0.08
16.75	132.113037109375	0.115
17	131.053466796875	0.11
17.25	128.352966308594	0.07
17.5	129.719848632812	0.065
17.75	129.6435546875	0.095
18	128.591613769531	0.08
18.25	131.14990234375	0.135
18.5	133.960266113281	0.16
18.75	130.967712402344	0.12
19	137.273254394531	0.215
19.25	137.667541503906	0.225
19.5	145.101013183594	0.335
19.75	143.033142089844	0.305
20	148.276062011719	0.385
20.25	150.531921386719	0.415
20.5	151.148071289062	0.45
20.75	154.110107421875	0.485
21	152.831726074219	0.48
21.25	154.570617675781	0.485
21.5	165.248107910156	0.655
21.75	161.291809082031	0.595
22	162.86865234375	0.64
22.25	163.987121582031	0.655
22.5	165.063171386719	0.64
22.75	160.68115234375	0.595
23	164.440002441406	0.65
23.25	155.724792480469	0.495
23.5	154.142456054688	0.495
23.75	151.849060058594	0.425
24	151.567993164062	0.435
24.25	152.369689941406	0.425
24.5	146.77978515625	0.355
24.75	146.392211914062	0.36
25	138.446044921875	0.23
25.25	138.370361328125	0.22
25.5	134.041442871094	0.145
25.75	134.030151367188	0.145
26	133.440856933594	0.115
26.25	132.967834472656	0.13
26.5	129.016418457031	0.09
26.75	131.03759765625	0.12
27	130.851745605469	0.09
27.25	129.562683105469	0.07
27.5	131.040649414062	0.105
27.75	133.484497070312	0.095
28	131.414184570312	0.06
28.25	133.475646972656	0.11
28.5	130.565490722656	0.09
28.75	134.016723632812	0.12
29	131.006469726562	0.075
29.25	131.802368164062	0.105
29.5	131.953125	0.13
29.75	131.942443847656	0.085
30	133.498229980469	0.11
