# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	133.155212402344	0.075
0.25	132.813720703125	0.095
0.5	134.486083984375	0.155
0.75	139.156188964844	0.2
1	144.344482421875	0.31
1.25	145.897827148438	0.33
1.5	154.709167480469	0.45
1.75	165.326843261719	0.61
2	170.266723632812	0.69
2.25	175.203247070312	0.745
2.5	177.396545410156	0.78
2.75	178.310852050781	0.845
3	183.250122070312	0.9
3.25	183.199157714844	0.91
3.5	183.855895996094	0.885
3.75	182.080993652344	0.875
4	178.990173339844	0.83
4.25	179.342346191406	0.815
4.5	172.677917480469	0.72
4.75	169.075622558594	0.66
5	162.53662109375	0.55
5.25	156.541137695312	0.455
5.5	145.312194824219	0.32
5.75	142.908630371094	0.27
6	136.570434570312	0.185
6.25	132.910461425781	0.115
6.5	133.770141601562	0.125
6.75	131.394348144531	0.095
7	128.70361328125	0.065
7.25	129.624633789062	0.08
7.5	135.856628417969	0.155
7.75	136.127319335938	0.195
8	137.428894042969	0.24
8.25	152.220764160156	0.42
8.5	156.569519042969	0.51
8.75	165.968627929688	0.63
9	168.281555175781	0.65
9.25	171.788330078125	0.745
9.5	175.048828125	0.805
9.75	176.873168945312	0.86
10	179.422302246094	0.875
10.25	183.61328125	0.925
10.5	185.438537597656	0.94
10.75	182.764282226562	0.91
11	179.07958984375	0.85
11.25	176.834716796875	0.805
11.5	168.28369140625	0.715
11.75	163.210144042969	0.64
12	160.408325195312	0.595
12.25	152.98828125	0.46
12.5	150.245971679688	0.395
12.75	141.759033203125	0.28
13	135.669555664062	0.175
13.25	135.069885253906	0.15
13.5	134.43359375	0.145
13.75	128.622131347656	0.055
14	128.810729980469	0.07
14.25	131.182250976562	0.095
14.5	133.020324707031	0.13
14.75	136.49169921875	0.205
15	141.837463378906	0.265
15.25	147.410583496094	0.345
15.5	156.898803710938	0.49
15.75	155.0341796875	0.485
16	164.089660644531	0.63
16.25	173.450317382812	0.755
16.5	174.1015625	0.765
16.75	177.310180664062	0.815
17	181.581726074219	0.88
17.25	180.122680664062	0.885
17.5	184.32373046875	0.94
17.75	179.791870117188	0.86
18	180.474243164062	0.875
18.25	174.466857910156	0.76
18.5	172.019653320312	0.73
18.75	169.109802246094	0.685
19	157.699890136719	0.505
19.25	158.753967285156	0.495
19.5	147.072143554688	0.335
19.75	148.214721679688	0.325
20	142.107543945312	0.25
20.25	139.649963378906	0.18
20.5	136.73828125	0.115
20.75	132.322387695312	0.105
21	132.317199707031	0.085
21.25	133.095397949219	0.115
21.5	136.088256835938	0.17
21.75	140.959777832031	0.245
22	142.366943359375	0.27
22.25	147.095031738281	0.335
22.5	153.385620117188	0.455
22.75	155.215454101562	0.5
23	166.198120117188	0.645
23.25	168.828125	0.705
23.5	176.450805664062	0.815
23.75	175.545654296875	0.815
24	181.741027832031	0.885
24.25	181.86279296875	0.925
24.5	182.801513671875	0.915
24.75	179.522399902344	0.865
25	178.436889648438	0.865
25.25	180.052490234375	0.865
25.5	174.014587402344	0.765
25.75	167.462158203125	0.675
26	164.385070800781	0.625
26.25	159.166870117188	0.535
26.5	151.080932617188	0.42
26.75	147.104797363281	0.345
27	141.109924316406	0.27
27.25	135.076293945312	0.165
27.5	132.152099609375	0.13
27.75	130.083312988281	0.095
28	125.350646972656	0.035
28.25	130.7421875	0.1
28.5	127.886352539062	0.07
28.75	133.205261230469	0.135
29	140.534973144531	0.26
29.25	141.201477050781	0.29
29.5	145.7568359375	0.365
29.75	155.529479980469	0.47
30	162.782287597656	0.58
