# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.145
0.6	0.211666666666667
1.2	0.301666666666667
1.8	0.405
2.4	0.473333333333333
3	0.591666666666667
3.6	0.723333333333333
4.2	0.798333333333333
4.8	0.826666666666667
5.4	0.851666666666667
6	0.895
6.6	0.861666666666667
7.2	0.846666666666667
7.8	0.78
8.4	0.693333333333333
9	0.641666666666667
9.6	0.496666666666667
10.2	0.398333333333333
10.8	0.318333333333333
11.4	0.218333333333333
12	0.146666666666667
12.6	0.106666666666667
13.2	0.0916666666666667
13.8	0.095
14.4	0.143333333333333
15	0.178333333333333
15.6	0.253333333333333
16.2	0.356666666666667
16.8	0.475
17.4	0.571666666666667
18	0.671666666666667
18.6	0.77
19.2	0.825
19.8	0.89
20.4	0.953333333333333
21	0.928333333333333
21.6	0.916666666666667
22.2	0.881666666666667
22.8	0.815
23.4	0.7
24	0.59
24.6	0.496666666666667
25.2	0.421666666666667
25.8	0.336666666666667
26.4	0.181666666666667
27	0.155
27.6	0.0983333333333333
28.2	0.101666666666667
28.8	0.0966666666666667
29.4	0.166666666666667
30	0.216666666666667
30.6	0.291666666666667
31.2	0.365
31.8	0.536666666666667
32.4	0.523333333333333
33	0.675
33.6	0.715
34.2	0.821666666666667
34.8	0.876666666666667
35.4	0.87
36	0.871666666666667
36.6	0.821666666666667
37.2	0.788333333333333
37.8	0.718333333333333
38.4	0.66
39	0.491666666666667
39.6	0.455
40.2	0.336666666666667
40.8	0.313333333333333
41.4	0.165
42	0.1
42.6	0.0866666666666667
43.2	0.08
43.8	0.1
44.4	0.18
45	0.235
45.6	0.328333333333333
46.2	0.423333333333333
46.8	0.505
47.4	0.631666666666667
48	0.746666666666667
48.6	0.863333333333333
49.2	0.91
49.8	0.933333333333333
50.4	0.938333333333333
51	0.916666666666667
51.6	0.866666666666667
52.2	0.815
52.8	0.726666666666667
53.4	0.641666666666667
54	0.491666666666667
54.6	0.398333333333333
55.2	0.316666666666667
55.8	0.241666666666667
56.4	0.158333333333333
57	0.0966666666666667
57.6	0.0666666666666667
58.2	0.095
58.8	0.133333333333333
59.4	0.166666666666667
60	0.253333333333333
