# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.473333333333333
0.6	0.526666666666667
1.2	0.55
1.8	0.631666666666667
2.4	0.676666666666667
3	0.64
3.6	0.663333333333333
4.2	0.606666666666667
4.8	0.573333333333333
5.4	0.551666666666667
6	0.433333333333333
6.6	0.388333333333333
7.2	0.303333333333333
7.8	0.25
8.4	0.165
9	0.171666666666667
9.6	0.1
10.2	0.0933333333333333
10.8	0.118333333333333
11.4	0.185
12	0.218333333333333
12.6	0.273333333333333
13.2	0.388333333333333
13.8	0.431666666666667
14.4	0.556666666666667
15	0.645
15.6	0.726666666666667
16.2	0.808333333333333
16.8	0.833333333333333
17.4	0.878333333333333
18	0.873333333333333
18.6	0.848333333333333
19.2	0.815
19.8	0.758333333333333
20.4	0.703333333333333
21	0.59
21.6	0.503333333333333
22.2	0.351666666666667
22.8	0.301666666666667
23.4	0.233333333333333
24	0.161666666666667
24.6	0.135
25.2	0.0833333333333333
25.8	0.0866666666666667
26.4	0.103333333333333
27	0.145
27.6	0.228333333333333
28.2	0.251666666666667
28.8	0.418333333333333
29.4	0.483333333333333
30	0.523333333333333
30.6	0.571666666666667
31.2	0.641666666666667
31.8	0.641666666666667
32.4	0.708333333333333
33	0.69
33.6	0.676666666666667
34.2	0.6
34.8	0.575
35.4	0.513333333333333
36	0.431666666666667
36.6	0.306666666666667
37.2	0.233333333333333
37.8	0.181666666666667
38.4	0.145
39	0.0933333333333333
39.6	0.0816666666666667
40.2	0.1
40.8	0.13
41.4	0.191666666666667
42	0.238333333333333
42.6	0.368333333333333
43.2	0.481666666666667
43.8	0.473333333333333
44.4	0.608333333333333
45	0.72
45.6	0.78
46.2	0.81
46.8	0.876666666666667
47.4	0.886666666666667
48	0.833333333333333
48.6	0.791666666666667
49.2	0.755
49.8	0.698333333333333
50.4	0.608333333333333
51	0.495
51.6	0.388333333333333
52.2	0.328333333333333
52.8	0.256666666666667
53.4	0.17
54	0.108333333333333
54.6	0.07
55.2	0.105
55.8	0.118333333333333
56.4	0.146666666666667
57	0.176666666666667
57.6	0.256666666666667
58.2	0.333333333333333
58.8	0.415
59.4	0.52
60	0.58
