# _1100_cz_vpB12_set	t_cz_set	avg_S_North	su_S_North
# "_1100_cz_vpB12"	"t_cz"	"avg_S_North"	"su_S_North"
# 8	101
-76	0	134.557495117188	0.27
-76	1.5	154.829711914062	0.586666666666667
-76	3	173.10302734375	0.866666666666667
-76	4.5	161.089070638021	0.7
-76	6	141.782023111979	0.38
-76	7.5	129.651692708333	0.21
-76	9	147.419230143229	0.513333333333333
-76	10.5	166.8408203125	0.803333333333333
-76	12	167.578531901042	0.793333333333333
-76	13.5	147.855224609375	0.483333333333333
-76	15	129.115193684896	0.19
-76	16.5	135.410766601562	0.283333333333333
-76	18	160.540771484375	0.676666666666667
-76	19.5	171.421305338542	0.846666666666667
-76	21	159.108479817708	0.656666666666667
-76	22.5	132.7880859375	0.253333333333333
-76	24	129.2236328125	0.213333333333333
-76	25.5	153.128051757812	0.55
-76	27	168.335367838542	0.796666666666667
-76	28.5	160.580444335938	0.683333333333333
-76	30	137.804565429688	0.32
-76	31.5	131.949055989583	0.23
-76	33	151.723022460938	0.546666666666667
-76	34.5	172.793579101562	0.853333333333333
-76	36	166.410725911458	0.746666666666667
-76	37.5	145.304768880208	0.413333333333333
-76	39	133.034871419271	0.233333333333333
-76	40.5	139.260660807292	0.35
-76	42	170.953165690104	0.816666666666667
-76	43.5	170.382893880208	0.833333333333333
-76	45	149.463094075521	0.513333333333333
-76	46.5	132.165730794271	0.24
-76	48	135.304972330729	0.286666666666667
-76	49.5	162.621663411458	0.7
-76	51	169.408772786458	0.806666666666667
-76	52.5	157.144571940104	0.596666666666667
-76	54	139.428914388021	0.31
-76	55.5	132.866414388021	0.213333333333333
-76	57	159.072672526042	0.633333333333333
-76	58.5	173.306884765625	0.86
-76	60	163.960164388021	0.726666666666667
-76	61.5	140.491739908854	0.353333333333333
-76	63	136.195678710938	0.286666666666667
-76	64.5	157.465616861979	0.613333333333333
-76	66	171.507364908854	0.836666666666667
-76	67.5	162.397664388021	0.73
-76	69	142.017822265625	0.416666666666667
-76	70.5	133.066609700521	0.273333333333333
-76	72	149.254353841146	0.523333333333333
-76	73.5	168.920694986979	0.81
-76	75	166.257731119792	0.8
-76	76.5	143.0615234375	0.443333333333333
-76	78	128.861490885417	0.203333333333333
-76	79.5	148.040974934896	0.51
-76	81	162.383219401042	0.736666666666667
-76	82.5	164.837036132812	0.813333333333333
-76	84	143.045654296875	0.466666666666667
-76	85.5	130.411783854167	0.266666666666667
-76	87	138.960571289062	0.376666666666667
-76	88.5	148.015340169271	0.506666666666667
-76	90	161.126912434896	0.683333333333333
-76	91.5	155.7568359375	0.613333333333333
-76	93	139.924723307292	0.37
-76	94.5	137.669270833333	0.36
-76	96	151.637980143229	0.6
-76	97.5	165.980834960938	0.826666666666667
-76	99	155.951334635417	0.67
-76	100.5	137.754313151042	0.35
-76	102	135.157877604167	0.316666666666667
-76	103.5	150.459391276042	0.58
-76	105	163.622843424479	0.78
-76	106.5	156.925252278646	0.666666666666667
-76	108	142.63427734375	0.43
-76	109.5	137.79296875	0.35
-76	111	149.183756510417	0.543333333333333
-76	112.5	157.143351236979	0.683333333333333
-76	114	158.999430338542	0.71
-76	115.5	149.727579752604	0.573333333333333
-76	117	136.661580403646	0.33
-76	118.5	145.426025390625	0.48
-76	120	160.321655273438	0.713333333333333
-76	121.5	162.259114583333	0.75
-76	123	146.247762044271	0.486666666666667
-76	124.5	140.421752929688	0.35
-76	126	147.743733723958	0.483333333333333
-76	127.5	163.539021809896	0.74
-76	129	166.329549153646	0.773333333333333
-76	130.5	146.204223632812	0.47
-76	132	140.297444661458	0.353333333333333
-76	133.5	143.634236653646	0.42
-76	135	158.346354166667	0.653333333333333
-76	136.5	163.424886067708	0.713333333333333
-76	138	149.051513671875	0.5
-76	139.5	139.490356445312	0.346666666666667
-76	141	138.134969075521	0.346666666666667
-76	142.5	154.243570963542	0.593333333333333
-76	144	165.189819335938	0.756666666666667
-76	145.5	151.23046875	0.56
-76	147	138.845418294271	0.38
-76	148.5	140.355224609375	0.41
-76	150	148.771158854167	0.526666666666667

-78	0	140.099690755208	0.363333333333333
-78	1.5	160.784098307292	0.696666666666667
-78	3	174.088338216146	0.876666666666667
-78	4.5	159.956258138021	0.68
-78	6	135.996907552083	0.3
-78	7.5	137.068277994792	0.313333333333333
-78	9	157.328287760417	0.623333333333333
-78	10.5	172.049967447917	0.86
-78	12	164.981892903646	0.763333333333333
-78	13.5	139.8681640625	0.37
-78	15	128.461100260417	0.183333333333333
-78	16.5	148.057454427083	0.476666666666667
-78	18	169.34814453125	0.793333333333333
-78	19.5	168.559773763021	0.79
-78	21	143.709716796875	0.396666666666667
-78	22.5	130.256551106771	0.193333333333333
-78	24	147.305501302083	0.47
-78	25.5	171.850382486979	0.843333333333333
-78	27	169.114786783854	0.806666666666667
-78	28.5	148.704020182292	0.513333333333333
-78	30	127.840169270833	0.19
-78	31.5	138.517862955729	0.36
-78	33	164.517211914062	0.756666666666667
-78	34.5	171.980794270833	0.863333333333333
-78	36	154.252726236979	0.6
-78	37.5	134.702351888021	0.296666666666667
-78	39	137.502034505208	0.34
-78	40.5	163.355916341146	0.736666666666667
-78	42	168.3447265625	0.81
-78	43.5	161.779988606771	0.71
-78	45	131.713663736979	0.263333333333333
-78	46.5	136.466674804688	0.33
-78	48	157.835896809896	0.673333333333333
-78	49.5	168.400675455729	0.833333333333333
-78	51	155.912882486979	0.626666666666667
-78	52.5	135.348307291667	0.306666666666667
-78	54	137.466430664062	0.34
-78	55.5	161.054280598958	0.696666666666667
