# waittime_end_set	su_S_North
# "waittime_end"	"su_S_North"
# 21
0	0.704
30	0.685
60	0.686
90	0.667
120	0.672
150	0.605
180	0.6
210	0.602
240	0.643
270	0.632
300	0.668
330	0.697
360	0.674
390	0.713
420	0.694
450	0.704
480	0.657
510	0.672
540	0.672
570	0.641
600	0.642
