# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	138.242797851562	0.195
0.25	135.899963378906	0.185
0.5	138.319091796875	0.22
0.75	135.369873046875	0.17
1	133.924560546875	0.16
1.25	131.210021972656	0.095
1.5	133.555908203125	0.145
1.75	132.548522949219	0.115
2	138.008117675781	0.19
2.25	130.696716308594	0.105
2.5	132.655639648438	0.145
2.75	131.026916503906	0.095
3	131.754760742188	0.11
3.25	131.243286132812	0.095
3.5	129.79248046875	0.085
3.75	132.931518554688	0.13
4	127.882080078125	0.04
4.25	128.6376953125	0.065
4.5	131.994018554688	0.125
4.75	132.323608398438	0.09
5	130.114135742188	0.07
5.25	131.321411132812	0.1
5.5	129.529724121094	0.075
5.75	127.920837402344	0.05
6	131.446228027344	0.105
6.25	130.105590820312	0.075
6.5	130.875549316406	0.085
6.75	133.136291503906	0.115
7	135.500183105469	0.135
7.25	134.692687988281	0.115
7.5	137.604675292969	0.14
7.75	140.72509765625	0.195
8	135.996704101562	0.135
8.25	137.039794921875	0.125
8.5	136.284790039062	0.16
8.75	138.5595703125	0.185
9	140.137634277344	0.21
9.25	140.181274414062	0.225
9.5	145.835571289062	0.32
9.75	144.375915527344	0.285
10	142.906494140625	0.26
10.25	148.343505859375	0.32
10.5	148.083801269531	0.34
10.75	148.547973632812	0.34
11	148.868408203125	0.345
11.25	149.298095703125	0.35
11.5	151.374206542969	0.39
11.75	145.447998046875	0.3
12	144.721069335938	0.285
12.25	147.752990722656	0.33
12.5	147.989501953125	0.335
12.75	146.276550292969	0.31
13	140.286865234375	0.22
13.25	148.329772949219	0.32
13.5	139.745788574219	0.205
13.75	143.84033203125	0.22
14	139.598083496094	0.19
14.25	139.359130859375	0.16
14.5	140.975341796875	0.22
14.75	139.9560546875	0.18
15	134.426879882812	0.105
15.25	137.608947753906	0.15
15.5	137.026062011719	0.165
15.75	135.164489746094	0.145
16	136.564331054688	0.155
16.25	132.866821289062	0.07
16.5	135.059204101562	0.095
16.75	127.050170898438	0.03
17	129.90234375	0.07
17.25	131.3623046875	0.1
17.5	131.459655761719	0.07
17.75	133.188781738281	0.09
18	135.725402832031	0.12
18.25	133.348388671875	0.105
18.5	133.305053710938	0.115
18.75	132.28271484375	0.085
19	132.204895019531	0.095
19.25	133.117065429688	0.085
19.5	132.35107421875	0.07
19.75	132.293701171875	0.105
20	130.863037109375	0.065
20.25	132.121276855469	0.08
20.5	129.260864257812	0.05
20.75	132.478332519531	0.085
21	132.509155273438	0.085
21.25	132.999877929688	0.08
21.5	132.287902832031	0.115
21.75	133.353576660156	0.105
22	133.240966796875	0.095
22.25	132.481384277344	0.1
22.5	133.720703125	0.16
22.75	136.814880371094	0.19
23	135.247192382812	0.165
23.25	139.165344238281	0.235
23.5	138.641357421875	0.22
23.75	137.895812988281	0.18
24	143.063354492188	0.28
24.25	142.884826660156	0.28
24.5	148.877563476562	0.38
24.75	142.516174316406	0.3
25	142.420959472656	0.31
25.25	144.543762207031	0.35
25.5	141.498718261719	0.27
25.75	145.697631835938	0.36
26	140.897521972656	0.29
26.25	145.338745117188	0.345
26.5	141.649780273438	0.275
26.75	145.35400390625	0.335
27	142.483215332031	0.29
27.25	143.203125	0.32
27.5	139.901428222656	0.25
27.75	141.245422363281	0.29
28	140.0830078125	0.245
28.25	139.490966796875	0.245
28.5	135.802917480469	0.185
28.75	138.240661621094	0.225
29	136.102600097656	0.205
29.25	133.527526855469	0.165
29.5	131.46240234375	0.12
29.75	133.877563476562	0.165
30	128.557434082031	0.07
