# _1100_cz_vpB12_set	t_cz_set	avg_S_North	su_S_North
# "_1100_cz_vpB12"	"t_cz"	"avg_S_North"	"su_S_North"
# 21	101
-50	0	177.446085611979	0.866666666666667
-50	3	155.867106119792	0.56
-50	6	133.336385091146	0.24
-50	9	134.013061523438	0.23
-50	12	152.240600585938	0.523333333333333
-50	15	173.839721679688	0.853333333333333
-50	18	172.567952473958	0.813333333333333
-50	21	148.873087565104	0.453333333333333
-50	24	132.672932942708	0.206666666666667
-50	27	134.209798177083	0.2
-50	30	158.753865559896	0.583333333333333
-50	33	178.475952148438	0.873333333333333
-50	36	169.000040690104	0.733333333333333
-50	39	143.657633463542	0.363333333333333
-50	42	130.415242513021	0.14
-50	45	143.570963541667	0.35
-50	48	168.081868489583	0.736666666666667
-50	51	177.354532877604	0.89
-50	54	157.664184570312	0.596666666666667
-50	57	141.072794596354	0.306666666666667
-50	60	129.261474609375	0.14
-50	63	153.751220703125	0.52
-50	66	172.031453450521	0.813333333333333
-50	69	178.924357096354	0.893333333333333
-50	72	160.17578125	0.606666666666667
-50	75	135.175170898438	0.22
-50	78	138.498128255208	0.25
-50	81	156.292928059896	0.553333333333333
-50	84	176.462809244792	0.866666666666667
-50	87	174.157307942708	0.83
-50	90	151.741739908854	0.5
-50	93	133.136800130208	0.203333333333333
-50	96	139.975992838542	0.286666666666667
-50	99	164.243774414062	0.66
-50	102	176.202392578125	0.87
-50	105	169.569498697917	0.743333333333333
-50	108	141.150105794271	0.313333333333333
-50	111	131.555786132812	0.176666666666667
-50	114	147.126871744792	0.426666666666667
-50	117	169.682820638021	0.786666666666667
-50	120	174.321899414062	0.863333333333333
-50	123	160.235392252604	0.626666666666667
-50	126	135.441284179688	0.23
-50	129	133.156941731771	0.19
-50	132	147.910563151042	0.44
-50	135	174.290161132812	0.84
-50	138	173.247884114583	0.826666666666667
-50	141	154.514770507812	0.546666666666667
-50	144	130.095011393229	0.163333333333333
-50	147	134.985961914062	0.253333333333333
-50	150	159.436442057292	0.603333333333333
-50	153	176.88232421875	0.886666666666667
-50	156	168.289794921875	0.756666666666667
-50	159	149.860432942708	0.473333333333333
-50	162	133.901163736979	0.223333333333333
-50	165	144.512736002604	0.38
-50	168	169.777018229167	0.773333333333333
-50	171	175.555419921875	0.846666666666667
-50	174	160.216267903646	0.65
-50	177	137.864583333333	0.3
-50	180	129.588826497396	0.176666666666667
-50	183	148.404744466146	0.456666666666667
-50	186	169.728800455729	0.76
-50	189	174.165649414062	0.85
-50	192	157.847900390625	0.616666666666667
-50	195	135.168050130208	0.26
-50	198	131.455281575521	0.193333333333333
-50	201	150.803629557292	0.49
-50	204	175.364583333333	0.9
-50	207	172.339884440104	0.833333333333333
-50	210	152.688191731771	0.543333333333333
-50	213	130.341186523438	0.186666666666667
-50	216	139.306844075521	0.286666666666667
-50	219	157.396240234375	0.59
-50	222	175.879109700521	0.863333333333333
-50	225	162.575887044271	0.663333333333333
-50	228	145.043741861979	0.396666666666667
-50	231	128.380533854167	0.153333333333333
-50	234	142.937215169271	0.373333333333333
-50	237	168.465169270833	0.733333333333333
-50	240	175.822143554688	0.86
-50	243	160.386352539062	0.633333333333333
-50	246	137.516682942708	0.25
-50	249	131.871337890625	0.196666666666667
-50	252	150.927124023438	0.47
-50	255	174.417521158854	0.846666666666667
-50	258	173.032430013021	0.83
-50	261	153.600870768229	0.51
-50	264	132.772623697917	0.203333333333333
-50	267	134.637654622396	0.223333333333333
-50	270	159.381103515625	0.62
-50	273	173.799031575521	0.856666666666667
-50	276	166.820068359375	0.763333333333333
-50	279	144.439493815104	0.413333333333333
-50	282	129.160970052083	0.173333333333333
-50	285	136.004028320312	0.286666666666667
-50	288	164.66064453125	0.716666666666667
-50	291	173.386433919271	0.843333333333333
-50	294	156.890258789062	0.6
-50	297	136.860148111979	0.303333333333333
-50	300	131.40380859375	0.196666666666667

-45	0	178.126220703125	0.89
-45	3	160.181884765625	0.623333333333333
-45	6	139.755045572917	0.276666666666667
-45	9	132.997029622396	0.18
-45	12	150.162963867188	0.46
-45	15	171.200561523438	0.793333333333333
-45	18	174.1650390625	0.843333333333333
-45	21	156.001790364583	0.533333333333333
-45	24	136.070963541667	0.243333333333333
-45	27	132.289225260417	0.193333333333333
-45	30	152.255452473958	0.506666666666667
-45	33	173.939615885417	0.846666666666667
-45	36	173.731689453125	0.86
-45	39	151.977742513021	0.533333333333333
-45	42	132.968953450521	0.22
-45	45	129.878946940104	0.183333333333333
-45	48	152.698364257812	0.513333333333333
-45	51	172.1923828125	0.793333333333333
-45	54	174.918416341146	0.826666666666667
-45	57	152.816569010417	0.486666666666667
-45	60	134.395345052083	0.226666666666667
-45	63	137.416178385417	0.233333333333333
-45	66	160.308024088542	0.613333333333333
-45	69	177.91015625	0.876666666666667
-45	72	174.632364908854	0.816666666666667
-45	75	151.835327148438	0.493333333333333
-45	78	133.119506835938	0.203333333333333
-45	81	139.761555989583	0.296666666666667
-45	84	158.167521158854	0.58
-45	87	176.26953125	0.886666666666667
-45	90	171.064453125	0.783333333333333
-45	93	147.327880859375	0.42
-45	96	131.332397460938	0.173333333333333
-45	99	139.243977864583	0.303333333333333
-45	102	162.850748697917	0.653333333333333
-45	105	176.424357096354	0.853333333333333
-45	108	168.680623372396	0.743333333333333
-45	111	149.088338216146	0.453333333333333
-45	114	132.158610026042	0.173333333333333
-45	117	143.541870117188	0.36
-45	120	165.408121744792	0.693333333333333
-45	123	179.22607421875	0.903333333333333
-45	126	170.782877604167	0.766666666666667
-45	129	147.502237955729	0.41
-45	132	132.347208658854	0.193333333333333
-45	135	142.70263671875	0.323333333333333
-45	138	169.498901367188	0.733333333333333
-45	141	176.981608072917	0.876666666666667
-45	144	165.79833984375	0.71
-45	147	136.387329101562	0.263333333333333
-45	150	132.740681966146	0.203333333333333
-45	153	149.872843424479	0.486666666666667
-45	156	169.152425130208	0.766666666666667
-45	159	174.242146809896	0.85
-45	162	160.573933919271	0.626666666666667
-45	165	135.031331380208	0.223333333333333
-45	168	135.634562174479	0.256666666666667
-45	171	149.09423828125	0.466666666666667
-45	174	167.278442382812	0.773333333333333
-45	177	174.049886067708	0.87
-45	180	156.573486328125	0.606666666666667
-45	183	136.019287109375	0.286666666666667
-45	186	130.272216796875	0.196666666666667
-45	189	152.496744791667	0.55
-45	192	169.166666666667	0.79
-45	195	170.298055013021	0.83
-45	198	155.649820963542	0.596666666666667
-45	201	135.553385416667	0.283333333333333
-45	204	134.923502604167	0.263333333333333
-45	207	156.805419921875	0.606666666666667
-45	210	175.606892903646	0.89
-45	213	171.524251302083	0.803333333333333
-45	216	147.773640950521	0.446666666666667
-45	219	132.444051106771	0.2
-45	222	135.247192382812	0.283333333333333
-45	225	155.052083333333	0.576666666666667
-45	228	174.992268880208	0.876666666666667
-45	231	165.246988932292	0.713333333333333
-45	234	143.3984375	0.373333333333333
-45	237	128.326822916667	0.156666666666667
-45	240	136.491088867188	0.26
-45	243	161.944580078125	0.673333333333333
-45	246	175.007731119792	0.88
-45	249	158.929646809896	0.636666666666667
-45	252	142.432047526042	0.396666666666667
-45	255	129.655151367188	0.193333333333333
-45	258	137.402750651042	0.313333333333333
-45	261	162.979532877604	0.693333333333333
-45	264	174.202067057292	0.886666666666667
-45	267	165.650227864583	0.736666666666667
-45	270	142.258504231771	0.356666666666667
-45	273	128.054606119792	0.156666666666667
-45	276	146.617635091146	0.43
-45	279	172.465209960938	0.826666666666667
-45	282	173.125610351562	0.85
-45	285	159.384969075521	0.643333333333333
-45	288	135.822957356771	0.31
-45	291	132.340291341146	0.25
-45	294	145.606282552083	0.436666666666667
-45	297	165.437215169271	0.74
-45	300	174.034423828125	0.873333333333333

-40	0	177.125447591146	0.89
-40	3	164.265340169271	0.696666666666667
-40	6	140.553181966146	0.333333333333333
-40	9	131.732991536458	0.193333333333333
-40	12	144.055786132812	0.383333333333333
-40	15	169.259440104167	0.783333333333333
-40	18	176.575520833333	0.883333333333333
-40	21	165.916137695312	0.723333333333333
-40	24	142.614542643229	0.35
-40	27	128.479207356771	0.143333333333333
-40	30	143.322143554688	0.363333333333333
-40	33	167.278442382812	0.736666666666667
-40	36	177.483927408854	0.89
-40	39	165.800374348958	0.71
-40	42	143.962605794271	0.39
-40	45	125.535481770833	0.106666666666667
-40	48	142.751261393229	0.34
-40	51	165.156656901042	0.696666666666667
-40	54	175.360107421875	0.866666666666667
-40	57	168.033040364583	0.753333333333333
-40	60	143.572591145833	0.376666666666667
-40	63	127.727254231771	0.133333333333333
-40	66	137.979125976562	0.3
-40	69	166.70166015625	0.723333333333333
-40	72	178.482666015625	0.903333333333333
-40	75	167.520548502604	0.753333333333333
-40	78	144.115397135417	0.376666666666667
-40	81	125.942789713542	0.13
-40	84	139.360961914062	0.313333333333333
-40	87	160.287475585938	0.636666666666667
-40	90	177.544962565104	0.9
-40	93	167.320353190104	0.743333333333333
-40	96	142.8271484375	0.38
-40	99	129.640706380208	0.166666666666667
-40	102	140.859781901042	0.346666666666667
-40	105	163.460083007812	0.676666666666667
-40	108	178.820597330729	0.893333333333333
-40	111	168.686726888021	0.766666666666667
-40	114	144.283650716146	0.403333333333333
-40	117	132.095133463542	0.216666666666667
