# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 101
0	0.91
2880	0.896666666666667
5760	0.836666666666667
8640	0.766666666666667
11520	0.696666666666667
14400	0.69
17280	0.63
20160	0.603333333333333
23040	0.556666666666667
25920	0.583333333333333
28800	0.556666666666667
31680	0.52
34560	0.49
37440	0.543333333333333
40320	0.506666666666667
43200	0.48
46080	0.483333333333333
48960	0.486666666666667
51840	0.55
54720	0.473333333333333
57600	0.496666666666667
60480	0.523333333333333
63360	0.496666666666667
66240	0.556666666666667
69120	0.47
72000	0.546666666666667
74880	0.48
77760	0.54
80640	0.483333333333333
83520	0.486666666666667
86400	0.563333333333333
89280	0.56
92160	0.626666666666667
95040	0.546666666666667
97920	0.51
100800	0.486666666666667
103680	0.55
106560	0.56
109440	0.593333333333333
112320	0.533333333333333
115200	0.513333333333333
118080	0.493333333333333
120960	0.51
123840	0.533333333333333
126720	0.476666666666667
129600	0.5
132480	0.59
135360	0.56
138240	0.506666666666667
141120	0.526666666666667
144000	0.51
146880	0.55
149760	0.52
152640	0.53
155520	0.533333333333333
158400	0.553333333333333
161280	0.546666666666667
164160	0.513333333333333
167040	0.55
169920	0.533333333333333
172800	0.566666666666667
175680	0.47
178560	0.486666666666667
181440	0.55
184320	0.52
187200	0.503333333333333
190080	0.523333333333333
192960	0.513333333333333
195840	0.556666666666667
198720	0.5
201600	0.5
204480	0.53
207360	0.576666666666667
210240	0.56
213120	0.56
216000	0.51
218880	0.48
221760	0.533333333333333
224640	0.503333333333333
227520	0.52
230400	0.55
233280	0.516666666666667
236160	0.52
239040	0.53
241920	0.586666666666667
244800	0.526666666666667
247680	0.52
250560	0.49
253440	0.52
256320	0.513333333333333
259200	0.48
262080	0.516666666666667
264960	0.536666666666667
267840	0.5
270720	0.503333333333333
273600	0.493333333333333
276480	0.543333333333333
279360	0.51
282240	0.466666666666667
285120	0.513333333333333
288000	0.56
