# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.106666666666667
0.6	0.126666666666667
1.2	0.135
1.8	0.173333333333333
2.4	0.148333333333333
3	0.16
3.6	0.153333333333333
4.2	0.148333333333333
4.8	0.101666666666667
5.4	0.108333333333333
6	0.105
6.6	0.0916666666666667
7.2	0.0716666666666667
7.8	0.0716666666666667
8.4	0.0983333333333333
9	0.128333333333333
9.6	0.106666666666667
10.2	0.17
10.8	0.22
11.4	0.301666666666667
12	0.375
12.6	0.433333333333333
13.2	0.516666666666667
13.8	0.615
14.4	0.706666666666667
15	0.765
15.6	0.846666666666667
16.2	0.863333333333333
16.8	0.905
17.4	0.916666666666667
18	0.945
18.6	0.893333333333333
19.2	0.885
19.8	0.851666666666667
20.4	0.811666666666667
21	0.7
21.6	0.635
22.2	0.55
22.8	0.501666666666667
23.4	0.383333333333333
24	0.3
24.6	0.265
25.2	0.196666666666667
25.8	0.163333333333333
26.4	0.116666666666667
27	0.111666666666667
27.6	0.101666666666667
28.2	0.0916666666666667
28.8	0.0983333333333333
29.4	0.101666666666667
30	0.113333333333333
30.6	0.131666666666667
31.2	0.156666666666667
31.8	0.113333333333333
32.4	0.175
33	0.18
33.6	0.146666666666667
34.2	0.135
34.8	0.108333333333333
35.4	0.105
36	0.1
36.6	0.0783333333333333
37.2	0.085
37.8	0.0783333333333333
38.4	0.106666666666667
39	0.115
39.6	0.175
40.2	0.188333333333333
40.8	0.286666666666667
41.4	0.363333333333333
42	0.428333333333333
42.6	0.54
43.2	0.576666666666667
43.8	0.67
44.4	0.726666666666667
45	0.816666666666667
45.6	0.841666666666667
46.2	0.885
46.8	0.901666666666667
47.4	0.905
48	0.915
48.6	0.901666666666667
49.2	0.845
49.8	0.808333333333333
50.4	0.738333333333333
51	0.653333333333333
51.6	0.583333333333333
52.2	0.51
52.8	0.445
53.4	0.365
54	0.288333333333333
54.6	0.198333333333333
55.2	0.158333333333333
55.8	0.131666666666667
56.4	0.12
57	0.0866666666666667
57.6	0.0933333333333333
58.2	0.113333333333333
58.8	0.1
59.4	0.11
60	0.105
