# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.153333333333333
0.6	0.101666666666667
1.2	0.0816666666666667
1.8	0.0766666666666667
2.4	0.0766666666666667
3	0.0783333333333333
3.6	0.105
4.2	0.0666666666666667
4.8	0.085
5.4	0.085
6	0.0683333333333333
6.6	0.115
7.2	0.0833333333333333
7.8	0.0883333333333333
8.4	0.0716666666666667
9	0.0683333333333333
9.6	0.0833333333333333
10.2	0.0766666666666667
10.8	0.1
11.4	0.105
12	0.121666666666667
12.6	0.168333333333333
13.2	0.188333333333333
13.8	0.24
14.4	0.296666666666667
15	0.373333333333333
15.6	0.406666666666667
16.2	0.41
16.8	0.515
17.4	0.57
18	0.638333333333333
18.6	0.685
19.2	0.706666666666667
19.8	0.716666666666667
20.4	0.75
21	0.778333333333333
21.6	0.755
22.2	0.776666666666667
22.8	0.71
23.4	0.706666666666667
24	0.638333333333333
24.6	0.613333333333333
25.2	0.52
25.8	0.461666666666667
26.4	0.408333333333333
27	0.353333333333333
27.6	0.276666666666667
28.2	0.238333333333333
28.8	0.19
29.4	0.143333333333333
30	0.136666666666667
30.6	0.126666666666667
31.2	0.1
31.8	0.0816666666666667
32.4	0.0616666666666667
33	0.0883333333333333
33.6	0.0683333333333333
34.2	0.0966666666666667
34.8	0.085
35.4	0.101666666666667
36	0.123333333333333
36.6	0.1
37.2	0.125
37.8	0.0783333333333333
38.4	0.07
39	0.0716666666666667
39.6	0.0883333333333333
40.2	0.0866666666666667
40.8	0.0866666666666667
41.4	0.111666666666667
42	0.116666666666667
42.6	0.193333333333333
43.2	0.195
43.8	0.26
44.4	0.298333333333333
45	0.395
45.6	0.441666666666667
46.2	0.533333333333333
46.8	0.58
47.4	0.628333333333333
48	0.665
48.6	0.723333333333333
49.2	0.725
49.8	0.805
50.4	0.796666666666667
51	0.781666666666667
51.6	0.781666666666667
52.2	0.726666666666667
52.8	0.675
53.4	0.635
54	0.585
54.6	0.54
55.2	0.458333333333333
55.8	0.415
56.4	0.343333333333333
57	0.283333333333333
57.6	0.235
58.2	0.188333333333333
58.8	0.18
59.4	0.111666666666667
60	0.128333333333333
