# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	142.977294921875	0.275
0.25	148.292846679688	0.36
0.5	155.7958984375	0.47
0.75	155.527038574219	0.47
1	167.384338378906	0.67
1.25	165.592041015625	0.68
1.5	174.172058105469	0.765
1.75	174.550170898438	0.785
2	175.821838378906	0.8
2.25	177.775268554688	0.855
2.5	176.548156738281	0.835
2.75	176.243286132812	0.815
3	175.219421386719	0.785
3.25	168.615417480469	0.705
3.5	164.920654296875	0.61
3.75	162.18505859375	0.575
4	156.580200195312	0.515
4.25	147.811584472656	0.33
4.5	147.118530273438	0.335
4.75	143.857116699219	0.275
5	137.877502441406	0.195
5.25	137.989501953125	0.17
5.5	131.949768066406	0.08
5.75	131.183776855469	0.08
6	132.617797851562	0.085
6.25	133.3935546875	0.09
6.5	140.615844726562	0.2
6.75	144.140930175781	0.255
7	144.540405273438	0.295
7.25	147.759704589844	0.34
7.5	155.218505859375	0.455
7.75	157.926940917969	0.51
8	163.135070800781	0.6
8.25	172.53173828125	0.725
8.5	174.549255371094	0.765
8.75	179.899597167969	0.84
9	176.871948242188	0.815
9.25	183.544616699219	0.895
9.5	179.485473632812	0.86
9.75	178.929443359375	0.84
10	175.483703613281	0.8
10.25	178.45947265625	0.81
10.5	168.976745605469	0.715
10.75	160.78857421875	0.585
11	158.47412109375	0.55
11.25	155.500793457031	0.495
11.5	146.741638183594	0.34
11.75	143.048400878906	0.285
12	135.401306152344	0.165
12.25	135.710754394531	0.145
12.5	134.980773925781	0.115
12.75	129.674377441406	0.055
13	133.087463378906	0.065
13.25	132.330322265625	0.085
13.5	135.683898925781	0.125
13.75	142.550964355469	0.25
14	141.321105957031	0.26
14.25	147.319030761719	0.35
14.5	152.217712402344	0.44
14.75	154.900512695312	0.48
15	163.106079101562	0.605
15.25	169.320983886719	0.7
15.5	171.0498046875	0.74
15.75	174.125366210938	0.77
16	177.030029296875	0.815
16.25	179.431762695312	0.865
16.5	179.554748535156	0.875
16.75	177.026672363281	0.815
17	175.391540527344	0.78
17.25	177.040100097656	0.81
17.5	170.700378417969	0.715
17.75	163.018798828125	0.615
18	161.644287109375	0.565
18.25	155.741577148438	0.46
18.5	147.400207519531	0.33
18.75	147.506408691406	0.32
19	141.268310546875	0.22
19.25	135.776977539062	0.16
19.5	131.493835449219	0.09
19.75	131.285705566406	0.07
20	133.248596191406	0.09
20.25	131.965026855469	0.105
20.5	137.255859375	0.14
20.75	139.436645507812	0.205
21	144.942626953125	0.28
21.25	148.727722167969	0.36
21.5	157.060546875	0.485
21.75	158.052062988281	0.53
22	158.015441894531	0.545
22.25	170.9033203125	0.715
22.5	174.205932617188	0.76
22.75	174.18701171875	0.8
23	181.029052734375	0.87
23.25	177.153930664062	0.815
23.5	182.703857421875	0.9
23.75	177.862854003906	0.83
24	175.642395019531	0.81
24.25	175.132141113281	0.79
24.5	169.725341796875	0.7
24.75	167.92236328125	0.675
25	157.355651855469	0.515
25.25	155.681457519531	0.485
25.5	150.621643066406	0.4
25.75	148.765258789062	0.365
26	140.114440917969	0.25
26.25	137.233276367188	0.2
26.5	128.725280761719	0.09
26.75	130.161437988281	0.11
27	129.35791015625	0.095
27.25	133.195495605469	0.135
27.5	130.078125	0.105
27.75	129.974060058594	0.09
28	141.918334960938	0.305
28.25	143.2470703125	0.305
28.5	148.669128417969	0.38
28.75	154.749755859375	0.495
29	158.246459960938	0.555
29.25	168.78662109375	0.725
29.5	171.532897949219	0.78
29.75	169.581298828125	0.75
30	171.640625	0.765
