# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.195
0.6	0.14
1.2	0.113333333333333
1.8	0.101666666666667
2.4	0.101666666666667
3	0.095
3.6	0.0933333333333333
4.2	0.105
4.8	0.0966666666666667
5.4	0.09
6	0.103333333333333
6.6	0.0916666666666667
7.2	0.0883333333333333
7.8	0.0916666666666667
8.4	0.0683333333333333
9	0.075
9.6	0.0783333333333333
10.2	0.09
10.8	0.0866666666666667
11.4	0.0833333333333333
12	0.116666666666667
12.6	0.111666666666667
13.2	0.14
13.8	0.203333333333333
14.4	0.191666666666667
15	0.241666666666667
15.6	0.32
16.2	0.388333333333333
16.8	0.393333333333333
17.4	0.506666666666667
18	0.51
18.6	0.58
19.2	0.636666666666667
19.8	0.645
20.4	0.68
21	0.75
21.6	0.718333333333333
22.2	0.701666666666667
22.8	0.676666666666667
23.4	0.661666666666667
24	0.661666666666667
24.6	0.573333333333333
25.2	0.595
25.8	0.52
26.4	0.458333333333333
27	0.433333333333333
27.6	0.333333333333333
28.2	0.283333333333333
28.8	0.22
29.4	0.173333333333333
30	0.176666666666667
30.6	0.143333333333333
31.2	0.116666666666667
31.8	0.105
32.4	0.08
33	0.0983333333333333
33.6	0.0766666666666667
34.2	0.09
34.8	0.085
35.4	0.0733333333333333
36	0.0933333333333333
36.6	0.0866666666666667
37.2	0.08
37.8	0.0916666666666667
38.4	0.0866666666666667
39	0.0816666666666667
39.6	0.0716666666666667
40.2	0.0933333333333333
40.8	0.101666666666667
41.4	0.113333333333333
42	0.103333333333333
42.6	0.146666666666667
43.2	0.178333333333333
43.8	0.188333333333333
44.4	0.248333333333333
45	0.306666666666667
45.6	0.328333333333333
46.2	0.383333333333333
46.8	0.446666666666667
47.4	0.53
48	0.578333333333333
48.6	0.576666666666667
49.2	0.656666666666667
49.8	0.716666666666667
50.4	0.7
51	0.74
51.6	0.7
52.2	0.723333333333333
52.8	0.621666666666667
53.4	0.646666666666667
54	0.598333333333333
54.6	0.566666666666667
55.2	0.523333333333333
55.8	0.485
56.4	0.43
57	0.37
57.6	0.298333333333333
58.2	0.275
58.8	0.22
59.4	0.17
60	0.161666666666667
