# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.268333333333333
0.6	0.243333333333333
1.2	0.236666666666667
1.8	0.235
2.4	0.246666666666667
3	0.25
3.6	0.221666666666667
4.2	0.185
4.8	0.176666666666667
5.4	0.165
6	0.141666666666667
6.6	0.171666666666667
7.2	0.13
7.8	0.14
8.4	0.121666666666667
9	0.101666666666667
9.6	0.0816666666666667
10.2	0.0916666666666667
10.8	0.0716666666666667
11.4	0.101666666666667
12	0.0833333333333333
12.6	0.101666666666667
13.2	0.0766666666666667
13.8	0.0766666666666667
14.4	0.085
15	0.0816666666666667
15.6	0.105
16.2	0.0816666666666667
16.8	0.0916666666666667
17.4	0.0916666666666667
18	0.115
18.6	0.0933333333333333
19.2	0.115
19.8	0.113333333333333
20.4	0.125
21	0.135
21.6	0.168333333333333
22.2	0.165
22.8	0.18
23.4	0.201666666666667
24	0.18
24.6	0.265
25.2	0.268333333333333
25.8	0.251666666666667
26.4	0.283333333333333
27	0.273333333333333
27.6	0.331666666666667
28.2	0.303333333333333
28.8	0.3
29.4	0.295
30	0.295
30.6	0.28
31.2	0.288333333333333
31.8	0.293333333333333
32.4	0.275
33	0.248333333333333
33.6	0.226666666666667
34.2	0.165
34.8	0.19
35.4	0.148333333333333
36	0.153333333333333
36.6	0.118333333333333
37.2	0.14
37.8	0.125
38.4	0.0833333333333333
39	0.111666666666667
39.6	0.0683333333333333
40.2	0.0966666666666667
40.8	0.0683333333333333
41.4	0.0783333333333333
42	0.0933333333333333
42.6	0.0983333333333333
43.2	0.0933333333333333
43.8	0.0833333333333333
44.4	0.0666666666666667
45	0.1
45.6	0.101666666666667
46.2	0.0983333333333333
46.8	0.0983333333333333
47.4	0.0766666666666667
48	0.0883333333333333
48.6	0.115
49.2	0.103333333333333
49.8	0.118333333333333
50.4	0.136666666666667
51	0.12
51.6	0.153333333333333
52.2	0.17
52.8	0.198333333333333
53.4	0.191666666666667
54	0.216666666666667
54.6	0.201666666666667
55.2	0.256666666666667
55.8	0.266666666666667
56.4	0.308333333333333
57	0.335
57.6	0.291666666666667
58.2	0.335
58.8	0.313333333333333
59.4	0.306666666666667
60	0.29
