# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	141.962890625	0.25
0.25	138.876037597656	0.185
0.5	132.346496582031	0.105
0.75	133.243408203125	0.1
1	132.626342773438	0.065
1.25	132.208251953125	0.075
1.5	136.21337890625	0.115
1.75	137.581481933594	0.155
2	137.590637207031	0.18
2.25	145.512390136719	0.3
2.5	143.851013183594	0.265
2.75	154.332580566406	0.43
3	158.236389160156	0.515
3.25	163.157653808594	0.595
3.5	169.920654296875	0.715
3.75	173.5498046875	0.785
4	176.029052734375	0.82
4.25	181.994323730469	0.885
4.5	180.299377441406	0.89
4.75	184.203491210938	0.91
5	184.189758300781	0.915
5.25	183.5302734375	0.905
5.5	179.216918945312	0.85
5.75	171.657104492188	0.725
6	168.981323242188	0.685
6.25	167.684326171875	0.655
6.5	155.643615722656	0.495
6.75	153.977966308594	0.445
7	145.900573730469	0.325
7.25	142.794799804688	0.245
7.5	142.478332519531	0.265
7.75	137.544860839844	0.17
8	136.11083984375	0.15
8.25	131.259765625	0.075
8.5	131.86279296875	0.095
8.75	134.053039550781	0.09
9	136.968078613281	0.145
9.25	143.004455566406	0.215
9.5	144.186706542969	0.28
9.75	140.498352050781	0.23
10	150.261535644531	0.37
10.25	152.991333007812	0.415
10.5	157.790832519531	0.5
10.75	164.911804199219	0.625
11	164.601745605469	0.62
11.25	164.618530273438	0.615
11.5	166.488952636719	0.675
11.75	166.529235839844	0.67
12	168.92578125	0.695
12.25	164.9853515625	0.635
12.5	167.94677734375	0.685
12.75	162.284851074219	0.61
13	159.483947753906	0.535
13.25	151.156005859375	0.385
13.5	152.910461425781	0.425
13.75	144.878540039062	0.295
14	142.820129394531	0.28
14.25	136.720886230469	0.16
14.5	131.573486328125	0.1
14.75	133.173828125	0.07
15	130.966491699219	0.08
15.25	131.267700195312	0.1
15.5	128.84033203125	0.05
15.75	134.729614257812	0.125
16	136.805114746094	0.17
16.25	145.601501464844	0.295
16.5	146.133117675781	0.335
16.75	150.661010742188	0.375
17	157.098388671875	0.49
17.25	161.215515136719	0.575
17.5	163.959045410156	0.61
17.75	172.789306640625	0.74
18	177.366638183594	0.835
18.25	181.100769042969	0.89
18.5	183.02490234375	0.905
18.75	181.329956054688	0.9
19	183.312683105469	0.92
19.25	181.015319824219	0.895
19.5	178.117980957031	0.825
19.75	180.344848632812	0.84
20	172.86376953125	0.735
20.25	166.567993164062	0.635
20.5	165.2392578125	0.605
20.75	157.533264160156	0.48
21	153.025207519531	0.41
21.25	146.06201171875	0.27
21.5	146.297912597656	0.285
21.75	134.640197753906	0.135
22	136.816711425781	0.15
22.25	133.124084472656	0.09
22.5	133.887023925781	0.095
22.75	135.97900390625	0.13
23	134.60693359375	0.095
23.25	139.522705078125	0.17
23.5	146.377563476562	0.28
23.75	139.290161132812	0.18
24	146.553955078125	0.305
24.25	152.19482421875	0.42
24.5	155.187377929688	0.44
24.75	158.958129882812	0.525
25	158.513488769531	0.54
25.25	163.272399902344	0.58
25.5	168.085021972656	0.66
25.75	173.649597167969	0.75
26	173.919067382812	0.755
26.25	170.325927734375	0.695
26.5	166.562805175781	0.635
26.75	165.04638671875	0.63
27	160.150146484375	0.545
27.25	157.362365722656	0.5
27.5	150.408935546875	0.4
27.75	146.012573242188	0.31
28	146.865539550781	0.3
28.25	137.557373046875	0.185
28.5	136.861877441406	0.165
28.75	136.562805175781	0.145
29	132.352905273438	0.085
29.25	136.45751953125	0.13
29.5	135.679626464844	0.11
29.75	136.395874023438	0.135
30	135.301818847656	0.135
