# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 101
0	0.93
180	0.913333333333333
360	0.913333333333333
540	0.913333333333333
720	0.926666666666667
900	0.91
1080	0.91
1260	0.876666666666667
1440	0.9
1620	0.903333333333333
1800	0.906666666666667
1980	0.903333333333333
2160	0.89
2340	0.9
2520	0.843333333333333
2700	0.876666666666667
2880	0.84
3060	0.876666666666667
3240	0.833333333333333
3420	0.843333333333333
3600	0.786666666666667
3780	0.79
3960	0.786666666666667
4140	0.77
4320	0.756666666666667
4500	0.76
4680	0.763333333333333
4860	0.723333333333333
5040	0.7
5220	0.676666666666667
5400	0.683333333333333
5580	0.61
5760	0.59
5940	0.596666666666667
6120	0.566666666666667
6300	0.523333333333333
6480	0.553333333333333
6660	0.533333333333333
6840	0.546666666666667
7020	0.486666666666667
7200	0.543333333333333
7380	0.57
7560	0.473333333333333
7740	0.57
7920	0.52
8100	0.523333333333333
8280	0.486666666666667
8460	0.54
8640	0.496666666666667
8820	0.516666666666667
9000	0.516666666666667
9180	0.58
9360	0.53
9540	0.516666666666667
9720	0.476666666666667
9900	0.516666666666667
10080	0.506666666666667
10260	0.56
10440	0.5
10620	0.53
10800	0.543333333333333
10980	0.55
11160	0.543333333333333
11340	0.53
11520	0.48
11700	0.573333333333333
11880	0.53
12060	0.546666666666667
12240	0.526666666666667
12420	0.503333333333333
12600	0.55
12780	0.46
12960	0.54
13140	0.453333333333333
13320	0.473333333333333
13500	0.546666666666667
13680	0.533333333333333
13860	0.526666666666667
14040	0.49
14220	0.536666666666667
14400	0.523333333333333
14580	0.496666666666667
14760	0.53
14940	0.52
15120	0.563333333333333
15300	0.496666666666667
15480	0.55
15660	0.436666666666667
15840	0.57
16020	0.51
16200	0.586666666666667
16380	0.52
16560	0.543333333333333
16740	0.53
16920	0.496666666666667
17100	0.513333333333333
17280	0.556666666666667
17460	0.563333333333333
17640	0.54
17820	0.546666666666667
18000	0.566666666666667
