# vP2_set	vP1_set	ch1	ch2	ch3	ch4
# "vP2"	"vP1"	"ch1"	"ch2"	"ch3"	"ch4"
# 61	61
16	34	-60.97412109375	126.20849609375	232.4951171875	-248.9501953125
16	35	-59.5947265625	132.67822265625	227.734375	-248.53515625
16	36	-62.4267578125	126.89208984375	228.30810546875	-255.48095703125
16	37	-62.98828125	131.55517578125	233.16650390625	-255.62744140625
16	38	-57.1533203125	129.98046875	232.4951171875	-249.6826171875
16	39	-59.41162109375	132.177734375	227.3681640625	-251.7578125
16	40	-69.39697265625	134.46044921875	227.69775390625	-254.9560546875
16	41	-65.02685546875	127.8076171875	209.19189453125	-245.37353515625
16	42	-73.71826171875	128.96728515625	194.12841796875	-247.44873046875
16	43	-71.47216796875	127.18505859375	202.9541015625	-249.0478515625
16	44	-70.17822265625	127.55126953125	198.1201171875	-251.0986328125
16	45	-69.82421875	124.37744140625	196.56982421875	-250.76904296875
16	46	-74.98779296875	128.06396484375	195.37353515625	-252.0751953125
16	47	-72.9248046875	131.103515625	191.3818359375	-249.86572265625
16	48	-72.9248046875	126.23291015625	198.4375	-246.3623046875
16	49	-74.30419921875	132.33642578125	193.61572265625	-250.42724609375
16	50	-74.462890625	122.00927734375	191.6015625	-247.74169921875
16	51	-72.66845703125	127.587890625	191.650390625	-253.38134765625
16	52	-77.06298828125	122.39990234375	191.2841796875	-250.08544921875
16	53	-78.84521484375	127.5390625	192.39501953125	-250.18310546875
16	54	-76.18408203125	127.18505859375	190.087890625	-252.734375
16	55	-74.5849609375	127.08740234375	189.892578125	-248.57177734375
16	56	-75.86669921875	130.18798828125	193.9697265625	-254.62646484375
16	57	-79.2724609375	128.125	185.72998046875	-251.62353515625
16	58	-77.7587890625	127.9296875	183.6181640625	-253.50341796875
16	59	-76.08642578125	124.35302734375	184.63134765625	-249.7314453125
16	60	-73.828125	127.0263671875	191.78466796875	-251.28173828125

17	0	-84.2529296875	138.1103515625	207.75146484375	-197.93701171875
17	1	-84.14306640625	140.8935546875	211.60888671875	-207.45849609375
17	2	-76.3427734375	138.43994140625	220.12939453125	-213.65966796875
17	3	-68.73779296875	139.0625	222.4365234375	-216.32080078125
17	4	-74.81689453125	137.109375	223.98681640625	-219.81201171875
17	5	-72.03369140625	136.60888671875	222.74169921875	-229.04052734375
17	6	-69.88525390625	136.3525390625	224.5361328125	-215.14892578125
17	7	-71.09375	130.87158203125	228.03955078125	-219.5556640625
17	8	-67.32177734375	135.60791015625	224.8779296875	-229.13818359375
17	9	-66.46728515625	131.640625	224.52392578125	-231.57958984375
17	10	-70.08056640625	134.7900390625	224.15771484375	-230.3955078125
17	11	-66.24755859375	133.3740234375	228.40576171875	-233.09326171875
17	12	-67.8466796875	139.6484375	225.48828125	-228.7353515625
17	13	-63.87939453125	138.7939453125	226.79443359375	-234.8388671875
17	14	-66.05224609375	135.546875	231.11572265625	-236.8408203125
17	15	-65.234375	134.326171875	230.26123046875	-232.763671875
17	16	-66.1865234375	130.9326171875	228.41796875	-236.8896484375
17	17	-65.6005859375	133.984375	228.759765625	-238.61083984375
17	18	-67.8466796875	132.3486328125	228.5888671875	-239.12353515625
17	19	-66.1376953125	134.326171875	228.38134765625	-240.12451171875
17	20	-55.72509765625	130.7861328125	235.60791015625	-242.81005859375
17	21	-66.4794921875	131.884765625	228.96728515625	-238.2568359375
17	22	-61.21826171875	134.9609375	229.45556640625	-239.8681640625
17	23	-65.0390625	132.16552734375	232.36083984375	-243.603515625
17	24	-62.12158203125	130.56640625	231.55517578125	-242.41943359375
17	25	-60.70556640625	135.107421875	234.6923828125	-238.2568359375
17	26	-60.65673828125	132.72705078125	235.44921875	-242.59033203125
17	27	-55.72509765625	131.4453125	226.9775390625	-235.9130859375
17	28	-64.68505859375	135.99853515625	233.36181640625	-244.15283203125
17	29	-60.5224609375	130.67626953125	228.2958984375	-245.37353515625
17	30	-64.5263671875	133.6181640625	229.296875	-240.3076171875
17	31	-61.09619140625	138.2080078125	236.77978515625	-246.00830078125
17	32	-61.4990234375	133.06884765625	231.67724609375	-245.849609375
17	33	-66.6015625	130.70068359375	229.77294921875	-245.86181640625
17	34	-58.77685546875	128.8330078125	235.7666015625	-244.86083984375
17	35	-64.44091796875	135.693359375	234.58251953125	-250.9033203125
17	36	-65.31982421875	127.50244140625	222.216796875	-247.9248046875
17	37	-63.48876953125	127.06298828125	230.419921875	-248.5107421875
17	38	-62.63427734375	135.9619140625	234.28955078125	-246.5576171875
17	39	-64.05029296875	125.72021484375	230.43212890625	-249.40185546875
17	40	-68.5546875	124.64599609375	216.162109375	-247.69287109375
17	41	-69.873046875	132.9345703125	202.9052734375	-247.05810546875
17	42	-73.3642578125	130.79833984375	195.44677734375	-246.923828125
17	43	-72.13134765625	122.0947265625	197.08251953125	-250.96435546875
17	44	-71.6552734375	124.67041015625	191.1865234375	-252.4169921875
17	45	-80.38330078125	128.01513671875	194.32373046875	-251.6357421875
17	46	-75.7080078125	122.96142578125	194.78759765625	-248.6328125
17	47	-72.265625	128.662109375	190.5517578125	-250.84228515625
17	48	-78.28369140625	129.00390625	188.9404296875	-252.47802734375
17	49	-72.2900390625	130.0537109375	189.17236328125	-250.35400390625
17	50	-80.62744140625	128.52783203125	188.63525390625	-243.994140625
17	51	-77.734375	129.638671875	191.40625	-253.3203125
17	52	-73.74267578125	122.57080078125	188.53759765625	-244.873046875
17	53	-78.28369140625	127.44140625	192.66357421875	-248.96240234375
17	54	-76.15966796875	129.98046875	184.87548828125	-250.9521484375
17	55	-75.67138671875	128.515625	186.962890625	-247.13134765625
17	56	-79.84619140625	128.40576171875	184.66796875	-250.29296875
17	57	-78.47900390625	123.74267578125	183.21533203125	-248.4130859375
17	58	-74.609375	127.63671875	188.78173828125	-251.84326171875
17	59	-75.30517578125	123.8037109375	190.6982421875	-252.91748046875
17	60	-79.99267578125	120.2880859375	182.9833984375	-253.125

18	0	-87.82958984375	137.0361328125	213.4521484375	-194.51904296875
18	1	-79.052734375	139.4775390625	214.990234375	-209.1064453125
18	2	-78.271484375	135.85205078125	221.2158203125	-209.08203125
18	3	-73.88916015625	140.44189453125	223.69384765625	-213.85498046875
18	4	-75.78125	135.65673828125	222.52197265625	-218.64013671875
18	5	-74.25537109375	134.1064453125	224.06005859375	-222.5341796875
18	6	-69.71435546875	137.68310546875	219.7509765625	-226.86767578125
18	7	-68.7255859375	136.43798828125	228.01513671875	-222.00927734375
18	8	-69.10400390625	133.349609375	223.779296875	-229.18701171875
18	9	-71.49658203125	137.90283203125	226.72119140625	-229.150390625
18	10	-67.78564453125	132.177734375	222.30224609375	-229.736328125
18	11	-66.2841796875	134.48486328125	232.53173828125	-231.8115234375
18	12	-71.39892578125	133.94775390625	234.75341796875	-231.62841796875
18	13	-64.70947265625	132.421875	230.4443359375	-234.66796875
18	14	-62.7685546875	137.17041015625	233.9599609375	-233.33740234375
18	15	-64.22119140625	137.1826171875	228.515625	-232.04345703125
18	16	-65.966796875	139.12353515625	227.94189453125	-235.44921875
18	17	-67.7490234375	137.82958984375	234.53369140625	-237.2802734375
18	18	-63.5498046875	131.11572265625	228.06396484375	-241.0400390625
18	19	-61.85302734375	131.62841796875	227.4658203125	-244.7265625
18	20	-65.19775390625	133.88671875	234.3505859375	-234.521484375
18	21	-63.37890625	138.37890625	231.3720703125	-245.12939453125
18	22	-65.2099609375	134.9365234375	228.0517578125	-246.05712890625
18	23	-62.353515625	130.4931640625	233.9599609375	-243.7744140625
18	24	-64.27001953125	129.69970703125	230.16357421875	-237.82958984375
18	25	-63.04931640625	138.26904296875	231.97021484375	-237.6708984375
18	26	-62.4267578125	131.396484375	232.38525390625	-245.73974609375
18	27	-63.75732421875	132.75146484375	233.67919921875	-244.43359375
18	28	-63.70849609375	131.2255859375	232.568359375	-242.28515625
18	29	-63.65966796875	133.837890625	231.93359375	-243.4814453125
18	30	-62.4267578125	125.01220703125	233.740234375	-247.998046875
18	31	-66.54052734375	127.57568359375	228.99169921875	-247.47314453125
18	32	-58.7890625	131.54296875	236.474609375	-243.0419921875
18	33	-62.31689453125	131.06689453125	229.5654296875	-243.24951171875
18	34	-61.23046875	132.26318359375	227.783203125	-244.8486328125
18	35	-61.42578125	125.68359375	232.958984375	-246.484375
18	36	-61.6455078125	128.67431640625	228.33251953125	-243.3349609375
18	37	-65.85693359375	129.9560546875	227.72216796875	-246.435546875
18	38	-72.37548828125	129.33349609375	205.65185546875	-248.5107421875
18	39	-69.4580078125	124.20654296875	201.85546875	-242.96875
18	40	-65.24658203125	125.0732421875	205.859375	-250.10986328125
18	41	-72.4609375	127.5146484375	206.57958984375	-249.20654296875
18	42	-73.1689453125	125.84228515625	192.138671875	-248.291015625
18	43	-76.89208984375	124.853515625	192.44384765625	-248.92578125
18	44	-77.24609375	129.26025390625	193.73779296875	-246.91162109375
18	45	-71.93603515625	131.640625	195.22705078125	-249.8779296875
18	46	-70.8251953125	124.267578125	194.2138671875	-250.1953125
18	47	-70.03173828125	122.35107421875	190.71044921875	-251.0498046875
18	48	-77.880859375	129.296875	183.16650390625	-250.1953125
18	49	-77.72216796875	125.03662109375	189.453125	-251.74560546875
18	50	-79.45556640625	128.01513671875	187.09716796875	-252.50244140625
18	51	-72.98583984375	133.75244140625	187.09716796875	-248.095703125
18	52	-75.13427734375	124.9755859375	188.19580078125	-250.5126953125
18	53	-76.513671875	128.9794921875	187.841796875	-251.18408203125
18	54	-78.60107421875	123.25439453125	184.02099609375	-248.62060546875
18	55	-81.01806640625	129.21142578125	182.8125	-250.74462890625
18	56	-75.96435546875	117.76123046875	188.330078125	-249.27978515625
18	57	-74.25537109375	127.60009765625	183.04443359375	-245.5810546875
18	58	-73.59619140625	124.27978515625	182.84912109375	-251.4404296875
18	59	-73.79150390625	130.6884765625	182.568359375	-250.69580078125
18	60	-78.662109375	127.6123046875	184.3994140625	-249.15771484375

19	0	-89.013671875	140.869140625	208.02001953125	-188.5986328125
19	1	-78.43017578125	132.70263671875	217.15087890625	-208.0322265625
19	2	-80.01708984375	133.58154296875	217.00439453125	-212.2314453125
19	3	-78.72314453125	133.3740234375	220.86181640625	-217.10205078125
19	4	-76.123046875	132.62939453125	220.08056640625	-217.71240234375
19	5	-69.189453125	137.60986328125	219.9462890625	-216.97998046875
19	6	-68.10302734375	141.58935546875	224.853515625	-217.83447265625
19	7	-70.3369140625	136.19384765625	226.025390625	-223.7548828125
19	8	-67.10205078125	133.26416015625	228.22265625	-222.71728515625
19	9	-66.2109375	134.21630859375	229.84619140625	-229.38232421875
19	10	-62.646484375	133.5693359375	233.36181640625	-233.5205078125
19	11	-65.3564453125	137.8173828125	222.119140625	-228.94287109375
19	12	-67.71240234375	131.8359375	228.076171875	-236.9873046875
19	13	-67.138671875	130.92041015625	228.3203125	-235.9375
19	14	-68.83544921875	134.521484375	231.54296875	-238.48876953125
19	15	-67.12646484375	132.275390625	224.76806640625	-236.376953125
19	16	-64.404296875	134.1552734375	230.87158203125	-236.07177734375
19	17	-65.24658203125	135.11962890625	226.79443359375	-232.6171875
19	18	-66.76025390625	130.84716796875	230.3955078125	-238.09814453125
19	19	-64.44091796875	134.9609375	231.5185546875	-236.2060546875
19	20	-64.1357421875	130.28564453125	228.076171875	-239.70947265625
19	21	-61.1083984375	132.470703125	230.224609375	-240.73486328125
19	22	-66.49169921875	133.14208984375	231.45751953125	-238.17138671875
19	23	-61.81640625	132.40966796875	230.4931640625	-238.97705078125
19	24	-61.23046875	137.0849609375	228.91845703125	-240.85693359375
19	25	-63.330078125	134.82666015625	228.89404296875	-241.0888671875
19	26	-64.90478515625	133.7890625	234.619140625	-242.76123046875
19	27	-65.58837890625	136.9384765625	231.787109375	-242.32177734375
19	28	-63.51318359375	133.203125	231.1279296875	-245.08056640625
19	29	-62.39013671875	131.94580078125	236.474609375	-239.5263671875
19	30	-64.7705078125	132.06787109375	224.74365234375	-241.845703125
19	31	-68.1640625	134.24072265625	229.43115234375	-252.83203125
19	32	-57.4462890625	131.591796875	227.28271484375	-243.37158203125
19	33	-62.7197265625	136.03515625	235.009765625	-240.7958984375
19	34	-59.2529296875	130.0048828125	233.99658203125	-245.458984375
19	35	-65.625	130.517578125	233.82568359375	-246.78955078125
19	36	-58.31298828125	132.58056640625	226.81884765625	-250.5126953125
19	37	-61.0595703125	129.11376953125	227.587890625	-246.56982421875
19	38	-69.5068359375	132.53173828125	214.51416015625	-247.39990234375
19	39	-69.970703125	125.634765625	213.4521484375	-249.8779296875
19	40	-72.37548828125	132.72705078125	204.052734375	-248.08349609375
19	41	-73.7060546875	126.46484375	196.4599609375	-246.76513671875
19	42	-76.79443359375	120.81298828125	189.85595703125	-248.291015625
19	43	-75.8056640625	125.03662109375	191.73583984375	-247.71728515625
19	44	-68.59130859375	128.60107421875	193.6279296875	-246.25244140625
19	45	-76.416015625	126.6845703125	195.166015625	-249.4873046875
19	46	-74.4384765625	130.078125	190.625	-246.69189453125
19	47	-76.1474609375	129.2236328125	192.8955078125	-248.3642578125
19	48	-74.90234375	126.513671875	186.3037109375	-250.50048828125
19	49	-78.662109375	121.61865234375	186.3037109375	-255.419921875
19	50	-76.5380859375	129.28466796875	181.70166015625	-257.4462890625
19	51	-76.81884765625	122.83935546875	182.861328125	-255.45654296875
19	52	-77.99072265625	126.1474609375	189.14794921875	-248.8037109375
19	53	-75.8544921875	120.49560546875	182.373046875	-254.23583984375
19	54	-79.38232421875	130.96923828125	183.203125	-250.537109375
19	55	-73.974609375	127.50244140625	186.82861328125	-248.84033203125
19	56	-80.82275390625	126.11083984375	184.6435546875	-253.64990234375
19	57	-76.89208984375	130.0537109375	181.6162109375	-251.01318359375
19	58	-81.99462890625	128.79638671875	180.8837890625	-253.50341796875
19	59	-80.517578125	120.93505859375	181.18896484375	-252.86865234375
19	60	-75.9033203125	123.20556640625	175.86669921875	-252.9541015625

20	0	-85.8154296875	136.42578125	207.71484375	-192.05322265625
20	1	-85.8154296875	136.9140625	214.404296875	-205.06591796875
20	2	-72.86376953125	134.55810546875	218.0419921875	-206.84814453125
20	3	-73.47412109375	133.5693359375	224.9755859375	-220.0439453125
20	4	-75.45166015625	139.29443359375	222.32666015625	-218.17626953125
20	5	-71.3623046875	136.34033203125	224.18212890625	-218.83544921875
20	6	-71.30126953125	141.14990234375	227.89306640625	-227.978515625
20	7	-71.83837890625	134.375	226.2939453125	-225.45166015625
20	8	-70.1171875	137.19482421875	226.37939453125	-232.21435546875
20	9	-63.4033203125	135.11962890625	226.13525390625	-228.50341796875
20	10	-65.27099609375	136.0107421875	231.09130859375	-229.931640625
20	11	-68.0908203125	138.7939453125	226.59912109375	-233.16650390625
20	12	-63.5009765625	137.31689453125	231.0302734375	-229.2724609375
20	13	-66.9189453125	131.884765625	227.69775390625	-232.421875
20	14	-63.0859375	133.19091796875	226.67236328125	-237.9150390625
20	15	-62.65869140625	132.33642578125	229.5166015625	-234.60693359375
20	16	-65.33203125	133.97216796875	228.77197265625	-236.865234375
20	17	-67.54150390625	136.8896484375	228.72314453125	-235.64453125
20	18	-67.54150390625	140.673828125	226.46484375	-240.27099609375
20	19	-63.58642578125	134.82666015625	231.689453125	-238.53759765625
20	20	-64.16015625	135.595703125	232.72705078125	-240.869140625
20	21	-62.29248046875	134.31396484375	233.5693359375	-241.90673828125
20	22	-61.2548828125	134.60693359375	230.078125	-239.00146484375
20	23	-61.62109375	132.06787109375	226.62353515625	-246.20361328125
20	24	-62.24365234375	129.98046875	233.3251953125	-243.32275390625
20	25	-62.73193359375	130.908203125	234.21630859375	-244.9951171875
20	26	-57.9833984375	130.79833984375	229.833984375	-242.88330078125
20	27	-59.28955078125	133.21533203125	231.8603515625	-246.2646484375
20	28	-63.134765625	134.1796875	239.3310546875	-242.4072265625
20	29	-63.4521484375	126.5380859375	229.39453125	-242.96875
20	30	-62.07275390625	128.8818359375	230.0048828125	-245.69091796875
20	31	-66.76025390625	127.783203125	235.7666015625	-244.189453125
20	32	-64.8681640625	129.1259765625	230.89599609375	-245.66650390625
20	33	-64.95361328125	134.5703125	229.8583984375	-242.1142578125
20	34	-60.9130859375	130.18798828125	233.55712890625	-251.26953125
20	35	-65.31982421875	131.57958984375	231.0302734375	-247.61962890625
20	36	-62.109375	131.25	232.4462890625	-243.26171875
20	37	-61.87744140625	129.7119140625	230.2001953125	-242.9931640625
20	38	-63.61083984375	124.69482421875	225.4150390625	-241.9189453125
20	39	-71.20361328125	129.8095703125	212.4755859375	-249.90234375
20	40	-77.60009765625	127.08740234375	192.29736328125	-247.18017578125
20	41	-77.55126953125	130.72509765625	187.40234375	-248.20556640625
20	42	-75.89111328125	129.52880859375	184.1064453125	-242.3095703125
20	43	-77.34375	132.21435546875	185.60791015625	-247.5341796875
20	44	-76.708984375	124.951171875	183.642578125	-248.9013671875
20	45	-80.224609375	125.537109375	186.77978515625	-248.66943359375
20	46	-75.62255859375	127.08740234375	184.033203125	-250.439453125
20	47	-76.81884765625	126.513671875	187.12158203125	-247.81494140625
20	48	-82.77587890625	131.77490234375	187.6708984375	-252.44140625
20	49	-80.55419921875	129.3212890625	184.86328125	-247.13134765625
20	50	-76.89208984375	126.904296875	182.2509765625	-247.86376953125
20	51	-74.755859375	125.9521484375	183.4228515625	-245.0927734375
20	52	-80.89599609375	122.47314453125	185.55908203125	-249.98779296875
20	53	-76.7822265625	129.541015625	181.50634765625	-251.79443359375
20	54	-77.47802734375	128.5400390625	181.4697265625	-250.78125
20	55	-83.6181640625	127.45361328125	180.26123046875	-247.66845703125
20	56	-78.22265625	122.9736328125	178.515625	-248.1201171875
20	57	-79.69970703125	120.22705078125	180.17578125	-250.47607421875
20	58	-78.662109375	124.462890625	182.55615234375	-255.76171875
20	59	-82.28759765625	124.96337890625	179.79736328125	-252.63671875
20	60	-82.72705078125	127.197265625	180.126953125	-251.89208984375

21	0	-90.71044921875	140.88134765625	203.3935546875	-195.1904296875
21	1	-82.53173828125	139.0380859375	216.12548828125	-205.56640625
21	2	-77.783203125	133.056640625	218.83544921875	-214.3798828125
21	3	-72.802734375	133.14208984375	221.22802734375	-218.4814453125
21	4	-77.734375	138.330078125	221.81396484375	-220.2392578125
21	5	-67.8955078125	135.68115234375	223.6328125	-220.20263671875
21	6	-69.287109375	136.24267578125	224.18212890625	-221.2646484375
21	7	-69.54345703125	139.19677734375	221.35009765625	-221.1181640625
21	8	-66.6015625	140.31982421875	230.3955078125	-227.50244140625
21	9	-69.10400390625	141.2353515625	227.7587890625	-233.50830078125
21	10	-69.64111328125	134.24072265625	225.06103515625	-232.2998046875
21	11	-65.56396484375	130.04150390625	222.509765625	-235.46142578125
21	12	-64.74609375	135.4248046875	224.67041015625	-234.75341796875
21	13	-65.31982421875	137.04833984375	226.59912109375	-232.5927734375
21	14	-60.05859375	134.58251953125	224.51171875	-233.3251953125
21	15	-67.19970703125	135.19287109375	231.82373046875	-234.14306640625
21	16	-63.5986328125	141.12548828125	230.0537109375	-244.62890625
21	17	-65.9912109375	133.642578125	226.0009765625	-233.65478515625
21	18	-63.65966796875	132.1044921875	227.5634765625	-239.0625
21	19	-62.5732421875	130.99365234375	230.74951171875	-240.91796875
21	20	-63.2080078125	136.87744140625	227.5634765625	-237.85400390625
21	21	-58.14208984375	134.7900390625	234.326171875	-238.75732421875
21	22	-64.404296875	132.2509765625	228.52783203125	-242.39501953125
21	23	-60.7421875	138.0126953125	228.38134765625	-235.85205078125
21	24	-61.1572265625	137.1826171875	230.67626953125	-240.8935546875
21	25	-68.5791015625	136.04736328125	228.5888671875	-239.16015625
21	26	-60.3271484375	131.8359375	234.21630859375	-241.12548828125
21	27	-64.111328125	135.60791015625	231.0546875	-239.80712890625
21	28	-60.7666015625	137.95166015625	230.87158203125	-240.05126953125
21	29	-64.501953125	126.220703125	226.86767578125	-237.95166015625
21	30	-61.5478515625	132.6904296875	233.642578125	-246.9970703125
21	31	-58.837890625	131.48193359375	228.1005859375	-235.82763671875
21	32	-54.45556640625	127.783203125	233.5693359375	-244.3603515625
21	33	-63.02490234375	130.078125	234.31396484375	-245.5810546875
21	34	-64.94140625	130.6640625	231.34765625	-248.9990234375
21	35	-61.46240234375	129.55322265625	232.373046875	-247.13134765625
21	36	-59.716796875	132.7880859375	227.83203125	-245.22705078125
21	37	-63.34228515625	131.201171875	224.7802734375	-245.849609375
21	38	-60.25390625	136.083984375	228.25927734375	-242.73681640625
21	39	-66.63818359375	125.3173828125	215.33203125	-246.38671875
21	40	-71.97265625	132.080078125	201.9775390625	-251.6357421875
21	41	-71.25244140625	131.26220703125	196.15478515625	-245.91064453125
21	42	-76.94091796875	129.19921875	179.736328125	-253.1494140625
21	43	-77.89306640625	128.64990234375	191.68701171875	-247.47314453125
21	44	-75.3662109375	127.74658203125	189.85595703125	-251.416015625
21	45	-75.59814453125	124.90234375	190.087890625	-251.28173828125
21	46	-80.6884765625	122.509765625	185.25390625	-245.9228515625
21	47	-80.50537109375	124.59716796875	185.31494140625	-249.67041015625
21	48	-77.52685546875	123.5107421875	188.37890625	-254.052734375
21	49	-80.62744140625	131.34765625	185.21728515625	-251.66015625
21	50	-80.615234375	130.8837890625	185.58349609375	-252.734375
21	51	-82.03125	122.42431640625	185.693359375	-252.5390625
21	52	-83.38623046875	128.4423828125	182.40966796875	-250.5126953125
