# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	168.634948730469	0.71
0.25	164.5263671875	0.63
0.5	166.856689453125	0.67
0.75	164.411926269531	0.635
1	157.935485839844	0.55
1.25	158.220825195312	0.57
1.5	154.980163574219	0.495
1.75	150.008850097656	0.415
2	144.78515625	0.33
2.25	146.201782226562	0.35
2.5	142.423400878906	0.315
2.75	132.832946777344	0.17
3	135.923767089844	0.215
3.25	132.863464355469	0.145
3.5	130.299072265625	0.125
3.75	130.774841308594	0.135
4	128.06884765625	0.085
4.25	129.391784667969	0.105
4.5	129.871215820312	0.11
4.75	129.211120605469	0.1
5	129.612121582031	0.115
5.25	129.231872558594	0.105
5.5	130.195922851562	0.09
5.75	128.113708496094	0.075
6	129.014587402344	0.07
6.25	133.7158203125	0.145
6.5	128.937377929688	0.075
6.75	129.725952148438	0.09
7	127.076721191406	0.055
7.25	130.318908691406	0.095
7.5	129.013671875	0.07
7.75	129.500122070312	0.09
8	129.074401855469	0.085
8.25	135.258483886719	0.165
8.5	132.168579101562	0.13
8.75	131.543273925781	0.15
9	136.694030761719	0.225
9.25	136.235656738281	0.24
9.5	139.703063964844	0.29
9.75	144.430847167969	0.345
10	145.653991699219	0.375
10.25	151.847534179688	0.46
10.5	154.340515136719	0.485
10.75	158.029479980469	0.565
11	160.998229980469	0.605
11.25	163.689270019531	0.675
11.5	169.554443359375	0.76
11.75	173.141784667969	0.805
12	171.987915039062	0.785
12.25	172.711791992188	0.795
12.5	177.046203613281	0.87
12.75	176.250610351562	0.85
13	177.201538085938	0.87
13.25	176.946105957031	0.85
13.5	172.451171875	0.81
13.75	176.934814453125	0.865
14	170.085754394531	0.775
14.25	169.310913085938	0.74
14.5	164.426879882812	0.67
14.75	163.422241210938	0.67
15	159.135437011719	0.575
15.25	155.590209960938	0.51
15.5	154.209594726562	0.51
15.75	148.498840332031	0.4
16	144.190368652344	0.335
16.25	140.778503417969	0.28
16.5	143.643493652344	0.31
16.75	137.169799804688	0.25
17	131.493835449219	0.165
17.25	130.877685546875	0.13
17.5	128.522644042969	0.105
17.75	132.523498535156	0.14
18	130.075378417969	0.115
18.25	126.08642578125	0.07
18.5	128.177490234375	0.08
18.75	127.169189453125	0.075
19	127.208862304688	0.075
19.25	128.482055664062	0.085
19.5	127.010192871094	0.065
19.75	127.462158203125	0.065
20	126.174011230469	0.075
20.25	128.969116210938	0.105
20.5	127.981262207031	0.07
20.75	132.739562988281	0.13
21	128.13232421875	0.08
21.25	126.941528320312	0.075
21.5	128.72314453125	0.085
21.75	127.119140625	0.075
22	131.546936035156	0.115
22.25	130.719909667969	0.1
22.5	132.611999511719	0.13
22.75	135.028381347656	0.185
23	134.070739746094	0.175
23.25	139.840698242188	0.24
23.5	140.746154785156	0.28
23.75	141.812438964844	0.315
24	142.109680175781	0.315
24.25	150.676574707031	0.445
24.5	151.916809082031	0.465
24.75	158.138122558594	0.555
25	161.401977539062	0.595
25.25	166.051635742188	0.67
25.5	168.716735839844	0.715
25.75	172.16796875	0.77
26	175.302734375	0.805
26.25	177.807006835938	0.835
26.5	179.329223632812	0.875
26.75	177.848205566406	0.83
27	179.94140625	0.875
27.25	181.94091796875	0.905
27.5	177.648010253906	0.83
27.75	174.704284667969	0.825
28	171.784973144531	0.75
28.25	172.695922851562	0.775
28.5	168.4375	0.71
28.75	167.086181640625	0.685
29	161.976318359375	0.605
29.25	161.971740722656	0.59
29.5	154.2041015625	0.485
29.75	155.605163574219	0.505
30	146.527709960938	0.385
