# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	182.114562988281	0.92
0.25	183.218994140625	0.92
0.5	180.058898925781	0.875
0.75	179.918823242188	0.875
1	172.091064453125	0.78
1.25	174.1796875	0.78
1.5	169.754638671875	0.71
1.75	166.929016113281	0.655
2	162.347412109375	0.585
2.25	164.1015625	0.615
2.5	157.790222167969	0.5
2.75	153.250122070312	0.39
3	151.255187988281	0.39
3.25	149.829711914062	0.35
3.5	143.09326171875	0.295
3.75	140.399780273438	0.245
4	139.98291015625	0.23
4.25	137.064208984375	0.16
4.5	132.344055175781	0.125
4.75	133.268432617188	0.125
5	136.596374511719	0.18
5.25	134.3212890625	0.12
5.5	132.493591308594	0.11
5.75	131.962280273438	0.125
6	129.551391601562	0.075
6.25	133.35693359375	0.085
6.5	134.999084472656	0.115
6.75	132.274169921875	0.095
7	133.505249023438	0.125
7.25	129.94384765625	0.06
7.5	130.711364746094	0.07
7.75	130.134887695312	0.08
8	132.892150878906	0.1
8.25	133.743286132812	0.125
8.5	131.759948730469	0.11
8.75	130.87646484375	0.125
9	133.540344238281	0.16
9.25	132.244567871094	0.155
9.5	137.237548828125	0.23
9.75	138.919982910156	0.23
10	135.419006347656	0.215
10.25	140.439147949219	0.275
10.5	145.379638671875	0.315
10.75	150.105590820312	0.39
11	148.450622558594	0.395
11.25	154.067993164062	0.49
11.5	159.303283691406	0.565
11.75	158.3056640625	0.55
12	164.486389160156	0.635
12.25	171.098022460938	0.775
12.5	168.847045898438	0.725
12.75	176.471252441406	0.83
13	178.318176269531	0.84
13.25	177.251586914062	0.845
13.5	174.838562011719	0.83
13.75	180.776672363281	0.91
14	180.167236328125	0.895
14.25	179.9609375	0.91
14.5	179.237976074219	0.865
14.75	178.883361816406	0.865
15	175.295104980469	0.85
15.25	171.024169921875	0.755
15.5	165.576171875	0.67
15.75	168.332214355469	0.725
16	162.176513671875	0.585
16.25	160.7763671875	0.56
16.5	157.774963378906	0.53
16.75	153.685302734375	0.46
17	147.716674804688	0.385
17.25	147.393188476562	0.365
17.5	141.422119140625	0.275
17.75	140.568542480469	0.255
18	137.882995605469	0.22
18.25	137.098999023438	0.205
18.5	132.355651855469	0.135
18.75	131.627807617188	0.11
19	130.917053222656	0.095
19.25	130.552978515625	0.1
19.5	132.294006347656	0.11
19.75	134.098205566406	0.11
20	135.860290527344	0.105
20.25	133.594970703125	0.105
20.5	135.954284667969	0.15
20.75	131.41845703125	0.08
21	133.581848144531	0.12
21.25	134.604797363281	0.085
21.5	141.171569824219	0.165
21.75	139.556884765625	0.135
22	137.524719238281	0.125
22.25	133.571166992188	0.105
22.5	135.714111328125	0.135
22.75	136.338500976562	0.135
23	136.557312011719	0.135
23.25	136.947326660156	0.135
23.5	138.279418945312	0.16
23.75	140.107727050781	0.2
24	138.800659179688	0.19
24.25	144.791870117188	0.285
24.5	145.210266113281	0.32
24.75	152.363891601562	0.405
25	152.998657226562	0.41
25.25	154.919738769531	0.435
25.5	155.451049804688	0.465
25.75	156.275329589844	0.48
26	165.595397949219	0.645
26.25	167.306213378906	0.68
26.5	168.958129882812	0.685
26.75	171.004333496094	0.73
27	175.882568359375	0.795
27.25	179.463195800781	0.825
27.5	183.598937988281	0.89
27.75	180.873718261719	0.865
28	182.5439453125	0.905
28.25	180.733642578125	0.87
28.5	184.064331054688	0.91
28.75	182.716674804688	0.875
29	181.1376953125	0.85
29.25	176.005859375	0.78
29.5	178.046264648438	0.81
29.75	168.952331542969	0.68
30	162.442321777344	0.575
