# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 51
0	0.926666666666667
244	0.913333333333333
488	0.933333333333333
732	0.923333333333333
976	0.916666666666667
1220	0.913333333333333
1464	0.916666666666667
1708	0.9
1952	0.933333333333333
2196	0.933333333333333
2440	0.916666666666667
2684	0.903333333333333
2928	0.853333333333333
3172	0.87
3416	0.88
3660	0.883333333333333
3904	0.87
4148	0.873333333333333
4392	0.82
4636	0.85
4880	0.82
5124	0.736666666666667
5368	0.716666666666667
5612	0.726666666666667
5856	0.69
6100	0.693333333333333
6344	0.643333333333333
6588	0.636666666666667
6832	0.606666666666667
7076	0.626666666666667
7320	0.61
7564	0.68
7808	0.6
8052	0.563333333333333
8296	0.586666666666667
8540	0.583333333333333
8784	0.55
9028	0.53
9272	0.593333333333333
9516	0.523333333333333
9760	0.54
10004	0.53
10248	0.533333333333333
10492	0.513333333333333
10736	0.503333333333333
10980	0.563333333333333
11224	0.57
11468	0.51
11712	0.53
11956	0.536666666666667
12200	0.536666666666667
