# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.316666666666667
0.6	0.326666666666667
1.2	0.363333333333333
1.8	0.258333333333333
2.4	0.255
3	0.186666666666667
3.6	0.163333333333333
4.2	0.123333333333333
4.8	0.106666666666667
5.4	0.0666666666666667
6	0.0866666666666667
6.6	0.106666666666667
7.2	0.133333333333333
7.8	0.208333333333333
8.4	0.255
9	0.305
9.6	0.456666666666667
10.2	0.515
10.8	0.643333333333333
11.4	0.686666666666667
12	0.766666666666667
12.6	0.826666666666667
13.2	0.901666666666667
13.8	0.916666666666667
14.4	0.933333333333333
15	0.915
15.6	0.906666666666667
16.2	0.84
16.8	0.766666666666667
17.4	0.743333333333333
18	0.645
18.6	0.536666666666667
19.2	0.438333333333333
19.8	0.348333333333333
20.4	0.271666666666667
21	0.181666666666667
21.6	0.18
22.2	0.153333333333333
22.8	0.0966666666666667
23.4	0.0916666666666667
24	0.103333333333333
24.6	0.138333333333333
25.2	0.133333333333333
25.8	0.195
26.4	0.265
27	0.278333333333333
27.6	0.286666666666667
28.2	0.34
28.8	0.343333333333333
29.4	0.355
30	0.333333333333333
30.6	0.315
31.2	0.288333333333333
31.8	0.253333333333333
32.4	0.235
33	0.178333333333333
33.6	0.123333333333333
34.2	0.12
34.8	0.0916666666666667
35.4	0.103333333333333
36	0.136666666666667
36.6	0.145
37.2	0.166666666666667
37.8	0.25
38.4	0.34
39	0.426666666666667
39.6	0.511666666666667
40.2	0.613333333333333
40.8	0.66
41.4	0.75
42	0.845
42.6	0.885
43.2	0.921666666666667
43.8	0.925
44.4	0.935
45	0.921666666666667
45.6	0.888333333333333
46.2	0.806666666666667
46.8	0.68
47.4	0.683333333333333
48	0.561666666666667
48.6	0.438333333333333
49.2	0.38
49.8	0.315
50.4	0.243333333333333
51	0.183333333333333
51.6	0.143333333333333
52.2	0.0983333333333333
52.8	0.0816666666666667
53.4	0.0933333333333333
54	0.143333333333333
54.6	0.155
55.2	0.17
55.8	0.226666666666667
56.4	0.241666666666667
57	0.306666666666667
57.6	0.291666666666667
58.2	0.333333333333333
58.8	0.375
59.4	0.353333333333333
60	0.311666666666667
