# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.281666666666667
0.6	0.251666666666667
1.2	0.283333333333333
1.8	0.275
2.4	0.231666666666667
3	0.191666666666667
3.6	0.181666666666667
4.2	0.173333333333333
4.8	0.108333333333333
5.4	0.121666666666667
6	0.0766666666666667
6.6	0.101666666666667
7.2	0.103333333333333
7.8	0.103333333333333
8.4	0.151666666666667
9	0.216666666666667
9.6	0.286666666666667
10.2	0.358333333333333
10.8	0.438333333333333
11.4	0.54
12	0.6
12.6	0.718333333333333
13.2	0.76
13.8	0.826666666666667
14.4	0.868333333333333
15	0.925
15.6	0.94
16.2	0.928333333333333
16.8	0.908333333333333
17.4	0.878333333333333
18	0.795
18.6	0.738333333333333
19.2	0.611666666666667
19.8	0.521666666666667
20.4	0.445
21	0.353333333333333
21.6	0.286666666666667
22.2	0.27
22.8	0.178333333333333
23.4	0.13
24	0.12
24.6	0.0833333333333333
25.2	0.0716666666666667
25.8	0.0983333333333333
26.4	0.116666666666667
27	0.131666666666667
27.6	0.193333333333333
28.2	0.155
28.8	0.19
29.4	0.273333333333333
30	0.268333333333333
30.6	0.221666666666667
31.2	0.236666666666667
31.8	0.238333333333333
32.4	0.186666666666667
33	0.175
33.6	0.181666666666667
34.2	0.123333333333333
34.8	0.085
35.4	0.0716666666666667
36	0.0783333333333333
36.6	0.0883333333333333
37.2	0.0916666666666667
37.8	0.165
38.4	0.213333333333333
39	0.26
39.6	0.375
40.2	0.43
40.8	0.508333333333333
41.4	0.615
42	0.673333333333333
42.6	0.725
43.2	0.818333333333333
43.8	0.891666666666667
44.4	0.908333333333333
45	0.921666666666667
45.6	0.925
46.2	0.926666666666667
46.8	0.89
47.4	0.841666666666667
48	0.775
48.6	0.661666666666667
49.2	0.626666666666667
49.8	0.468333333333333
50.4	0.41
51	0.325
51.6	0.263333333333333
52.2	0.186666666666667
52.8	0.138333333333333
53.4	0.105
54	0.0783333333333333
54.6	0.0583333333333333
55.2	0.0783333333333333
55.8	0.1
56.4	0.141666666666667
57	0.108333333333333
57.6	0.168333333333333
58.2	0.2
58.8	0.24
59.4	0.23
60	0.263333333333333
