# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	180.537109375	0.915
0.25	178.261108398438	0.89
0.5	176.607666015625	0.865
0.75	173.735656738281	0.795
1	172.3095703125	0.785
1.25	169.846496582031	0.75
1.5	167.737426757812	0.695
1.75	161.676025390625	0.59
2	159.299621582031	0.56
2.25	156.884155273438	0.52
2.5	155.358276367188	0.49
2.75	145.526733398438	0.34
3	145.726318359375	0.35
3.25	142.143859863281	0.3
3.5	138.130493164062	0.26
3.75	135.862731933594	0.24
4	134.423217773438	0.18
4.25	129.727478027344	0.125
4.5	131.3623046875	0.13
4.75	125.452270507812	0.065
5	127.909851074219	0.085
5.25	128.671569824219	0.105
5.5	127.655944824219	0.07
5.75	128.831176757812	0.095
6	126.054382324219	0.08
6.25	127.695007324219	0.075
6.5	126.88232421875	0.075
6.75	127.501831054688	0.07
7	128.486938476562	0.08
7.25	128.169250488281	0.08
7.5	127.671203613281	0.08
7.75	127.59033203125	0.1
8	130.494689941406	0.12
8.25	130.007019042969	0.135
8.5	130.978088378906	0.12
8.75	128.023071289062	0.1
9	130.263061523438	0.125
9.25	133.457946777344	0.15
9.5	134.390563964844	0.18
9.75	136.468200683594	0.215
10	141.286926269531	0.265
10.25	142.281799316406	0.28
10.5	147.43408203125	0.37
10.75	148.084716796875	0.36
11	150.718383789062	0.42
11.25	155.019836425781	0.505
11.5	165.324096679688	0.64
11.75	164.167175292969	0.615
12	167.375793457031	0.685
12.25	173.455810546875	0.785
12.5	178.442077636719	0.835
12.75	175.762939453125	0.795
13	178.701171875	0.85
13.25	180.482177734375	0.9
13.5	181.790161132812	0.905
13.75	182.442016601562	0.92
14	179.529724121094	0.895
14.25	179.935302734375	0.875
14.5	177.709655761719	0.85
14.75	177.756652832031	0.85
15	176.3330078125	0.82
15.25	173.626708984375	0.78
15.5	169.269104003906	0.72
15.75	164.6533203125	0.63
16	160.643310546875	0.565
16.25	157.611999511719	0.505
16.5	153.344116210938	0.455
16.75	148.61572265625	0.36
17	145.831298828125	0.315
17.25	142.289123535156	0.25
17.5	140.072021484375	0.245
17.75	135.701599121094	0.165
18	138.490295410156	0.215
18.25	136.239013671875	0.165
18.5	135.658569335938	0.155
18.75	135.051879882812	0.15
19	130.539245605469	0.1
19.25	133.702087402344	0.115
19.5	129.465026855469	0.06
19.75	130.945739746094	0.09
20	130.591430664062	0.105
20.25	129.049682617188	0.095
20.5	131.800231933594	0.105
20.75	129.522705078125	0.065
21	128.157958984375	0.055
21.25	130.330200195312	0.105
21.5	129.088134765625	0.085
21.75	127.209167480469	0.06
22	129.916687011719	0.1
22.25	129.754333496094	0.115
22.5	129.419860839844	0.105
22.75	130.962219238281	0.12
23	132.244262695312	0.13
23.25	131.264953613281	0.12
23.5	130.071105957031	0.15
23.75	133.766174316406	0.19
24	136.933898925781	0.22
24.25	141.0791015625	0.28
24.5	145.749816894531	0.35
24.75	148.569641113281	0.39
25	154.351806640625	0.47
25.25	148.67919921875	0.425
25.5	153.470764160156	0.5
25.75	160.354614257812	0.595
26	166.097412109375	0.665
26.25	164.94384765625	0.67
26.5	171.325378417969	0.785
26.75	172.588806152344	0.78
27	177.33642578125	0.855
27.25	177.235107421875	0.88
27.5	181.541442871094	0.915
27.75	177.254333496094	0.88
28	180.521240234375	0.94
28.25	179.40673828125	0.91
28.5	177.626953125	0.885
28.75	177.422790527344	0.89
29	171.136169433594	0.78
29.25	170.32470703125	0.765
29.5	168.128356933594	0.735
29.75	165.345764160156	0.68
30	165.773620605469	0.695
