# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.361666666666667
0.6	0.413333333333333
1.2	0.455
1.8	0.585
2.4	0.6
3	0.676666666666667
3.6	0.733333333333333
4.2	0.79
4.8	0.863333333333333
5.4	0.896666666666667
6	0.891666666666667
6.6	0.868333333333333
7.2	0.895
7.8	0.845
8.4	0.833333333333333
9	0.791666666666667
9.6	0.758333333333333
10.2	0.73
10.8	0.65
11.4	0.536666666666667
12	0.508333333333333
12.6	0.415
13.2	0.326666666666667
13.8	0.313333333333333
14.4	0.218333333333333
15	0.208333333333333
15.6	0.168333333333333
16.2	0.136666666666667
16.8	0.09
17.4	0.0766666666666667
18	0.13
18.6	0.0666666666666667
19.2	0.0983333333333333
19.8	0.08
20.4	0.09
21	0.113333333333333
21.6	0.0966666666666667
22.2	0.0916666666666667
22.8	0.105
23.4	0.085
24	0.085
24.6	0.0783333333333333
25.2	0.0916666666666667
25.8	0.106666666666667
26.4	0.145
27	0.118333333333333
27.6	0.168333333333333
28.2	0.191666666666667
28.8	0.275
29.4	0.32
30	0.373333333333333
30.6	0.43
31.2	0.471666666666667
31.8	0.591666666666667
32.4	0.648333333333333
33	0.673333333333333
33.6	0.773333333333333
34.2	0.806666666666667
34.8	0.851666666666667
35.4	0.905
36	0.898333333333333
36.6	0.873333333333333
37.2	0.901666666666667
37.8	0.866666666666667
38.4	0.816666666666667
39	0.765
39.6	0.678333333333333
40.2	0.661666666666667
40.8	0.56
41.4	0.515
42	0.431666666666667
42.6	0.385
43.2	0.298333333333333
43.8	0.283333333333333
44.4	0.225
45	0.215
45.6	0.181666666666667
46.2	0.108333333333333
46.8	0.113333333333333
47.4	0.0766666666666667
48	0.095
48.6	0.07
49.2	0.085
49.8	0.111666666666667
50.4	0.095
51	0.0966666666666667
51.6	0.105
52.2	0.0883333333333333
52.8	0.121666666666667
53.4	0.09
54	0.0716666666666667
54.6	0.0833333333333333
55.2	0.0883333333333333
55.8	0.111666666666667
56.4	0.153333333333333
57	0.185
57.6	0.223333333333333
58.2	0.235
58.8	0.305
59.4	0.366666666666667
60	0.388333333333333
