# t_cz_set	su_S_North
# "t_cz"	"su_S_North"
# 51
0	0.4875
1.5	0.2375
3	0.1125
4.5	0.1875
6	0.2375
7.5	0.35
9	0.5125
10.5	0.7375
12	0.825
13.5	0.8
15	0.8875
16.5	0.85
18	0.7125
19.5	0.475
21	0.3875
22.5	0.2625
24	0.1375
25.5	0.2
27	0.2875
28.5	0.4375
30	0.5125
31.5	0.6875
33	0.875
34.5	0.8625
36	0.85
37.5	0.6625
39	0.5
40.5	0.4125
42	0.3625
43.5	0.175
45	0.15
46.5	0.2125
48	0.3
49.5	0.475
51	0.7375
52.5	0.7625
54	0.9
55.5	0.8875
57	0.8375
58.5	0.675
60	0.525
61.5	0.375
63	0.1875
64.5	0.275
66	0.1875
67.5	0.3
69	0.35
70.5	0.5875
72	0.775
73.5	0.8875
75	0.925
