# t_cz_set	su_S_North
# "t_cz"	"su_S_North"
# 40
0	0.846666666666667
12.3	0.513333333333333
24.6	0.313333333333333
36.9	0.15
49.2	0.316666666666667
61.5	0.68
73.8	0.91
86.1	0.87
98.4	0.756666666666667
110.7	0.523333333333333
123	0.363333333333333
135.3	0.203333333333333
147.6	0.296666666666667
159.9	0.443333333333333
172.2	0.746666666666667
184.5	0.863333333333333
196.8	0.81
209.1	0.613333333333333
221.4	0.383333333333333
233.7	0.206666666666667
246	0.246666666666667
258.3	0.423333333333333
270.6	0.683333333333333
282.9	0.78
295.2	0.853333333333333
307.5	0.693333333333333
319.8	0.456666666666667
332.1	0.393333333333333
344.4	0.286666666666667
356.7	0.32
369	0.543333333333333
381.3	0.7
393.6	0.783333333333333
405.9	0.82
418.2	0.626666666666667
430.5	0.493333333333333
442.8	0.25
455.1	0.263333333333333
467.4	0.356666666666667
479.7	0.366666666666667
