# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.176666666666667
0.6	0.185
1.2	0.163333333333333
1.8	0.123333333333333
2.4	0.125
3	0.11
3.6	0.111666666666667
4.2	0.11
4.8	0.0766666666666667
5.4	0.0733333333333333
6	0.085
6.6	0.095
7.2	0.06
7.8	0.101666666666667
8.4	0.0766666666666667
9	0.0516666666666667
9.6	0.065
10.2	0.0866666666666667
10.8	0.108333333333333
11.4	0.0883333333333333
12	0.0783333333333333
12.6	0.09
13.2	0.0883333333333333
13.8	0.0883333333333333
14.4	0.0916666666666667
15	0.0866666666666667
15.6	0.0816666666666667
16.2	0.0883333333333333
16.8	0.0966666666666667
17.4	0.106666666666667
18	0.116666666666667
18.6	0.151666666666667
19.2	0.111666666666667
19.8	0.141666666666667
20.4	0.168333333333333
21	0.151666666666667
21.6	0.196666666666667
22.2	0.233333333333333
22.8	0.238333333333333
23.4	0.221666666666667
24	0.201666666666667
24.6	0.236666666666667
25.2	0.203333333333333
25.8	0.2
26.4	0.226666666666667
27	0.198333333333333
27.6	0.186666666666667
28.2	0.206666666666667
28.8	0.198333333333333
29.4	0.17
30	0.131666666666667
30.6	0.14
31.2	0.113333333333333
31.8	0.121666666666667
32.4	0.148333333333333
33	0.138333333333333
33.6	0.113333333333333
34.2	0.095
34.8	0.0966666666666667
35.4	0.111666666666667
36	0.0816666666666667
36.6	0.101666666666667
37.2	0.128333333333333
37.8	0.0766666666666667
38.4	0.0633333333333333
39	0.1
39.6	0.085
40.2	0.101666666666667
40.8	0.116666666666667
41.4	0.0833333333333333
42	0.0833333333333333
42.6	0.0933333333333333
43.2	0.115
43.8	0.106666666666667
44.4	0.08
45	0.101666666666667
45.6	0.11
46.2	0.0983333333333333
46.8	0.116666666666667
47.4	0.155
48	0.125
48.6	0.15
49.2	0.13
49.8	0.175
50.4	0.196666666666667
51	0.19
51.6	0.22
52.2	0.231666666666667
52.8	0.253333333333333
53.4	0.216666666666667
54	0.225
54.6	0.23
55.2	0.211666666666667
55.8	0.195
56.4	0.216666666666667
57	0.2
57.6	0.155
58.2	0.153333333333333
58.8	0.203333333333333
59.4	0.146666666666667
60	0.123333333333333
