# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	156.694641113281	0.495
0.25	156.19384765625	0.515
0.5	159.550170898438	0.545
0.75	162.382507324219	0.585
1	160.25634765625	0.55
1.25	158.188171386719	0.52
1.5	148.664245605469	0.385
1.75	149.9951171875	0.375
2	147.854614257812	0.36
2.25	146.393737792969	0.31
2.5	140.680236816406	0.245
2.75	134.944763183594	0.15
3	136.610412597656	0.14
3.25	134.486999511719	0.135
3.5	130.941772460938	0.075
3.75	132.868041992188	0.08
4	132.882080078125	0.1
4.25	136.696166992188	0.135
4.5	134.81689453125	0.135
4.75	139.041748046875	0.19
5	139.777221679688	0.21
5.25	143.871765136719	0.275
5.5	143.750610351562	0.27
5.75	154.49462890625	0.435
6	157.119140625	0.48
6.25	156.524658203125	0.48
6.5	160.567321777344	0.545
6.75	162.140197753906	0.565
7	162.124633789062	0.58
7.25	162.792663574219	0.59
7.5	164.806823730469	0.605
7.75	166.072082519531	0.62
8	161.310729980469	0.55
8.25	156.96044921875	0.495
8.5	153.9404296875	0.435
8.75	148.309326171875	0.36
9	148.688049316406	0.325
9.25	144.609069824219	0.265
9.5	138.10302734375	0.195
9.75	138.009643554688	0.19
10	136.543884277344	0.17
10.25	133.891296386719	0.105
10.5	135.312805175781	0.125
10.75	132.230834960938	0.105
11	133.705444335938	0.085
11.25	133.734436035156	0.09
11.5	134.8291015625	0.125
11.75	138.367004394531	0.165
12	139.540710449219	0.185
12.25	144.297790527344	0.27
12.5	151.44775390625	0.38
12.75	147.460632324219	0.315
13	152.577819824219	0.405
13.25	152.405090332031	0.395
13.5	158.171081542969	0.5
13.75	163.454895019531	0.565
14	158.061828613281	0.485
14.25	161.730651855469	0.54
14.5	165.752258300781	0.605
14.75	160.703430175781	0.54
15	159.355163574219	0.51
15.25	156.6015625	0.515
15.5	151.324157714844	0.4
15.75	152.982788085938	0.42
16	150.450744628906	0.345
16.25	146.339416503906	0.325
16.5	141.717224121094	0.23
16.75	137.514343261719	0.18
17	138.464050292969	0.155
17.25	136.280517578125	0.105
17.5	132.680969238281	0.07
17.75	131.484069824219	0.085
18	131.623229980469	0.08
18.25	131.297607421875	0.07
18.5	134.342041015625	0.105
18.75	133.798828125	0.14
19	138.531188964844	0.19
19.25	141.967163085938	0.24
19.5	152.177734375	0.37
19.75	151.598815917969	0.37
20	158.756713867188	0.5
20.25	154.417114257812	0.42
20.5	159.796142578125	0.525
20.75	163.172912597656	0.57
21	161.714782714844	0.545
21.25	164.347534179688	0.59
21.5	164.249267578125	0.6
21.75	164.215087890625	0.605
22	162.333068847656	0.555
22.25	158.983459472656	0.52
22.5	157.639770507812	0.495
22.75	154.769897460938	0.48
23	150.858764648438	0.4
23.25	151.281127929688	0.38
23.5	148.980712890625	0.355
23.75	140.007019042969	0.225
24	136.018676757812	0.16
24.25	137.957763671875	0.165
24.5	132.879943847656	0.105
24.75	133.245849609375	0.12
25	132.952880859375	0.1
25.25	132.206420898438	0.1
25.5	134.263000488281	0.13
25.75	137.40478515625	0.155
26	140.144653320312	0.195
26.25	142.503967285156	0.205
26.5	145.448303222656	0.295
26.75	148.713684082031	0.325
27	149.927673339844	0.35
27.25	152.163696289062	0.41
27.5	155.431823730469	0.47
27.75	156.454772949219	0.49
28	160.302429199219	0.53
28.25	159.520874023438	0.52
28.5	159.021301269531	0.5
28.75	161.019897460938	0.555
29	158.770446777344	0.495
29.25	163.09814453125	0.56
29.5	158.678283691406	0.475
29.75	157.823486328125	0.47
30	150.029602050781	0.35
