# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.201666666666667
0.6	0.14
1.2	0.095
1.8	0.106666666666667
2.4	0.085
3	0.155
3.6	0.195
4.2	0.323333333333333
4.8	0.411666666666667
5.4	0.496666666666667
6	0.631666666666667
6.6	0.736666666666667
7.2	0.821666666666667
7.8	0.873333333333333
8.4	0.923333333333333
9	0.95
9.6	0.925
10.2	0.898333333333333
10.8	0.843333333333333
11.4	0.773333333333333
12	0.683333333333333
12.6	0.611666666666667
13.2	0.536666666666667
13.8	0.376666666666667
14.4	0.27
15	0.191666666666667
15.6	0.15
16.2	0.11
16.8	0.0883333333333333
17.4	0.108333333333333
18	0.153333333333333
18.6	0.228333333333333
19.2	0.281666666666667
19.8	0.383333333333333
20.4	0.485
21	0.53
21.6	0.656666666666667
22.2	0.688333333333333
22.8	0.773333333333333
23.4	0.836666666666667
24	0.805
24.6	0.806666666666667
25.2	0.783333333333333
25.8	0.721666666666667
26.4	0.628333333333333
27	0.611666666666667
27.6	0.46
28.2	0.361666666666667
28.8	0.291666666666667
29.4	0.175
30	0.173333333333333
30.6	0.085
31.2	0.0883333333333333
31.8	0.0866666666666667
32.4	0.165
33	0.175
33.6	0.253333333333333
34.2	0.396666666666667
34.8	0.448333333333333
35.4	0.58
36	0.685
36.6	0.81
37.2	0.873333333333333
37.8	0.893333333333333
38.4	0.926666666666667
39	0.936666666666667
39.6	0.898333333333333
40.2	0.88
40.8	0.768333333333333
41.4	0.731666666666667
42	0.635
42.6	0.488333333333333
43.2	0.405
43.8	0.315
44.4	0.218333333333333
45	0.161666666666667
45.6	0.108333333333333
46.2	0.0633333333333333
46.8	0.07
47.4	0.15
48	0.18
48.6	0.261666666666667
49.2	0.38
49.8	0.441666666666667
50.4	0.531666666666667
51	0.608333333333333
51.6	0.72
52.2	0.74
52.8	0.745
53.4	0.843333333333333
54	0.828333333333333
54.6	0.796666666666667
55.2	0.723333333333333
55.8	0.676666666666667
56.4	0.561666666666667
57	0.496666666666667
57.6	0.415
58.2	0.333333333333333
58.8	0.191666666666667
59.4	0.133333333333333
60	0.115
