# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	146.607971191406	0.34
0.25	142.584533691406	0.245
0.5	143.907775878906	0.26
0.75	139.542236328125	0.215
1	136.6748046875	0.165
1.25	132.020874023438	0.095
1.5	132.891845703125	0.11
1.75	133.592529296875	0.12
2	132.691650390625	0.085
2.25	134.126892089844	0.115
2.5	133.52294921875	0.115
2.75	138.810424804688	0.215
3	144.525451660156	0.26
3.25	150.899658203125	0.4
3.5	156.473999023438	0.495
3.75	159.948425292969	0.56
4	161.976013183594	0.555
4.25	164.696044921875	0.6
4.5	173.669128417969	0.745
4.75	179.187927246094	0.81
5	180.418395996094	0.845
5.25	182.000732421875	0.895
5.5	183.524169921875	0.905
5.75	182.644958496094	0.925
6	183.432312011719	0.92
6.25	182.620239257812	0.91
6.5	176.34521484375	0.815
6.75	175.335998535156	0.81
7	171.637878417969	0.76
7.25	164.8828125	0.645
7.5	153.858642578125	0.48
7.75	155.078125	0.505
8	145.004272460938	0.315
8.25	142.992248535156	0.255
8.5	141.575622558594	0.265
8.75	138.495178222656	0.19
9	135.909118652344	0.135
9.25	130.983581542969	0.06
9.5	133.241577148438	0.125
9.75	132.132873535156	0.08
10	133.959350585938	0.125
10.25	134.331665039062	0.125
10.5	135.610046386719	0.16
10.75	140.700988769531	0.26
11	143.316040039062	0.295
11.25	145.702514648438	0.335
11.5	149.283752441406	0.395
11.75	154.095764160156	0.425
12	159.82177734375	0.535
12.25	159.110412597656	0.52
12.5	152.176513671875	0.415
12.75	153.127746582031	0.44
13	155.2099609375	0.48
13.25	152.92236328125	0.435
13.5	150.302734375	0.405
13.75	154.354553222656	0.455
14	147.985534667969	0.355
14.25	147.041625976562	0.345
14.5	140.594787597656	0.23
14.75	140.376892089844	0.22
15	135.690002441406	0.155
15.25	132.36572265625	0.125
15.5	129.357299804688	0.075
15.75	131.391906738281	0.105
16	130.121765136719	0.085
16.25	129.833374023438	0.07
16.5	134.832153320312	0.13
16.75	136.656799316406	0.185
17	138.384704589844	0.205
17.25	142.551574707031	0.29
17.5	150.110168457031	0.385
17.75	152.481079101562	0.445
18	155.201721191406	0.49
18.25	166.587829589844	0.625
18.5	170.87646484375	0.725
18.75	173.062744140625	0.75
19	178.807067871094	0.825
19.25	183.263854980469	0.905
19.5	181.3916015625	0.885
19.75	182.245788574219	0.925
20	180.343017578125	0.875
20.25	180.865173339844	0.885
20.5	177.947387695312	0.845
20.75	177.835083007812	0.82
21	169.619750976562	0.695
21.25	167.297058105469	0.66
21.5	160.1123046875	0.59
21.75	154.969177246094	0.475
22	152.980041503906	0.415
22.25	148.9501953125	0.375
22.5	142.284851074219	0.285
22.75	138.445434570312	0.2
23	134.830627441406	0.145
23.25	133.720092773438	0.13
23.5	135.518188476562	0.13
23.75	130.9423828125	0.09
24	131.8994140625	0.115
24.25	131.360778808594	0.13
24.5	135.513610839844	0.12
24.75	136.911315917969	0.17
25	142.43896484375	0.265
25.25	141.619567871094	0.24
25.5	148.044738769531	0.335
25.75	149.660034179688	0.385
26	151.742553710938	0.44
26.25	153.315124511719	0.46
26.5	155.746154785156	0.48
26.75	156.376342773438	0.49
27	155.395202636719	0.495
27.25	159.295654296875	0.52
27.5	155.392456054688	0.48
27.75	151.208801269531	0.42
28	151.077575683594	0.42
28.25	140.398559570312	0.22
28.5	142.173767089844	0.24
28.75	138.052062988281	0.185
29	136.851806640625	0.175
29.25	134.700622558594	0.15
29.5	132.436218261719	0.11
29.75	129.902648925781	0.07
30	131.19873046875	0.105
