# t_cz_set	su_S_North
# "t_cz"	"su_S_North"
# 144
0	0.146666666666667
20.8	0.173333333333333
41.6	0.233333333333333
62.4	0.323333333333333
83.2	0.426666666666667
104	0.573333333333333
124.8	0.693333333333333
145.6	0.786666666666667
166.4	0.836666666666667
187.2	0.87
208	0.846666666666667
228.8	0.743333333333333
249.6	0.686666666666667
270.4	0.58
291.2	0.506666666666667
312	0.373333333333333
332.8	0.286666666666667
353.6	0.216666666666667
374.4	0.263333333333333
395.2	0.23
416	0.353333333333333
436.8	0.503333333333333
457.6	0.593333333333333
478.4	0.636666666666667
499.2	0.753333333333333
520	0.806666666666667
540.8	0.783333333333333
561.6	0.806666666666667
582.4	0.786666666666667
603.2	0.54
624	0.54
644.8	0.35
665.6	0.216666666666667
686.4	0.166666666666667
707.2	0.216666666666667
728	0.276666666666667
748.8	0.463333333333333
769.6	0.596666666666667
790.4	0.683333333333333
811.2	0.663333333333333
832	0.806666666666667
852.8	0.826666666666667
873.6	0.81
894.4	0.736666666666667
915.2	0.55
936	0.53
956.8	0.393333333333333
977.6	0.26
998.4	0.253333333333333
1019.2	0.293333333333333
1040	0.426666666666667
1060.8	0.54
1081.6	0.583333333333333
1102.4	0.673333333333333
1123.2	0.75
1144	0.79
1164.8	0.766666666666667
1185.6	0.83
1206.4	0.733333333333333
1227.2	0.636666666666667
1248	0.646666666666667
1268.8	0.51
1289.6	0.356666666666667
1310.4	0.34
1331.2	0.326666666666667
1352	0.28
1372.8	0.28
1393.6	0.266666666666667
1414.4	0.5
1435.2	0.716666666666667
1456	0.716666666666667
1476.8	0.766666666666667
1497.6	0.8
1518.4	0.76
1539.2	0.69
1560	0.68
1580.8	0.696666666666667
1601.6	0.39
1622.4	0.373333333333333
1643.2	0.36
1664	0.34
1684.8	0.343333333333333
1705.6	0.433333333333333
1726.4	0.486666666666667
1747.2	0.433333333333333
1768	0.483333333333333
1788.8	0.626666666666667
1809.6	0.643333333333333
1830.4	0.713333333333333
1851.2	0.706666666666667
1872	0.706666666666667
1892.8	0.7
1913.6	0.61
1934.4	0.543333333333333
1955.2	0.496666666666667
1976	0.403333333333333
1996.8	0.326666666666667
2017.6	0.35
2038.4	0.35
2059.2	0.506666666666667
2080	0.593333333333333
2100.8	0.666666666666667
2121.6	0.683333333333333
2142.4	0.656666666666667
2163.2	0.57
2184	0.61
2204.8	0.66
2225.6	0.54
2246.4	0.423333333333333
2267.2	0.44
2288	0.393333333333333
2308.8	0.356666666666667
2329.6	0.513333333333333
2350.4	0.423333333333333
2371.2	0.446666666666667
2392	0.543333333333333
2412.8	0.573333333333333
2433.6	0.6
2454.4	0.653333333333333
2475.2	0.626666666666667
2496	0.68
2516.8	0.653333333333333
2537.6	0.513333333333333
2558.4	0.506666666666667
2579.2	0.483333333333333
2600	0.423333333333333
2620.8	0.376666666666667
2641.6	0.39
2662.4	0.45
2683.2	0.473333333333333
2704	0.503333333333333
2724.8	0.496666666666667
2745.6	0.626666666666667
2766.4	0.6
2787.2	0.536666666666667
2808	0.593333333333333
2828.8	0.573333333333333
2849.6	0.56
2870.4	0.4
2891.2	0.513333333333333
2912	0.37
2932.8	0.44
2953.6	0.473333333333333
2974.4	0.46
