# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.106666666666667
0.6	0.118333333333333
1.2	0.108333333333333
1.8	0.0866666666666667
2.4	0.108333333333333
3	0.0883333333333333
3.6	0.115
4.2	0.106666666666667
4.8	0.0966666666666667
5.4	0.0833333333333333
6	0.0883333333333333
6.6	0.111666666666667
7.2	0.101666666666667
7.8	0.12
8.4	0.09
9	0.085
9.6	0.0983333333333333
10.2	0.1
10.8	0.111666666666667
11.4	0.1
12	0.075
12.6	0.065
13.2	0.0866666666666667
13.8	0.095
14.4	0.0883333333333333
15	0.0833333333333333
15.6	0.106666666666667
16.2	0.1
16.8	0.133333333333333
17.4	0.0766666666666667
18	0.123333333333333
18.6	0.085
19.2	0.0933333333333333
19.8	0.101666666666667
20.4	0.08
21	0.0933333333333333
21.6	0.09
22.2	0.0816666666666667
22.8	0.095
23.4	0.0866666666666667
24	0.103333333333333
24.6	0.11
25.2	0.136666666666667
25.8	0.103333333333333
26.4	0.106666666666667
27	0.126666666666667
27.6	0.123333333333333
28.2	0.106666666666667
28.8	0.115
29.4	0.111666666666667
30	0.0866666666666667
30.6	0.106666666666667
31.2	0.0816666666666667
31.8	0.136666666666667
32.4	0.0916666666666667
33	0.0916666666666667
33.6	0.113333333333333
34.2	0.0816666666666667
34.8	0.1
35.4	0.121666666666667
36	0.168333333333333
36.6	0.0933333333333333
37.2	0.0883333333333333
37.8	0.11
38.4	0.0783333333333333
39	0.09
39.6	0.065
40.2	0.095
40.8	0.08
41.4	0.0866666666666667
42	0.0933333333333333
42.6	0.085
43.2	0.085
43.8	0.0883333333333333
44.4	0.095
45	0.0816666666666667
45.6	0.0933333333333333
46.2	0.0933333333333333
46.8	0.0816666666666667
47.4	0.0966666666666667
48	0.0916666666666667
48.6	0.075
49.2	0.0716666666666667
49.8	0.0866666666666667
50.4	0.0933333333333333
51	0.103333333333333
51.6	0.0983333333333333
52.2	0.105
52.8	0.1
53.4	0.0983333333333333
54	0.133333333333333
54.6	0.111666666666667
55.2	0.12
55.8	0.131666666666667
56.4	0.12
57	0.1
57.6	0.115
58.2	0.101666666666667
58.8	0.116666666666667
59.4	0.113333333333333
60	0.1
