# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	170.341186523438	0.695
0.25	165.646057128906	0.635
0.5	166.768493652344	0.66
0.75	157.196350097656	0.545
1	154.022827148438	0.48
1.25	153.176574707031	0.48
1.5	151.187744140625	0.43
1.75	149.5263671875	0.395
2	143.679809570312	0.3
2.25	142.084350585938	0.28
2.5	142.322998046875	0.275
2.75	135.193176269531	0.18
3	134.083251953125	0.155
3.25	137.653503417969	0.185
3.5	131.041564941406	0.115
3.75	131.329040527344	0.12
4	133.207702636719	0.095
4.25	129.674987792969	0.085
4.5	133.077697753906	0.105
4.75	130.556030273438	0.065
5	132.083740234375	0.115
5.25	129.023132324219	0.07
5.5	131.67236328125	0.09
5.75	131.942138671875	0.11
6	129.831848144531	0.08
6.25	131.265563964844	0.12
6.5	129.186096191406	0.085
6.75	133.532409667969	0.13
7	131.828918457031	0.095
7.25	133.442077636719	0.1
7.5	132.943725585938	0.095
7.75	137.1630859375	0.16
8	136.912536621094	0.155
8.25	138.334045410156	0.17
8.5	138.229064941406	0.18
8.75	137.927551269531	0.19
9	140.421142578125	0.23
9.25	141.098022460938	0.28
9.5	146.289672851562	0.32
9.75	145.795288085938	0.34
10	152.59033203125	0.425
10.25	152.147216796875	0.435
10.5	159.503784179688	0.56
10.75	161.223449707031	0.57
11	165.481567382812	0.605
11.25	168.061218261719	0.67
11.5	169.223937988281	0.7
11.75	177.125854492188	0.815
12	175.596923828125	0.785
12.25	176.792602539062	0.815
12.5	180.033264160156	0.85
12.75	179.016418457031	0.84
13	176.40869140625	0.81
13.25	175.712280273438	0.77
13.5	178.148803710938	0.82
13.75	177.880249023438	0.83
14	171.01806640625	0.73
14.25	168.367919921875	0.67
14.5	168.054504394531	0.665
14.75	165.493774414062	0.61
15	163.40576171875	0.565
15.25	158.189697265625	0.5
15.5	152.15576171875	0.39
15.75	151.461791992188	0.375
16	151.860961914062	0.38
16.25	145.01953125	0.285
16.5	143.596801757812	0.265
16.75	139.435729980469	0.175
17	137.1826171875	0.17
17.25	138.560791015625	0.175
17.5	138.296508789062	0.16
17.75	133.647766113281	0.12
18	132.293090820312	0.08
18.25	136.113586425781	0.105
18.5	133.203735351562	0.095
18.75	134.394226074219	0.09
19	133.602294921875	0.08
19.25	131.114196777344	0.095
19.5	131.144104003906	0.085
19.75	134.760131835938	0.135
20	132.409973144531	0.085
20.25	128.777465820312	0.04
20.5	132.504272460938	0.09
20.75	133.892822265625	0.115
21	132.336120605469	0.08
21.25	132.252197265625	0.08
21.5	135.541381835938	0.145
21.75	132.077941894531	0.095
22	133.241882324219	0.115
22.25	134.485473632812	0.15
22.5	134.367980957031	0.155
22.75	139.747009277344	0.17
23	141.649780273438	0.24
23.25	139.364013671875	0.19
23.5	149.595642089844	0.36
23.75	143.68408203125	0.29
24	150.107421875	0.4
24.25	152.265319824219	0.45
24.5	159.246520996094	0.51
24.75	164.437866210938	0.625
25	164.886474609375	0.635
25.25	167.924194335938	0.685
25.5	167.404174804688	0.68
25.75	173.589477539062	0.765
26	170.031127929688	0.715
26.25	177.399291992188	0.83
26.5	179.539794921875	0.88
26.75	177.834167480469	0.845
27	174.986877441406	0.79
27.25	178.337707519531	0.84
27.5	175.762329101562	0.815
27.75	174.61181640625	0.795
28	168.833923339844	0.71
28.25	172.008666992188	0.73
28.5	170.262756347656	0.71
28.75	162.263793945312	0.59
29	158.129272460938	0.525
29.25	161.885986328125	0.57
29.5	156.823425292969	0.48
29.75	153.970947265625	0.445
30	147.006225585938	0.31
