# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.0933333333333333
0.6	0.113333333333333
1.2	0.125
1.8	0.095
2.4	0.0866666666666667
3	0.108333333333333
3.6	0.103333333333333
4.2	0.0783333333333333
4.8	0.0866666666666667
5.4	0.09
6	0.105
6.6	0.0883333333333333
7.2	0.126666666666667
7.8	0.1
8.4	0.0733333333333333
9	0.08
9.6	0.13
10.2	0.09
10.8	0.0866666666666667
11.4	0.09
12	0.111666666666667
12.6	0.0933333333333333
13.2	0.095
13.8	0.075
14.4	0.0833333333333333
15	0.148333333333333
15.6	0.113333333333333
16.2	0.0916666666666667
16.8	0.0983333333333333
17.4	0.0716666666666667
18	0.111666666666667
18.6	0.08
19.2	0.0683333333333333
19.8	0.0866666666666667
20.4	0.0916666666666667
21	0.0783333333333333
21.6	0.095
22.2	0.095
22.8	0.111666666666667
23.4	0.11
24	0.15
24.6	0.101666666666667
25.2	0.133333333333333
25.8	0.128333333333333
26.4	0.108333333333333
27	0.131666666666667
27.6	0.085
28.2	0.135
28.8	0.111666666666667
29.4	0.166666666666667
30	0.141666666666667
30.6	0.135
31.2	0.118333333333333
31.8	0.0966666666666667
32.4	0.09
33	0.0983333333333333
33.6	0.0933333333333333
34.2	0.121666666666667
34.8	0.108333333333333
35.4	0.115
36	0.0866666666666667
36.6	0.0766666666666667
37.2	0.0733333333333333
37.8	0.0716666666666667
38.4	0.0783333333333333
39	0.0616666666666667
39.6	0.0983333333333333
40.2	0.101666666666667
40.8	0.0983333333333333
41.4	0.0983333333333333
42	0.0916666666666667
42.6	0.0866666666666667
43.2	0.075
43.8	0.0933333333333333
44.4	0.08
45	0.105
45.6	0.0983333333333333
46.2	0.123333333333333
46.8	0.065
47.4	0.07
48	0.095
48.6	0.0683333333333333
49.2	0.0783333333333333
49.8	0.0866666666666667
50.4	0.0916666666666667
51	0.0883333333333333
51.6	0.1
52.2	0.105
52.8	0.11
53.4	0.105
54	0.108333333333333
54.6	0.105
55.2	0.113333333333333
55.8	0.0783333333333333
56.4	0.123333333333333
57	0.133333333333333
57.6	0.126666666666667
58.2	0.123333333333333
58.8	0.121666666666667
59.4	0.106666666666667
60	0.13
