# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 51
0	0.936666666666667
2122	0.946666666666667
4244	0.916666666666667
6366	0.903333333333333
8488	0.816666666666667
10610	0.81
12732	0.79
14854	0.78
16976	0.696666666666667
19098	0.77
21220	0.74
23342	0.673333333333333
25464	0.716666666666667
27586	0.686666666666667
29708	0.66
31830	0.62
33952	0.643333333333333
36074	0.613333333333333
38196	0.633333333333333
40318	0.603333333333333
42440	0.613333333333333
44562	0.573333333333333
46684	0.596666666666667
48806	0.55
50928	0.573333333333333
53050	0.51
55172	0.53
57294	0.556666666666667
59416	0.553333333333333
61538	0.56
63660	0.576666666666667
65782	0.553333333333333
67904	0.546666666666667
70026	0.52
72148	0.52
74270	0.513333333333333
76392	0.493333333333333
78514	0.483333333333333
80636	0.493333333333333
82758	0.563333333333333
84880	0.533333333333333
87002	0.54
89124	0.543333333333333
91246	0.576666666666667
93368	0.533333333333333
95490	0.56
97612	0.493333333333333
99734	0.573333333333333
101856	0.546666666666667
103978	0.563333333333333
106100	0.57
