# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 101
0	0.953333333333333
180	0.923333333333333
360	0.916666666666667
540	0.933333333333333
720	0.933333333333333
900	0.903333333333333
1080	0.936666666666667
1260	0.926666666666667
1440	0.933333333333333
1620	0.92
1800	0.906666666666667
1980	0.896666666666667
2160	0.913333333333333
2340	0.92
2520	0.883333333333333
2700	0.86
2880	0.87
3060	0.92
3240	0.876666666666667
3420	0.856666666666667
3600	0.85
3780	0.84
3960	0.816666666666667
4140	0.81
4320	0.82
4500	0.79
4680	0.8
4860	0.806666666666667
5040	0.803333333333333
5220	0.733333333333333
5400	0.673333333333333
5580	0.693333333333333
5760	0.596666666666667
5940	0.566666666666667
6120	0.58
6300	0.56
6480	0.6
6660	0.513333333333333
6840	0.536666666666667
7020	0.576666666666667
7200	0.483333333333333
7380	0.576666666666667
7560	0.503333333333333
7740	0.533333333333333
7920	0.553333333333333
8100	0.516666666666667
8280	0.586666666666667
8460	0.613333333333333
8640	0.523333333333333
8820	0.536666666666667
9000	0.533333333333333
9180	0.53
9360	0.56
9540	0.543333333333333
9720	0.59
9900	0.543333333333333
10080	0.51
10260	0.56
10440	0.506666666666667
10620	0.5
10800	0.53
10980	0.526666666666667
11160	0.56
11340	0.566666666666667
11520	0.55
11700	0.61
11880	0.566666666666667
12060	0.516666666666667
12240	0.616666666666667
12420	0.56
12600	0.563333333333333
12780	0.533333333333333
12960	0.54
13140	0.55
13320	0.503333333333333
13500	0.556666666666667
13680	0.566666666666667
13860	0.56
14040	0.46
14220	0.566666666666667
14400	0.526666666666667
14580	0.57
14760	0.496666666666667
14940	0.513333333333333
15120	0.503333333333333
15300	0.463333333333333
15480	0.533333333333333
15660	0.546666666666667
15840	0.536666666666667
16020	0.523333333333333
16200	0.523333333333333
16380	0.543333333333333
16560	0.56
16740	0.533333333333333
16920	0.51
17100	0.536666666666667
17280	0.55
17460	0.57
17640	0.54
17820	0.54
18000	0.483333333333333
