# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	179.9560546875	0.875
0.25	177.021789550781	0.83
0.5	176.8115234375	0.84
0.75	175.624694824219	0.805
1	170.487365722656	0.76
1.25	161.924438476562	0.63
1.5	161.994018554688	0.62
1.75	161.072082519531	0.565
2	161.235961914062	0.58
2.25	150.161743164062	0.405
2.5	151.744384765625	0.385
2.75	151.653137207031	0.405
3	142.723999023438	0.275
3.25	136.799011230469	0.205
3.5	134.277648925781	0.165
3.75	132.733764648438	0.14
4	132.088317871094	0.125
4.25	132.074890136719	0.095
4.5	131.490783691406	0.115
4.75	132.30224609375	0.105
5	133.240966796875	0.14
5.25	130.953674316406	0.075
5.5	131.233520507812	0.1
5.75	130.682373046875	0.08
6	129.892272949219	0.1
6.25	132.096862792969	0.065
6.5	131.557006835938	0.105
6.75	130.670776367188	0.09
7	129.105529785156	0.08
7.25	132.527160644531	0.14
7.5	131.306762695312	0.095
7.75	129.492492675781	0.075
8	132.714233398438	0.125
8.25	132.829284667969	0.11
8.5	135.648803710938	0.13
8.75	134.425964355469	0.14
9	137.50732421875	0.16
9.25	140.046081542969	0.21
9.5	137.666015625	0.215
9.75	140.227966308594	0.25
10	141.1669921875	0.3
10.25	150.077819824219	0.38
10.5	152.748107910156	0.445
10.75	153.290405273438	0.475
11	159.685974121094	0.56
11.25	165.93505859375	0.65
11.5	164.914245605469	0.65
11.75	167.206726074219	0.685
12	171.547546386719	0.75
12.25	175.111083984375	0.83
12.5	177.713317871094	0.84
12.75	180.680541992188	0.89
13	179.944458007812	0.86
13.25	184.03076171875	0.965
13.5	183.883666992188	0.935
13.75	183.892822265625	0.915
14	179.967041015625	0.875
14.25	179.952697753906	0.87
14.5	178.904724121094	0.865
14.75	173.629455566406	0.77
15	171.480407714844	0.755
15.25	170.777282714844	0.735
15.5	167.098693847656	0.69
15.75	156.836242675781	0.505
16	157.783508300781	0.515
16.25	153.429565429688	0.445
16.5	149.234008789062	0.375
16.75	147.99560546875	0.365
17	145.266418457031	0.305
17.25	142.120056152344	0.26
17.5	136.36962890625	0.19
17.75	137.554626464844	0.215
18	138.710632324219	0.22
18.25	129.944152832031	0.11
18.5	128.203735351562	0.075
18.75	128.847045898438	0.08
19	130.084838867188	0.1
19.25	129.442138671875	0.09
19.5	130.207824707031	0.11
19.75	126.201477050781	0.055
20	130.215148925781	0.1
20.25	129.226684570312	0.085
20.5	128.768005371094	0.09
20.75	127.648010253906	0.065
21	131.750793457031	0.115
21.25	129.678344726562	0.1
21.5	128.941040039062	0.075
21.75	126.771545410156	0.06
22	128.580017089844	0.085
22.25	129.904479980469	0.1
22.5	128.9453125	0.075
22.75	130.955200195312	0.125
23	133.385314941406	0.155
23.25	135.581665039062	0.18
23.5	137.841186523438	0.225
23.75	144.779357910156	0.32
24	143.838806152344	0.33
24.25	143.287963867188	0.305
24.5	145.303649902344	0.335
24.75	149.811706542969	0.41
25	155.865173339844	0.51
25.25	154.662780761719	0.51
25.5	162.54150390625	0.635
25.75	172.868347167969	0.785
26	168.081665039062	0.695
26.25	171.538391113281	0.765
26.5	175.503234863281	0.83
26.75	180.820007324219	0.93
27	180.399780273438	0.9
27.25	179.742126464844	0.905
27.5	185.099792480469	0.935
27.75	181.4990234375	0.92
28	182.429809570312	0.905
28.25	180.453491210938	0.89
28.5	177.297058105469	0.85
28.75	176.776428222656	0.825
29	173.260192871094	0.76
29.25	168.552856445312	0.715
29.5	165.961303710938	0.655
29.75	157.260437011719	0.53
30	158.661193847656	0.525
