# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.23
0.6	0.255
1.2	0.331666666666667
1.8	0.401666666666667
2.4	0.44
3	0.526666666666667
3.6	0.536666666666667
4.2	0.661666666666667
4.8	0.703333333333333
5.4	0.778333333333333
6	0.818333333333333
6.6	0.845
7.2	0.856666666666667
7.8	0.885
8.4	0.841666666666667
9	0.843333333333333
9.6	0.821666666666667
10.2	0.796666666666667
10.8	0.731666666666667
11.4	0.658333333333333
12	0.575
12.6	0.535
13.2	0.441666666666667
13.8	0.396666666666667
14.4	0.306666666666667
15	0.283333333333333
15.6	0.266666666666667
16.2	0.188333333333333
16.8	0.218333333333333
17.4	0.156666666666667
18	0.17
18.6	0.166666666666667
19.2	0.153333333333333
19.8	0.105
20.4	0.095
21	0.105
21.6	0.121666666666667
22.2	0.0916666666666667
22.8	0.095
23.4	0.1
24	0.115
24.6	0.0783333333333333
25.2	0.0633333333333333
25.8	0.0816666666666667
26.4	0.133333333333333
27	0.141666666666667
27.6	0.136666666666667
28.2	0.131666666666667
28.8	0.168333333333333
29.4	0.198333333333333
30	0.223333333333333
30.6	0.21
31.2	0.355
31.8	0.403333333333333
32.4	0.481666666666667
33	0.555
33.6	0.621666666666667
34.2	0.676666666666667
34.8	0.73
35.4	0.778333333333333
36	0.833333333333333
36.6	0.826666666666667
37.2	0.823333333333333
37.8	0.85
38.4	0.835
39	0.833333333333333
39.6	0.791666666666667
40.2	0.715
40.8	0.663333333333333
41.4	0.626666666666667
42	0.548333333333333
42.6	0.45
43.2	0.42
43.8	0.356666666666667
44.4	0.261666666666667
45	0.225
45.6	0.205
46.2	0.143333333333333
46.8	0.145
47.4	0.118333333333333
48	0.116666666666667
48.6	0.103333333333333
49.2	0.118333333333333
49.8	0.141666666666667
50.4	0.131666666666667
51	0.101666666666667
51.6	0.131666666666667
52.2	0.101666666666667
52.8	0.126666666666667
53.4	0.108333333333333
54	0.09
54.6	0.0933333333333333
55.2	0.0866666666666667
55.8	0.0833333333333333
56.4	0.0583333333333333
57	0.0916666666666667
57.6	0.101666666666667
58.2	0.111666666666667
58.8	0.165
59.4	0.25
60	0.26
