# waittime_end_set	su_S_North
# "waittime_end"	"su_S_North"
# 21
0	0.675
30	0.637
60	0.649
90	0.684
120	0.651
150	0.683
180	0.667
210	0.658
240	0.659
270	0.675
300	0.66
330	0.709
360	0.69
390	0.669
420	0.7
450	0.674
480	0.686
510	0.688
540	0.65
570	0.689
600	0.685
