# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	136.414184570312	0.185
0.25	138.938903808594	0.21
0.5	137.379760742188	0.185
0.75	134.879760742188	0.165
1	132.864990234375	0.145
1.25	133.465576171875	0.105
1.5	134.880676269531	0.13
1.75	134.574279785156	0.145
2	131.678161621094	0.08
2.25	133.813781738281	0.115
2.5	132.40234375	0.105
2.75	131.496887207031	0.085
3	131.287841796875	0.09
3.25	129.273376464844	0.055
3.5	131.41845703125	0.105
3.75	126.590576171875	0.055
4	128.549194335938	0.075
4.25	129.811096191406	0.09
4.5	129.518432617188	0.07
4.75	129.962463378906	0.08
5	131.694946289062	0.085
5.25	133.766174316406	0.105
5.5	129.302978515625	0.055
5.75	130.783996582031	0.07
6	131.993408203125	0.115
6.25	130.960388183594	0.055
6.5	130.047607421875	0.065
6.75	133.461303710938	0.1
7	131.932678222656	0.08
7.25	135.201721191406	0.14
7.5	132.782897949219	0.11
7.75	130.646057128906	0.11
8	133.829040527344	0.145
8.25	138.185729980469	0.18
8.5	135.515441894531	0.145
8.75	135.26123046875	0.17
9	143.887939453125	0.285
9.25	135.980224609375	0.165
9.5	139.915771484375	0.23
9.75	140.696411132812	0.245
10	143.7744140625	0.295
10.25	141.769714355469	0.28
10.5	145.469970703125	0.335
10.75	147.413635253906	0.36
11	146.586303710938	0.35
11.25	146.402893066406	0.325
11.5	146.938171386719	0.36
11.75	150.968322753906	0.43
12	155.876770019531	0.48
12.25	147.753601074219	0.37
12.5	148.318786621094	0.37
12.75	149.585571289062	0.385
13	144.577026367188	0.32
13.25	145.153503417969	0.325
13.5	142.616577148438	0.28
13.75	144.441223144531	0.345
14	139.6484375	0.24
14.25	142.930908203125	0.3
14.5	137.017211914062	0.2
14.75	138.650817871094	0.225
15	133.631286621094	0.165
15.25	130.329895019531	0.125
15.5	132.925109863281	0.14
15.75	129.730224609375	0.1
16	131.255493164062	0.11
16.25	130.199279785156	0.085
16.5	135.10986328125	0.155
16.75	132.177429199219	0.095
17	131.294555664062	0.08
17.25	130.921936035156	0.095
17.5	128.661499023438	0.065
17.75	132.338256835938	0.09
18	131.703186035156	0.09
18.25	130.735778808594	0.09
18.5	132.603149414062	0.095
18.75	129.113464355469	0.07
19	128.335876464844	0.07
19.25	128.896789550781	0.065
19.5	127.863159179688	0.065
19.75	124.693603515625	0.035
20	128.45458984375	0.08
20.25	126.583862304688	0.07
20.5	130.37841796875	0.095
20.75	128.668823242188	0.075
21	129.098510742188	0.085
21.25	127.9345703125	0.085
21.5	130.418395996094	0.12
21.75	129.692687988281	0.1
22	129.697875976562	0.12
22.25	132.117309570312	0.125
22.5	130.410766601562	0.135
22.75	135.902099609375	0.2
23	133.69140625	0.17
23.25	137.969360351562	0.2
23.5	141.868896484375	0.285
23.75	140.01708984375	0.27
24	139.748840332031	0.275
24.25	142.820739746094	0.32
24.5	139.310913085938	0.295
24.75	152.552490234375	0.455
25	147.156372070312	0.38
25.25	144.842834472656	0.355
25.5	149.33349609375	0.44
25.75	152.656555175781	0.465
26	145.625	0.36
26.25	151.948547363281	0.455
26.5	148.299560546875	0.385
26.75	149.1748046875	0.42
27	143.512878417969	0.33
27.25	144.197692871094	0.345
27.5	140.061340332031	0.285
27.75	141.930236816406	0.305
28	140.985107421875	0.29
28.25	138.214111328125	0.255
28.5	136.758728027344	0.23
28.75	137.489318847656	0.22
29	134.367370605469	0.18
29.25	134.43115234375	0.17
29.5	133.228454589844	0.16
29.75	129.6044921875	0.1
30	128.144226074219	0.1
