# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.136666666666667
0.6	0.161666666666667
1.2	0.126666666666667
1.8	0.133333333333333
2.4	0.136666666666667
3	0.126666666666667
3.6	0.106666666666667
4.2	0.12
4.8	0.0933333333333333
5.4	0.0883333333333333
6	0.11
6.6	0.09
7.2	0.0716666666666667
7.8	0.08
8.4	0.08
9	0.108333333333333
9.6	0.0816666666666667
10.2	0.0983333333333333
10.8	0.0833333333333333
11.4	0.0766666666666667
12	0.0983333333333333
12.6	0.085
13.2	0.0483333333333333
13.8	0.065
14.4	0.0766666666666667
15	0.105
15.6	0.09
16.2	0.095
16.8	0.0966666666666667
17.4	0.103333333333333
18	0.09
18.6	0.123333333333333
19.2	0.116666666666667
19.8	0.0983333333333333
20.4	0.11
21	0.113333333333333
21.6	0.123333333333333
22.2	0.125
22.8	0.116666666666667
23.4	0.121666666666667
24	0.133333333333333
24.6	0.136666666666667
25.2	0.136666666666667
25.8	0.118333333333333
26.4	0.126666666666667
27	0.12
27.6	0.113333333333333
28.2	0.153333333333333
28.8	0.136666666666667
29.4	0.13
30	0.11
30.6	0.125
31.2	0.131666666666667
31.8	0.101666666666667
32.4	0.101666666666667
33	0.0916666666666667
33.6	0.075
34.2	0.08
34.8	0.0866666666666667
35.4	0.108333333333333
36	0.09
36.6	0.0883333333333333
37.2	0.0616666666666667
37.8	0.0766666666666667
38.4	0.0733333333333333
39	0.0866666666666667
39.6	0.125
40.2	0.0816666666666667
40.8	0.0683333333333333
41.4	0.0616666666666667
42	0.0883333333333333
42.6	0.0766666666666667
43.2	0.095
43.8	0.0966666666666667
44.4	0.0716666666666667
45	0.11
45.6	0.101666666666667
46.2	0.065
46.8	0.0933333333333333
47.4	0.105
48	0.106666666666667
48.6	0.0916666666666667
49.2	0.0933333333333333
49.8	0.121666666666667
50.4	0.0966666666666667
51	0.115
51.6	0.0983333333333333
52.2	0.148333333333333
52.8	0.131666666666667
53.4	0.128333333333333
54	0.115
54.6	0.15
55.2	0.125
55.8	0.111666666666667
56.4	0.116666666666667
57	0.15
57.6	0.0983333333333333
58.2	0.135
58.8	0.121666666666667
59.4	0.111666666666667
60	0.128333333333333
