# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.39
0.6	0.38
1.2	0.523333333333333
1.8	0.633333333333333
2.4	0.688333333333333
3	0.72
3.6	0.78
4.2	0.745
4.8	0.775
5.4	0.733333333333333
6	0.656666666666667
6.6	0.645
7.2	0.498333333333333
7.8	0.453333333333333
8.4	0.32
9	0.243333333333333
9.6	0.185
10.2	0.136666666666667
10.8	0.085
11.4	0.0616666666666667
12	0.09
12.6	0.131666666666667
13.2	0.178333333333333
13.8	0.258333333333333
14.4	0.345
15	0.485
15.6	0.623333333333333
16.2	0.698333333333333
16.8	0.746666666666667
17.4	0.833333333333333
18	0.876666666666667
18.6	0.901666666666667
19.2	0.898333333333333
19.8	0.89
20.4	0.851666666666667
21	0.791666666666667
21.6	0.738333333333333
22.2	0.575
22.8	0.49
23.4	0.371666666666667
24	0.278333333333333
24.6	0.233333333333333
25.2	0.128333333333333
25.8	0.108333333333333
26.4	0.101666666666667
27	0.075
27.6	0.123333333333333
28.2	0.218333333333333
28.8	0.255
29.4	0.306666666666667
30	0.463333333333333
30.6	0.5
31.2	0.611666666666667
31.8	0.695
32.4	0.731666666666667
33	0.753333333333333
33.6	0.798333333333333
34.2	0.75
34.8	0.758333333333333
35.4	0.735
36	0.648333333333333
36.6	0.565
37.2	0.48
37.8	0.403333333333333
38.4	0.256666666666667
39	0.223333333333333
39.6	0.18
40.2	0.0816666666666667
40.8	0.0916666666666667
41.4	0.075
42	0.131666666666667
42.6	0.173333333333333
43.2	0.275
43.8	0.351666666666667
44.4	0.445
45	0.575
45.6	0.648333333333333
46.2	0.728333333333333
46.8	0.805
47.4	0.886666666666667
48	0.915
48.6	0.94
49.2	0.92
49.8	0.835
50.4	0.793333333333333
51	0.761666666666667
51.6	0.611666666666667
52.2	0.533333333333333
52.8	0.443333333333333
53.4	0.323333333333333
54	0.216666666666667
54.6	0.188333333333333
55.2	0.12
55.8	0.0833333333333333
56.4	0.085
57	0.116666666666667
57.6	0.151666666666667
58.2	0.233333333333333
58.8	0.303333333333333
59.4	0.441666666666667
60	0.505
