# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	162.835998535156	0.555
0.25	161.709289550781	0.545
0.5	165.042724609375	0.595
0.75	169.973754882812	0.69
1	176.108093261719	0.775
1.25	175.670166015625	0.765
1.5	180.076904296875	0.825
1.75	177.178344726562	0.795
2	174.453735351562	0.755
2.25	171.555480957031	0.72
2.5	168.162536621094	0.645
2.75	164.717712402344	0.605
3	158.821105957031	0.515
3.25	158.914794921875	0.51
3.5	151.291809082031	0.385
3.75	144.081420898438	0.27
4	138.434143066406	0.17
4.25	137.413940429688	0.16
4.5	136.138000488281	0.13
4.75	131.596374511719	0.055
5	135.12939453125	0.125
5.25	129.7509765625	0.045
5.5	131.740112304688	0.045
5.75	136.327514648438	0.155
6	139.877319335938	0.195
6.25	141.64306640625	0.22
6.5	152.550048828125	0.385
6.75	156.930236816406	0.44
7	159.588928222656	0.49
7.25	163.418884277344	0.57
7.5	166.163635253906	0.615
7.75	168.673095703125	0.63
8	171.640930175781	0.715
8.25	175.749816894531	0.765
8.5	174.65576171875	0.765
8.75	178.469543457031	0.82
9	171.160278320312	0.7
9.25	169.743347167969	0.705
9.5	170.486755371094	0.67
9.75	167.918395996094	0.625
10	160.657348632812	0.515
10.25	155.579528808594	0.46
10.5	152.130737304688	0.365
10.75	143.693237304688	0.27
11	143.085327148438	0.255
11.25	143.321228027344	0.225
11.5	137.371826171875	0.145
11.75	134.608764648438	0.105
12	133.624572753906	0.1
12.25	132.53173828125	0.07
12.5	133.75244140625	0.07
12.75	142.701721191406	0.18
13	140.478820800781	0.195
13.25	141.675415039062	0.225
13.5	147.003784179688	0.305
13.75	153.262634277344	0.395
14	159.768981933594	0.505
14.25	165.84716796875	0.59
14.5	163.936157226562	0.57
14.75	167.007141113281	0.62
15	172.434692382812	0.725
15.25	174.025268554688	0.76
15.5	173.9794921875	0.74
15.75	174.564208984375	0.765
16	174.457092285156	0.765
16.25	169.666137695312	0.7
16.5	168.312377929688	0.67
16.75	164.600830078125	0.615
17	160.929565429688	0.53
17.25	162.030639648438	0.555
17.5	156.105651855469	0.455
17.75	149.866333007812	0.35
18	146.079406738281	0.3
18.25	140.505981445312	0.19
18.5	138.045959472656	0.14
18.75	134.078674316406	0.11
19	132.843933105469	0.07
19.25	132.625122070312	0.065
19.5	131.421203613281	0.05
19.75	135.598754882812	0.125
20	141.383361816406	0.205
20.25	140.057678222656	0.21
20.5	151.24755859375	0.37
20.75	154.136352539062	0.4
21	152.021179199219	0.39
21.25	160.251159667969	0.515
21.5	167.193603515625	0.635
21.75	171.133728027344	0.695
22	170.727844238281	0.69
22.25	174.799194335938	0.76
22.5	174.306945800781	0.74
22.75	175.052490234375	0.75
23	173.143920898438	0.715
23.25	175.183715820312	0.755
23.5	170.438232421875	0.67
23.75	166.571044921875	0.645
24	162.434692382812	0.59
24.25	159.134826660156	0.5
24.5	152.120361328125	0.395
24.75	148.985900878906	0.37
25	146.919250488281	0.295
25.25	142.388305664062	0.225
25.5	139.536437988281	0.18
25.75	134.623718261719	0.115
26	133.014221191406	0.095
26.25	137.120056152344	0.12
26.5	130.611572265625	0.06
26.75	136.79443359375	0.115
27	139.510192871094	0.17
27.25	147.245483398438	0.275
27.5	147.474365234375	0.315
27.75	151.767578125	0.38
28	155.430908203125	0.445
28.25	161.332092285156	0.525
28.5	166.595153808594	0.625
28.75	168.789672851562	0.66
29	175.0927734375	0.73
29.25	171.000671386719	0.685
29.5	177.107238769531	0.79
29.75	174.845581054688	0.77
30	172.657470703125	0.735
