# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.12
0.6	0.085
1.2	0.0766666666666667
1.8	0.0766666666666667
2.4	0.108333333333333
3	0.12
3.6	0.148333333333333
4.2	0.178333333333333
4.8	0.206666666666667
5.4	0.25
6	0.35
6.6	0.443333333333333
7.2	0.455
7.8	0.536666666666667
8.4	0.576666666666667
9	0.683333333333333
9.6	0.725
10.2	0.746666666666667
10.8	0.766666666666667
11.4	0.783333333333333
12	0.78
12.6	0.77
13.2	0.718333333333333
13.8	0.68
14.4	0.631666666666667
15	0.503333333333333
15.6	0.49
16.2	0.413333333333333
16.8	0.34
17.4	0.281666666666667
18	0.253333333333333
18.6	0.165
19.2	0.138333333333333
19.8	0.118333333333333
20.4	0.113333333333333
21	0.07
21.6	0.108333333333333
22.2	0.156666666666667
22.8	0.121666666666667
23.4	0.163333333333333
24	0.183333333333333
24.6	0.161666666666667
25.2	0.2
25.8	0.201666666666667
26.4	0.203333333333333
27	0.231666666666667
27.6	0.183333333333333
28.2	0.185
28.8	0.168333333333333
29.4	0.163333333333333
30	0.111666666666667
30.6	0.0833333333333333
31.2	0.103333333333333
31.8	0.133333333333333
32.4	0.115
33	0.16
33.6	0.188333333333333
34.2	0.165
34.8	0.275
35.4	0.321666666666667
36	0.415
36.6	0.526666666666667
37.2	0.533333333333333
37.8	0.616666666666667
38.4	0.661666666666667
39	0.745
39.6	0.76
40.2	0.745
40.8	0.768333333333333
41.4	0.761666666666667
42	0.755
42.6	0.72
43.2	0.703333333333333
43.8	0.626666666666667
44.4	0.591666666666667
45	0.501666666666667
45.6	0.411666666666667
46.2	0.37
46.8	0.303333333333333
47.4	0.28
48	0.168333333333333
48.6	0.158333333333333
49.2	0.165
49.8	0.115
50.4	0.113333333333333
51	0.11
51.6	0.121666666666667
52.2	0.118333333333333
52.8	0.175
53.4	0.126666666666667
54	0.178333333333333
54.6	0.225
55.2	0.225
55.8	0.24
56.4	0.228333333333333
57	0.208333333333333
57.6	0.178333333333333
58.2	0.161666666666667
58.8	0.126666666666667
59.4	0.145
60	0.108333333333333
