# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.163333333333333
0.6	0.213333333333333
1.2	0.255
1.8	0.211666666666667
2.4	0.201666666666667
3	0.185
3.6	0.218333333333333
4.2	0.148333333333333
4.8	0.133333333333333
5.4	0.115
6	0.0983333333333333
6.6	0.085
7.2	0.1
7.8	0.095
8.4	0.1
9	0.158333333333333
9.6	0.191666666666667
10.2	0.27
10.8	0.328333333333333
11.4	0.405
12	0.49
12.6	0.583333333333333
13.2	0.666666666666667
13.8	0.755
14.4	0.775
15	0.858333333333333
15.6	0.9
16.2	0.941666666666667
16.8	0.945
17.4	0.933333333333333
18	0.896666666666667
18.6	0.84
19.2	0.743333333333333
19.8	0.728333333333333
20.4	0.658333333333333
21	0.546666666666667
21.6	0.515
22.2	0.376666666666667
22.8	0.318333333333333
23.4	0.233333333333333
24	0.128333333333333
24.6	0.175
25.2	0.126666666666667
25.8	0.0966666666666667
26.4	0.0933333333333333
27	0.08
27.6	0.0933333333333333
28.2	0.123333333333333
28.8	0.143333333333333
29.4	0.166666666666667
30	0.155
30.6	0.191666666666667
31.2	0.19
31.8	0.183333333333333
32.4	0.193333333333333
33	0.163333333333333
33.6	0.155
34.2	0.103333333333333
34.8	0.121666666666667
35.4	0.133333333333333
36	0.085
36.6	0.095
37.2	0.0983333333333333
37.8	0.116666666666667
38.4	0.165
39	0.218333333333333
39.6	0.253333333333333
40.2	0.313333333333333
40.8	0.405
41.4	0.476666666666667
42	0.575
42.6	0.631666666666667
43.2	0.728333333333333
43.8	0.808333333333333
44.4	0.868333333333333
45	0.93
45.6	0.913333333333333
46.2	0.945
46.8	0.931666666666667
47.4	0.91
48	0.868333333333333
48.6	0.815
49.2	0.705
49.8	0.641666666666667
50.4	0.625
51	0.488333333333333
51.6	0.378333333333333
52.2	0.32
52.8	0.236666666666667
53.4	0.19
54	0.168333333333333
54.6	0.11
55.2	0.0866666666666667
55.8	0.0716666666666667
56.4	0.0883333333333333
57	0.0933333333333333
57.6	0.11
58.2	0.148333333333333
58.8	0.153333333333333
59.4	0.13
60	0.178333333333333
