# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	141.449279785156	0.235
0.25	135.878601074219	0.165
0.5	135.158081054688	0.125
0.75	133.360290527344	0.11
1	132.659301757812	0.1
1.25	132.610473632812	0.1
1.5	136.663818359375	0.15
1.75	131.39892578125	0.07
2	130.148010253906	0.075
2.25	129.781799316406	0.07
2.5	134.81201171875	0.135
2.75	134.807434082031	0.115
3	137.88330078125	0.18
3.25	138.387145996094	0.16
3.5	139.403991699219	0.21
3.75	141.646118164062	0.225
4	142.86865234375	0.27
4.25	142.672424316406	0.295
4.5	153.2177734375	0.425
4.75	152.141418457031	0.415
5	157.386779785156	0.45
5.25	151.340942382812	0.39
5.5	154.583129882812	0.48
5.75	154.890441894531	0.485
6	154.308776855469	0.43
6.25	148.3642578125	0.355
6.5	149.425354003906	0.37
6.75	152.306518554688	0.415
7	150.460815429688	0.38
7.25	150.198364257812	0.375
7.5	143.893127441406	0.275
7.75	141.176147460938	0.25
8	136.924438476562	0.2
8.25	137.764892578125	0.22
8.5	137.34375	0.18
8.75	132.265625	0.115
9	131.953735351562	0.105
9.25	132.889709472656	0.12
9.5	132.325439453125	0.105
9.75	131.906433105469	0.095
10	128.737487792969	0.07
10.25	131.953735351562	0.11
10.5	131.451416015625	0.105
10.75	132.293090820312	0.125
11	132.482604980469	0.135
11.25	140.479125976562	0.235
11.5	139.858093261719	0.24
11.75	132.892150878906	0.175
12	141.528930664062	0.245
12.25	140.350952148438	0.255
12.5	140.743103027344	0.26
12.75	144.830017089844	0.31
13	142.08251953125	0.27
13.25	140.351257324219	0.23
13.5	143.800048828125	0.28
13.75	143.412475585938	0.26
14	141.186218261719	0.225
14.25	142.052001953125	0.27
14.5	136.044921875	0.17
14.75	137.940063476562	0.16
15	135.362243652344	0.13
15.25	135.246276855469	0.115
15.5	135.438537597656	0.135
15.75	132.633666992188	0.105
16	129.694213867188	0.06
16.25	131.312561035156	0.095
16.5	132.599182128906	0.12
16.75	131.646118164062	0.085
17	135.490112304688	0.155
17.25	135.602416992188	0.155
17.5	139.13818359375	0.205
17.75	143.996887207031	0.28
18	139.117126464844	0.22
18.25	149.128723144531	0.37
18.5	154.822387695312	0.455
18.75	149.745483398438	0.385
19	146.629638671875	0.34
19.25	151.361083984375	0.43
19.5	149.947509765625	0.38
19.75	155.513305664062	0.45
20	158.87451171875	0.475
20.25	151.77978515625	0.385
20.5	153.428344726562	0.44
20.75	154.3994140625	0.425
21	156.006774902344	0.435
21.25	147.5048828125	0.33
21.5	152.896728515625	0.375
21.75	145.269775390625	0.26
22	142.877807617188	0.245
22.25	139.491271972656	0.185
22.5	141.880493164062	0.195
22.75	139.393920898438	0.165
23	135.534973144531	0.115
23.25	134.849853515625	0.08
23.5	135.393371582031	0.085
23.75	134.310302734375	0.085
24	134.599609375	0.09
24.25	132.182312011719	0.06
24.5	136.626892089844	0.12
24.75	138.135986328125	0.175
25	140.039672851562	0.18
25.25	136.314086914062	0.155
25.5	143.448486328125	0.245
25.75	143.940124511719	0.245
26	141.054992675781	0.235
26.25	140.112915039062	0.225
26.5	141.529541015625	0.26
26.75	142.262268066406	0.25
27	144.3994140625	0.285
27.25	146.540832519531	0.315
27.5	140.556030273438	0.25
27.75	143.049011230469	0.275
28	146.09130859375	0.32
28.25	139.50927734375	0.22
28.5	139.875183105469	0.185
28.75	140.6494140625	0.18
29	132.618713378906	0.12
29.25	135.390319824219	0.16
29.5	135.641174316406	0.145
29.75	131.507568359375	0.065
30	132.368469238281	0.08
