# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	178.428649902344	0.82
0.25	178.206787109375	0.805
0.5	179.277954101562	0.845
0.75	178.64013671875	0.825
1	174.679565429688	0.76
1.25	174.867553710938	0.765
1.5	174.266357421875	0.77
1.75	171.180725097656	0.71
2	167.779846191406	0.665
2.25	163.805236816406	0.595
2.5	163.925170898438	0.575
2.75	159.074096679688	0.505
3	159.36767578125	0.49
3.25	152.288208007812	0.375
3.5	148.449096679688	0.345
3.75	150.777587890625	0.325
4	147.625732421875	0.31
4.25	145.998840332031	0.26
4.5	145.477294921875	0.25
4.75	138.654174804688	0.16
5	141.096801757812	0.17
5.25	137.007141113281	0.12
5.5	137.876281738281	0.145
5.75	136.069030761719	0.135
6	134.855041503906	0.115
6.25	135.21728515625	0.1
6.5	135.151977539062	0.09
6.75	131.968688964844	0.07
7	132.714538574219	0.075
7.25	130.868530273438	0.075
7.5	133.43994140625	0.095
7.75	133.362731933594	0.1
8	130.72509765625	0.08
8.25	131.534729003906	0.075
8.5	133.623046875	0.085
8.75	131.976318359375	0.09
9	134.740295410156	0.13
9.25	136.708679199219	0.14
9.5	135.767517089844	0.125
9.75	132.74658203125	0.12
10	134.377136230469	0.12
10.25	137.423706054688	0.17
10.5	139.627685546875	0.18
10.75	139.261169433594	0.225
11	140.374450683594	0.235
11.25	143.419189453125	0.275
11.5	145.589904785156	0.3
11.75	152.599182128906	0.405
12	155.879821777344	0.47
12.25	151.838684082031	0.43
12.5	155.079956054688	0.485
12.75	162.874145507812	0.61
13	163.286437988281	0.625
13.25	164.787292480469	0.635
13.5	171.221313476562	0.73
13.75	172.682495117188	0.74
14	173.485107421875	0.78
14.25	175.047302246094	0.785
14.5	173.077697753906	0.77
14.75	172.931823730469	0.77
15	174.279174804688	0.785
15.25	171.71875	0.75
15.5	170.830993652344	0.72
15.75	170.854797363281	0.74
16	168.944702148438	0.69
16.25	161.773986816406	0.585
16.5	165.046997070312	0.645
16.75	160.255126953125	0.53
17	157.323913574219	0.49
17.25	149.579772949219	0.39
17.5	148.018798828125	0.375
17.75	148.968811035156	0.365
18	141.450500488281	0.255
18.25	141.084899902344	0.26
18.5	137.529907226562	0.2
18.75	140.609741210938	0.225
19	136.617431640625	0.165
19.25	136.192321777344	0.18
19.5	134.888610839844	0.125
19.75	134.415283203125	0.125
20	132.383117675781	0.095
20.25	132.628173828125	0.085
20.5	133.893127441406	0.09
20.75	129.905395507812	0.07
21	130.032348632812	0.07
21.25	132.4169921875	0.095
21.5	132.856140136719	0.08
21.75	130.749206542969	0.065
22	131.615295410156	0.1
22.25	131.876220703125	0.1
22.5	132.142639160156	0.085
22.75	132.038879394531	0.065
23	129.785461425781	0.055
23.25	130.852355957031	0.095
23.5	130.262145996094	0.095
23.75	132.613525390625	0.105
24	133.550415039062	0.125
24.25	133.6669921875	0.165
24.5	133.874206542969	0.155
24.75	137.862243652344	0.18
25	138.017272949219	0.21
25.25	135.9814453125	0.215
25.5	144.864501953125	0.295
25.75	150.005493164062	0.4
26	145.880432128906	0.325
26.25	153.032836914062	0.465
26.5	157.0849609375	0.525
26.75	160.478820800781	0.575
27	157.903747558594	0.56
27.25	162.102661132812	0.62
27.5	168.107604980469	0.705
27.75	171.622009277344	0.745
28	170.268249511719	0.735
28.25	171.36962890625	0.74
28.5	168.153076171875	0.715
28.75	173.878479003906	0.79
29	170.906372070312	0.715
29.25	172.728576660156	0.765
29.5	175.135192871094	0.795
29.75	174.150695800781	0.73
30	168.805847167969	0.695
