# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 51
0	0.943333333333333
198	0.946666666666667
396	0.95
594	0.956666666666667
792	0.92
990	0.943333333333333
1188	0.956666666666667
1386	0.943333333333333
1584	0.943333333333333
1782	0.936666666666667
1980	0.946666666666667
2178	0.906666666666667
2376	0.893333333333333
2574	0.926666666666667
2772	0.933333333333333
2970	0.916666666666667
3168	0.893333333333333
3366	0.91
3564	0.9
3762	0.86
3960	0.86
4158	0.856666666666667
4356	0.843333333333333
4554	0.82
4752	0.753333333333333
4950	0.723333333333333
5148	0.703333333333333
5346	0.63
5544	0.523333333333333
5742	0.646666666666667
5940	0.633333333333333
6138	0.566666666666667
6336	0.576666666666667
6534	0.6
6732	0.54
6930	0.58
7128	0.53
7326	0.52
7524	0.59
7722	0.553333333333333
7920	0.553333333333333
8118	0.55
8316	0.57
8514	0.486666666666667
8712	0.566666666666667
8910	0.52
9108	0.526666666666667
9306	0.513333333333333
9504	0.55
9702	0.476666666666667
9900	0.516666666666667
