# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 51
0	0.956666666666667
1608	0.963333333333333
3216	0.963333333333333
4824	0.916666666666667
6432	0.853333333333333
8040	0.763333333333333
9648	0.746666666666667
11256	0.723333333333333
12864	0.74
14472	0.696666666666667
16080	0.693333333333333
17688	0.65
19296	0.72
20904	0.673333333333333
22512	0.686666666666667
24120	0.62
25728	0.633333333333333
27336	0.7
28944	0.6
30552	0.59
32160	0.62
33768	0.576666666666667
35376	0.596666666666667
36984	0.596666666666667
38592	0.603333333333333
40200	0.576666666666667
41808	0.553333333333333
43416	0.57
45024	0.503333333333333
46632	0.58
48240	0.566666666666667
49848	0.53
51456	0.523333333333333
53064	0.56
54672	0.566666666666667
56280	0.566666666666667
57888	0.546666666666667
59496	0.5
61104	0.51
62712	0.503333333333333
64320	0.51
65928	0.533333333333333
67536	0.49
69144	0.563333333333333
70752	0.573333333333333
72360	0.553333333333333
73968	0.526666666666667
75576	0.523333333333333
77184	0.563333333333333
78792	0.54
80400	0.506666666666667
