# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.198333333333333
0.6	0.138333333333333
1.2	0.121666666666667
1.8	0.0833333333333333
2.4	0.0816666666666667
3	0.106666666666667
3.6	0.175
4.2	0.223333333333333
4.8	0.336666666666667
5.4	0.386666666666667
6	0.525
6.6	0.655
7.2	0.775
7.8	0.83
8.4	0.856666666666667
9	0.93
9.6	0.925
10.2	0.925
10.8	0.893333333333333
11.4	0.85
12	0.735
12.6	0.698333333333333
13.2	0.593333333333333
13.8	0.446666666666667
14.4	0.365
15	0.236666666666667
15.6	0.193333333333333
16.2	0.105
16.8	0.103333333333333
17.4	0.0716666666666667
18	0.101666666666667
18.6	0.16
19.2	0.166666666666667
19.8	0.335
20.4	0.375
21	0.445
21.6	0.59
22.2	0.626666666666667
22.8	0.706666666666667
23.4	0.725
24	0.781666666666667
24.6	0.79
25.2	0.806666666666667
25.8	0.725
26.4	0.691666666666667
27	0.576666666666667
27.6	0.515
28.2	0.443333333333333
28.8	0.336666666666667
29.4	0.225
30	0.168333333333333
30.6	0.131666666666667
31.2	0.118333333333333
31.8	0.07
32.4	0.12
33	0.188333333333333
33.6	0.235
34.2	0.295
34.8	0.416666666666667
35.4	0.525
36	0.631666666666667
36.6	0.736666666666667
37.2	0.8
37.8	0.875
38.4	0.893333333333333
39	0.925
39.6	0.915
40.2	0.893333333333333
40.8	0.868333333333333
41.4	0.791666666666667
42	0.67
42.6	0.6
43.2	0.545
43.8	0.38
44.4	0.315
45	0.191666666666667
45.6	0.131666666666667
46.2	0.11
46.8	0.0733333333333333
47.4	0.125
48	0.188333333333333
48.6	0.181666666666667
49.2	0.316666666666667
49.8	0.325
50.4	0.451666666666667
51	0.558333333333333
51.6	0.598333333333333
52.2	0.705
52.8	0.801666666666667
53.4	0.773333333333333
54	0.815
54.6	0.805
55.2	0.746666666666667
55.8	0.71
56.4	0.595
57	0.528333333333333
57.6	0.455
58.2	0.301666666666667
58.8	0.23
59.4	0.18
60	0.153333333333333
