# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	142.20703125	0.225
0.25	147.665710449219	0.34
0.5	151.342163085938	0.4
0.75	156.361389160156	0.48
1	161.337585449219	0.565
1.25	169.049377441406	0.675
1.5	173.749084472656	0.735
1.75	176.576232910156	0.795
2	179.774169921875	0.82
2.25	179.853820800781	0.87
2.5	180.537414550781	0.88
2.75	176.174011230469	0.795
3	176.930236816406	0.805
3.25	175.851135253906	0.785
3.5	168.529052734375	0.68
3.75	164.993896484375	0.62
4	153.572082519531	0.445
4.25	157.698059082031	0.5
4.5	148.359375	0.35
4.75	147.688598632812	0.345
5	138.518371582031	0.215
5.25	133.848571777344	0.145
5.5	133.614501953125	0.115
5.75	131.07666015625	0.065
6	131.484985351562	0.08
6.25	133.172302246094	0.085
6.5	130.33447265625	0.07
6.75	138.022155761719	0.18
7	141.007690429688	0.265
7.25	148.412780761719	0.365
7.5	148.774719238281	0.38
7.75	153.556823730469	0.47
8	165.598754882812	0.65
8.25	163.812866210938	0.635
8.5	170.703430175781	0.755
8.75	172.040710449219	0.765
9	179.892578125	0.89
9.25	181.346130371094	0.9
9.5	184.041137695312	0.915
9.75	179.209594726562	0.875
10	175.649719238281	0.82
10.25	175.066833496094	0.795
10.5	175.186157226562	0.78
10.75	167.2021484375	0.67
11	161.915283203125	0.59
11.25	155.848388671875	0.475
11.5	151.93603515625	0.41
11.75	148.224182128906	0.355
12	137.414245605469	0.205
12.25	133.710632324219	0.165
12.5	132.659301757812	0.11
12.75	130.410766601562	0.075
13	132.478637695312	0.095
13.25	131.652221679688	0.1
13.5	131.636962890625	0.1
13.75	136.388549804688	0.17
14	138.343505859375	0.205
14.25	144.299926757812	0.29
14.5	153.9697265625	0.445
14.75	159.537353515625	0.55
15	161.159057617188	0.54
15.25	164.751586914062	0.62
15.5	169.196472167969	0.675
15.75	175.736999511719	0.79
16	181.243896484375	0.875
16.25	179.366455078125	0.87
16.5	180.438537597656	0.865
16.75	184.117431640625	0.895
17	177.003173828125	0.81
17.25	170.330200195312	0.715
17.5	169.183959960938	0.705
17.75	167.927856445312	0.69
18	165.517272949219	0.605
18.25	156.185302734375	0.485
18.5	152.149353027344	0.395
18.75	149.651794433594	0.37
19	146.822204589844	0.33
19.25	138.635864257812	0.205
19.5	136.203918457031	0.145
19.75	130.894775390625	0.065
20	128.428039550781	0.045
20.25	130.714721679688	0.075
20.5	135.521240234375	0.15
20.75	135.4736328125	0.165
21	143.594055175781	0.275
21.25	145.437316894531	0.285
21.5	150.819091796875	0.405
21.75	154.548645019531	0.45
22	161.495361328125	0.6
22.25	160.07080078125	0.585
22.5	169.68505859375	0.71
22.75	173.821105957031	0.785
23	181.026000976562	0.89
23.25	182.450866699219	0.91
23.5	178.390502929688	0.87
23.75	180.831298828125	0.885
24	179.894714355469	0.87
24.25	176.570434570312	0.815
24.5	170.461730957031	0.745
24.75	164.644470214844	0.645
25	165.707092285156	0.65
25.25	154.976196289062	0.49
25.5	152.909851074219	0.455
25.75	148.208923339844	0.39
26	141.882019042969	0.29
26.25	135.26123046875	0.195
26.5	134.239501953125	0.145
26.75	132.191162109375	0.115
27	132.728881835938	0.1
27.25	132.583312988281	0.095
27.5	130.570983886719	0.115
27.75	136.108703613281	0.16
28	134.448852539062	0.195
28.25	142.293701171875	0.25
28.5	146.329345703125	0.325
28.75	146.885681152344	0.345
29	161.626281738281	0.57
29.25	161.029663085938	0.56
29.5	170.050964355469	0.7
29.75	168.759460449219	0.685
30	175.0830078125	0.8
