# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	164.585571289062	0.61
0.25	163.230895996094	0.595
0.5	158.517150878906	0.495
0.75	155.190124511719	0.44
1	151.723327636719	0.4
1.25	150.770568847656	0.39
1.5	142.649841308594	0.26
1.75	144.511413574219	0.285
2	141.451416015625	0.245
2.25	134.823303222656	0.145
2.5	137.229919433594	0.17
2.75	134.148864746094	0.13
3	133.4716796875	0.095
3.25	132.032165527344	0.105
3.5	129.638977050781	0.08
3.75	135.003662109375	0.16
4	129.682312011719	0.075
4.25	127.642517089844	0.06
4.5	127.505187988281	0.06
4.75	129.421997070312	0.065
5	132.527160644531	0.105
5.25	131.390380859375	0.09
5.5	129.502868652344	0.065
5.75	131.708984375	0.09
6	131.123352050781	0.08
6.25	133.218383789062	0.09
6.5	131.724853515625	0.095
6.75	131.194458007812	0.09
7	131.292724609375	0.075
7.25	136.415710449219	0.165
7.5	131.890563964844	0.085
7.75	139.067993164062	0.175
8	133.632202148438	0.135
8.25	137.118225097656	0.15
8.5	136.972351074219	0.17
8.75	137.351989746094	0.18
9	142.869262695312	0.245
9.25	148.600158691406	0.335
9.5	149.644470214844	0.345
9.75	153.343200683594	0.405
10	156.432800292969	0.475
10.25	154.790344238281	0.47
10.5	158.175964355469	0.535
10.75	158.418579101562	0.52
11	164.321594238281	0.64
11.25	168.685302734375	0.66
11.5	168.364562988281	0.715
11.75	170.048828125	0.725
12	167.872009277344	0.695
12.25	174.496154785156	0.78
12.5	171.205444335938	0.71
12.75	172.213439941406	0.745
13	170.864868164062	0.745
13.25	169.579162597656	0.705
13.5	168.1298828125	0.69
13.75	166.794128417969	0.66
14	166.0546875	0.645
14.25	160.110473632812	0.56
14.5	161.142578125	0.545
14.75	160.052490234375	0.54
15	153.880920410156	0.435
15.25	152.190551757812	0.39
15.5	148.971252441406	0.375
15.75	148.9501953125	0.325
16	142.773132324219	0.24
16.25	142.570495605469	0.25
16.5	139.139709472656	0.185
16.75	138.050231933594	0.155
17	137.626953125	0.17
17.25	134.110717773438	0.12
17.5	133.003540039062	0.11
17.75	136.1474609375	0.125
18	133.825988769531	0.12
18.25	134.581604003906	0.105
18.5	135.230102539062	0.09
18.75	136.998901367188	0.12
19	134.402160644531	0.09
19.25	134.605407714844	0.08
19.5	131.160278320312	0.075
19.75	132.49267578125	0.07
20	133.410034179688	0.09
20.25	134.703674316406	0.11
20.5	133.628234863281	0.085
20.75	133.329467773438	0.12
21	136.243896484375	0.115
21.25	135.089111328125	0.075
21.5	138.597717285156	0.145
21.75	134.039306640625	0.1
22	134.624633789062	0.12
22.25	135.982360839844	0.135
22.5	137.1630859375	0.175
22.75	138.236694335938	0.2
23	143.140869140625	0.26
23.25	143.998413085938	0.3
23.5	148.828735351562	0.37
23.75	149.962158203125	0.37
24	153.62060546875	0.42
24.25	154.947814941406	0.44
24.5	157.902221679688	0.49
24.75	165.223693847656	0.61
25	163.458862304688	0.6
25.25	170.991821289062	0.73
25.5	167.460327148438	0.68
25.75	171.868286132812	0.75
26	171.614685058594	0.715
26.25	174.323425292969	0.75
26.5	169.337158203125	0.705
26.75	174.057922363281	0.75
27	175.002136230469	0.765
27.25	168.973388671875	0.685
27.5	171.940612792969	0.73
27.75	167.918701171875	0.655
28	167.613525390625	0.65
28.25	163.796081542969	0.6
28.5	161.875305175781	0.575
28.75	159.36279296875	0.525
29	149.857177734375	0.38
29.25	150.718688964844	0.39
29.5	156.018371582031	0.435
29.75	154.125061035156	0.415
30	145.79345703125	0.29
