# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 50
80	0.83
160	0.883333333333333
240	0.86
320	0.86
400	0.883333333333333
480	0.856666666666667
560	0.873333333333333
640	0.88
720	0.856666666666667
800	0.86
880	0.833333333333333
960	0.826666666666667
1040	0.836666666666667
1120	0.8
1200	0.833333333333333
1280	0.806666666666667
1360	0.733333333333333
1440	0.796666666666667
1520	0.716666666666667
1600	0.733333333333333
1680	0.72
1760	0.723333333333333
1840	0.666666666666667
1920	0.67
2000	0.703333333333333
2080	0.596666666666667
2160	0.69
2240	0.676666666666667
2320	0.643333333333333
2400	0.686666666666667
2480	0.663333333333333
2560	0.613333333333333
2640	0.65
2720	0.613333333333333
2800	0.573333333333333
2880	0.58
2960	0.613333333333333
3040	0.53
3120	0.543333333333333
3200	0.643333333333333
3280	0.57
3360	0.58
3440	0.62
3520	0.606666666666667
3600	0.616666666666667
3680	0.566666666666667
3760	0.583333333333333
3840	0.64
3920	0.606666666666667
4000	0.69
