# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	135.227355957031	0.165
0.25	130.374450683594	0.1
0.5	131.169738769531	0.115
0.75	132.328491210938	0.115
1	133.508911132812	0.145
1.25	131.224670410156	0.09
1.5	129.074401855469	0.06
1.75	129.423828125	0.065
2	134.957580566406	0.145
2.25	132.030334472656	0.1
2.5	129.777526855469	0.1
2.75	130.535583496094	0.085
3	130.3466796875	0.095
3.25	131.703186035156	0.11
3.5	131.419372558594	0.095
3.75	131.685485839844	0.11
4	130.035095214844	0.075
4.25	128.950500488281	0.06
4.5	131.250610351562	0.11
4.75	131.742858886719	0.09
5	131.751403808594	0.095
5.25	131.520080566406	0.12
5.5	130.054016113281	0.095
5.75	129.622192382812	0.075
6	128.703002929688	0.06
6.25	130.036315917969	0.085
6.5	130.499267578125	0.09
6.75	131.688842773438	0.105
7	131.128234863281	0.1
7.25	133.14208984375	0.12
7.5	136.259460449219	0.17
7.75	135.164184570312	0.145
8	130.752868652344	0.09
8.25	132.158813476562	0.125
8.5	131.805725097656	0.11
8.75	133.424377441406	0.14
9	136.579895019531	0.185
9.25	142.019348144531	0.27
9.5	139.932556152344	0.23
9.75	138.707580566406	0.22
10	139.670104980469	0.235
10.25	137.080383300781	0.205
10.5	137.479248046875	0.215
10.75	140.3173828125	0.255
11	140.0634765625	0.255
11.25	141.463928222656	0.255
11.5	140.29052734375	0.255
11.75	139.979858398438	0.27
12	136.394653320312	0.22
12.25	136.172790527344	0.21
12.5	136.967468261719	0.22
12.75	135.545959472656	0.19
13	136.06201171875	0.2
13.25	133.336486816406	0.145
13.5	133.316345214844	0.155
13.75	135.22705078125	0.16
14	133.15673828125	0.155
14.25	134.100952148438	0.16
14.5	130.634765625	0.115
14.75	131.611328125	0.125
15	134.724731445312	0.17
15.25	133.507690429688	0.14
15.5	133.695068359375	0.14
15.75	130.832214355469	0.115
16	128.846130371094	0.09
16.25	129.878540039062	0.095
16.5	129.072875976562	0.09
16.75	129.596862792969	0.09
17	132.041015625	0.115
17.25	130.845642089844	0.11
17.5	127.72216796875	0.04
17.75	130.331726074219	0.08
18	132.662658691406	0.115
18.25	129.241333007812	0.065
18.5	130.950012207031	0.09
18.75	129.777221679688	0.09
19	127.589111328125	0.08
19.25	128.179626464844	0.055
19.5	128.034057617188	0.065
19.75	128.899841308594	0.09
20	129.514770507812	0.075
20.25	130.015258789062	0.085
20.5	130.54931640625	0.09
20.75	129.975280761719	0.08
21	129.370727539062	0.085
21.25	134.031066894531	0.14
21.5	131.403503417969	0.09
21.75	136.199340820312	0.14
22	133.624877929688	0.145
22.25	133.135986328125	0.12
22.5	134.014587402344	0.12
22.75	135.020141601562	0.15
23	134.367065429688	0.125
23.25	139.134826660156	0.185
23.5	137.481994628906	0.16
23.75	137.431640625	0.145
24	138.938903808594	0.19
24.25	140.540466308594	0.205
24.5	143.077697753906	0.24
24.75	142.273864746094	0.24
25	142.831115722656	0.245
25.25	147.396850585938	0.34
25.5	144.15283203125	0.315
25.75	143.665161132812	0.27
26	142.681884765625	0.26
26.25	139.150390625	0.205
26.5	140.80810546875	0.23
26.75	136.060180664062	0.17
27	138.044738769531	0.22
27.25	139.592895507812	0.195
27.5	136.9287109375	0.17
27.75	138.723449707031	0.19
28	135.556640625	0.145
28.25	135.92041015625	0.14
28.5	132.747192382812	0.1
28.75	136.860961914062	0.185
29	133.000793457031	0.14
29.25	132.63916015625	0.11
29.5	134.408874511719	0.14
29.75	132.6220703125	0.1
30	128.023986816406	0.075
