# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.24
0.6	0.345
1.2	0.39
1.8	0.501666666666667
2.4	0.585
3	0.693333333333333
3.6	0.751666666666667
4.2	0.815
4.8	0.83
5.4	0.835
6	0.831666666666667
6.6	0.771666666666667
7.2	0.708333333333333
7.8	0.598333333333333
8.4	0.505
9	0.375
9.6	0.311666666666667
10.2	0.29
10.8	0.156666666666667
11.4	0.0933333333333333
12	0.095
12.6	0.0766666666666667
13.2	0.0883333333333333
13.8	0.168333333333333
14.4	0.221666666666667
15	0.306666666666667
15.6	0.421666666666667
16.2	0.506666666666667
16.8	0.635
17.4	0.726666666666667
18	0.833333333333333
18.6	0.878333333333333
19.2	0.905
19.8	0.93
20.4	0.926666666666667
21	0.876666666666667
21.6	0.84
22.2	0.773333333333333
22.8	0.678333333333333
23.4	0.568333333333333
24	0.465
24.6	0.37
25.2	0.26
25.8	0.178333333333333
26.4	0.121666666666667
27	0.095
27.6	0.075
28.2	0.121666666666667
28.8	0.165
29.4	0.21
30	0.301666666666667
30.6	0.406666666666667
31.2	0.495
31.8	0.6
32.4	0.701666666666667
33	0.731666666666667
33.6	0.798333333333333
34.2	0.851666666666667
34.8	0.853333333333333
35.4	0.838333333333333
36	0.776666666666667
36.6	0.733333333333333
37.2	0.651666666666667
37.8	0.575
38.4	0.515
39	0.376666666666667
39.6	0.283333333333333
40.2	0.21
40.8	0.141666666666667
41.4	0.101666666666667
42	0.118333333333333
42.6	0.0816666666666667
43.2	0.146666666666667
43.8	0.196666666666667
44.4	0.308333333333333
45	0.39
45.6	0.513333333333333
46.2	0.6
46.8	0.71
47.4	0.776666666666667
48	0.851666666666667
48.6	0.908333333333333
49.2	0.921666666666667
49.8	0.938333333333333
50.4	0.918333333333333
51	0.853333333333333
51.6	0.756666666666667
52.2	0.678333333333333
52.8	0.546666666666667
53.4	0.465
54	0.415
54.6	0.276666666666667
55.2	0.21
55.8	0.113333333333333
56.4	0.0716666666666667
57	0.0733333333333333
57.6	0.0816666666666667
58.2	0.145
58.8	0.181666666666667
59.4	0.273333333333333
60	0.393333333333333
