# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	161.733703613281	0.57
0.25	159.655456542969	0.56
0.5	166.889343261719	0.665
0.75	170.206298828125	0.715
1	170.857238769531	0.735
1.25	167.319641113281	0.67
1.5	172.441711425781	0.73
1.75	164.794006347656	0.625
2	160.068054199219	0.565
2.25	159.386596679688	0.565
2.5	154.236450195312	0.47
2.75	151.231994628906	0.425
3	144.567260742188	0.32
3.25	146.622009277344	0.345
3.5	135.923461914062	0.19
3.75	134.233703613281	0.155
4	134.522399902344	0.155
4.25	131.626892089844	0.105
4.5	130.574340820312	0.08
4.75	131.376953125	0.095
5	133.248291015625	0.13
5.25	131.847229003906	0.11
5.5	137.823791503906	0.205
5.75	139.795227050781	0.235
6	145.174560546875	0.335
6.25	147.257385253906	0.355
6.5	150.321655273438	0.435
6.75	156.030578613281	0.51
7	164.419555664062	0.595
7.25	166.112365722656	0.67
7.5	164.866638183594	0.645
7.75	168.397827148438	0.71
8	165.419616699219	0.67
8.25	166.603088378906	0.665
8.5	168.743286132812	0.705
8.75	165.217895507812	0.645
9	159.881286621094	0.55
9.25	165.499267578125	0.6
9.5	155.939025878906	0.49
9.75	154.292602539062	0.45
10	145.140380859375	0.355
10.25	141.585998535156	0.265
10.5	136.934509277344	0.2
10.75	138.492736816406	0.2
11	137.837524414062	0.21
11.25	129.710693359375	0.09
11.5	133.771667480469	0.115
11.75	131.769104003906	0.09
12	134.762878417969	0.115
12.25	134.620666503906	0.115
12.5	138.853454589844	0.185
12.75	140.293884277344	0.225
13	145.770263671875	0.335
13.25	148.294372558594	0.385
13.5	154.551696777344	0.47
13.75	157.817687988281	0.52
14	159.455871582031	0.565
14.25	166.602478027344	0.645
14.5	167.966613769531	0.69
14.75	167.694396972656	0.705
15	167.467346191406	0.68
15.25	164.632263183594	0.64
15.5	172.191162109375	0.75
15.75	164.783935546875	0.65
16	164.356079101562	0.645
16.25	163.784484863281	0.615
16.5	157.037658691406	0.53
16.75	153.143310546875	0.435
17	147.567749023438	0.355
17.25	146.796875	0.365
17.5	142.399597167969	0.265
17.75	137.24853515625	0.19
18	136.971740722656	0.185
18.25	136.61376953125	0.145
18.5	132.86376953125	0.09
18.75	134.456787109375	0.125
19	131.714172363281	0.07
19.25	132.64404296875	0.105
19.5	133.955078125	0.12
19.75	135.279235839844	0.165
20	142.961120605469	0.265
20.25	145.428161621094	0.32
20.5	152.286071777344	0.45
20.75	152.037963867188	0.44
21	161.422119140625	0.555
21.25	160.56884765625	0.55
21.5	164.671936035156	0.62
21.75	165.809936523438	0.655
22	169.865417480469	0.72
22.25	168.437194824219	0.685
22.5	172.85400390625	0.755
22.75	165.043029785156	0.625
23	166.536560058594	0.66
23.25	164.096069335938	0.61
23.5	156.130676269531	0.49
23.75	156.390380859375	0.51
24	151.066284179688	0.425
24.25	146.256408691406	0.345
24.5	142.532958984375	0.28
24.75	137.37060546875	0.22
25	134.124450683594	0.145
25.25	131.244201660156	0.09
25.5	130.321655273438	0.08
25.75	131.484985351562	0.09
26	132.532043457031	0.09
26.25	131.173400878906	0.09
26.5	136.282348632812	0.18
26.75	140.609130859375	0.235
27	146.02294921875	0.285
27.25	145.718994140625	0.33
27.5	147.815856933594	0.38
27.75	157.113952636719	0.47
28	158.20068359375	0.525
28.25	165.822448730469	0.615
28.5	166.373901367188	0.64
28.75	164.953918457031	0.645
29	170.752563476562	0.745
29.25	171.448669433594	0.725
29.5	167.47314453125	0.675
29.75	169.688415527344	0.675
30	169.352416992188	0.67
