# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 21
0	0.79
250	0.745
500	0.73
750	0.565
1000	0.45
1250	0.45
1500	0.37
1750	0.325
2000	0.395
2250	0.46
2500	0.505
2750	0.63
3000	0.71
3250	0.77
3500	0.825
3750	0.88
4000	0.78
4250	0.725
4500	0.65
4750	0.56
5000	0.52
