# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 51
0	0.946666666666667
2800	0.96
5600	0.943333333333333
8400	0.903333333333333
11200	0.856666666666667
14000	0.826666666666667
16800	0.83
19600	0.783333333333333
22400	0.8
25200	0.743333333333333
28000	0.766666666666667
30800	0.786666666666667
33600	0.706666666666667
36400	0.706666666666667
39200	0.74
42000	0.726666666666667
44800	0.69
47600	0.686666666666667
50400	0.633333333333333
53200	0.66
56000	0.6
58800	0.65
61600	0.533333333333333
64400	0.566666666666667
67200	0.56
70000	0.563333333333333
72800	0.53
75600	0.503333333333333
78400	0.536666666666667
81200	0.52
84000	0.543333333333333
86800	0.596666666666667
89600	0.58
92400	0.556666666666667
95200	0.523333333333333
98000	0.526666666666667
100800	0.506666666666667
103600	0.523333333333333
106400	0.513333333333333
109200	0.523333333333333
112000	0.526666666666667
114800	0.506666666666667
117600	0.54
120400	0.613333333333333
123200	0.486666666666667
126000	0.516666666666667
128800	0.603333333333333
131600	0.526666666666667
134400	0.563333333333333
137200	0.51
140000	0.533333333333333
