# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.441666666666667
0.6	0.378333333333333
1.2	0.28
1.8	0.238333333333333
2.4	0.203333333333333
3	0.116666666666667
3.6	0.085
4.2	0.0666666666666667
4.8	0.0866666666666667
5.4	0.126666666666667
6	0.153333333333333
6.6	0.226666666666667
7.2	0.311666666666667
7.8	0.415
8.4	0.538333333333333
9	0.601666666666667
9.6	0.708333333333333
10.2	0.763333333333333
10.8	0.866666666666667
11.4	0.913333333333333
12	0.926666666666667
12.6	0.951666666666667
13.2	0.921666666666667
13.8	0.88
14.4	0.825
15	0.755
15.6	0.633333333333333
16.2	0.553333333333333
16.8	0.45
17.4	0.363333333333333
18	0.3
18.6	0.19
19.2	0.146666666666667
19.8	0.0983333333333333
20.4	0.09
21	0.0983333333333333
21.6	0.1
22.2	0.166666666666667
22.8	0.21
23.4	0.273333333333333
24	0.325
24.6	0.371666666666667
25.2	0.453333333333333
25.8	0.475
26.4	0.52
27	0.493333333333333
27.6	0.521666666666667
28.2	0.496666666666667
28.8	0.455
29.4	0.421666666666667
30	0.346666666666667
30.6	0.315
31.2	0.22
31.8	0.226666666666667
32.4	0.12
33	0.0966666666666667
33.6	0.095
34.2	0.0583333333333333
34.8	0.116666666666667
35.4	0.168333333333333
36	0.216666666666667
36.6	0.33
37.2	0.361666666666667
37.8	0.471666666666667
38.4	0.605
39	0.656666666666667
39.6	0.79
40.2	0.82
40.8	0.876666666666667
41.4	0.94
42	0.941666666666667
42.6	0.928333333333333
43.2	0.878333333333333
43.8	0.84
44.4	0.755
45	0.705
45.6	0.566666666666667
46.2	0.516666666666667
46.8	0.37
47.4	0.325
48	0.22
48.6	0.161666666666667
49.2	0.118333333333333
49.8	0.085
50.4	0.0716666666666667
51	0.0916666666666667
51.6	0.115
52.2	0.18
52.8	0.21
53.4	0.346666666666667
54	0.37
54.6	0.413333333333333
55.2	0.435
55.8	0.48
56.4	0.513333333333333
57	0.515
57.6	0.528333333333333
58.2	0.455
58.8	0.42
59.4	0.388333333333333
60	0.301666666666667
