# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	181.048583984375	0.89
0.25	180.954284667969	0.87
0.5	180.613708496094	0.87
0.75	177.846069335938	0.83
1	172.431640625	0.755
1.25	169.445495605469	0.715
1.5	166.821899414062	0.67
1.75	161.708679199219	0.565
2	157.763977050781	0.52
2.25	155.413818359375	0.475
2.5	153.02734375	0.415
2.75	151.184692382812	0.385
3	143.778686523438	0.305
3.25	143.689575195312	0.275
3.5	144.9267578125	0.255
3.75	139.118957519531	0.195
4	139.65576171875	0.18
4.25	138.539733886719	0.165
4.5	138.005981445312	0.135
4.75	136.198120117188	0.125
5	134.825744628906	0.12
5.25	134.187927246094	0.105
5.5	132.579956054688	0.08
5.75	130.665283203125	0.065
6	134.015808105469	0.115
6.25	130.926208496094	0.075
6.5	132.642517089844	0.085
6.75	134.454956054688	0.1
7	133.917236328125	0.095
7.25	133.099975585938	0.105
7.5	130.089721679688	0.075
7.75	131.365356445312	0.1
8	133.534545898438	0.11
8.25	131.375732421875	0.08
8.5	135.235900878906	0.13
8.75	138.452453613281	0.19
9	139.876403808594	0.2
9.25	140.179138183594	0.19
9.5	140.730590820312	0.22
9.75	140.447692871094	0.225
10	147.769165039062	0.335
10.25	141.726379394531	0.245
10.5	150.137634277344	0.415
10.75	152.210083007812	0.44
11	156.841430664062	0.5
11.25	163.621826171875	0.625
11.5	166.082458496094	0.66
11.75	168.965454101562	0.71
12	173.103332519531	0.755
12.25	175.414123535156	0.79
12.5	174.874572753906	0.765
12.75	179.893188476562	0.88
13	178.0810546875	0.825
13.25	184.263916015625	0.91
13.5	187.510986328125	0.955
13.75	182.888488769531	0.875
14	180.115661621094	0.85
14.25	182.258911132812	0.875
14.5	178.890991210938	0.855
14.75	177.492065429688	0.835
15	176.326293945312	0.805
15.25	172.329406738281	0.74
15.5	167.816162109375	0.665
15.75	160.900573730469	0.575
16	156.169738769531	0.53
16.25	159.493713378906	0.565
16.5	152.289733886719	0.455
16.75	150.285949707031	0.425
17	141.221008300781	0.25
17.25	145.549011230469	0.32
17.5	143.885192871094	0.285
17.75	141.845397949219	0.25
18	140.560302734375	0.25
18.25	134.623107910156	0.17
18.5	133.606567382812	0.145
18.75	131.340637207031	0.13
19	128.91845703125	0.095
19.25	131.810607910156	0.105
19.5	131.602172851562	0.125
19.75	131.743774414062	0.12
20	136.939086914062	0.15
20.25	136.802978515625	0.155
20.5	133.9794921875	0.145
20.75	128.850708007812	0.075
21	130.890197753906	0.08
21.25	129.456481933594	0.07
21.5	128.387451171875	0.07
21.75	129.632873535156	0.085
22	133.119506835938	0.115
22.25	133.43017578125	0.125
22.5	131.930236816406	0.11
22.75	131.859436035156	0.1
23	133.315734863281	0.13
23.25	134.076232910156	0.165
23.5	136.09375	0.19
23.75	137.908935546875	0.21
24	138.040771484375	0.22
24.25	144.223022460938	0.32
24.5	148.282165527344	0.39
24.75	151.760559082031	0.435
25	149.187316894531	0.42
25.25	155.042724609375	0.47
25.5	163.990173339844	0.605
25.75	163.478698730469	0.63
26	171.875610351562	0.75
26.25	171.107482910156	0.75
26.5	177.242126464844	0.845
26.75	177.037963867188	0.84
27	180.131225585938	0.875
27.25	180.8984375	0.875
27.5	182.109985351562	0.915
27.75	180.8349609375	0.885
28	182.179870605469	0.915
28.25	182.837829589844	0.915
28.5	179.012145996094	0.885
28.75	176.730041503906	0.81
29	176.698913574219	0.825
29.25	171.412353515625	0.74
29.5	166.792297363281	0.65
29.75	165.794982910156	0.645
30	160.764465332031	0.585
